"Year","Gender","Age group","Geography","GeoCode","Progress","Value"
"2022","Men+","25 years and over","New Brunswick",13,5.2,7.2
"2022","Men+","25 to 44 years","New Brunswick",13,4.6,6.6
"2022","Men+","45 to 64 years","New Brunswick",13,5.3,7.3
"2022","Men+","45 years and over","New Brunswick",13,5.6,7.6
"2022","Men+","25 to 54 years","New Brunswick",13,4.5,6.5
"2022","Men+","55 years and over","New Brunswick",13,6.9,8.9
"2022","Men+","15 to 64 years","New Brunswick",13,6.1,8.1
"2022","Men+","15 to 19 years","New Brunswick",13,11.3,13.3
"2022","Men+","20 to 24 years","New Brunswick",13,13.3,15.3
"2022","Men+","25 to 29 years","New Brunswick",13,7,9
"2022","Men+","30 to 34 years","New Brunswick",13,4.7,6.7
"2022","Men+","35 to 39 years","New Brunswick",13,3.7,5.7
"2022","Men+","40 to 44 years","New Brunswick",13,3.3,5.3
"2022","Men+","45 to 49 years","New Brunswick",13,3.9,5.9
"2022","Men+","50 to 54 years","New Brunswick",13,4.6,6.6
"2022","Men+","55 to 59 years","New Brunswick",13,5.9,7.9
"2022","Men+","60 to 64 years","New Brunswick",13,7.7,9.7
"2022","Men+","65 years and over","New Brunswick",13,8.1,10.1
"2022","Men+","65 to 69 years","New Brunswick",13,,
"2022","Men+","70 years and over","New Brunswick",13,,
"2022","Women+","15 years and over","New Brunswick",13,4.1,6.1
"2022","Women+","15 to 24 years","New Brunswick",13,7.1,9.1
"2022","Women+","25 years and over","New Brunswick",13,3.6,5.6
"2022","Women+","25 to 44 years","New Brunswick",13,3.1,5.1
"2022","Women+","45 to 64 years","New Brunswick",13,3.8,5.8
"2022","Women+","45 years and over","New Brunswick",13,4.2,6.2
"2022","Women+","25 to 54 years","New Brunswick",13,3,5
"2022","Women+","55 years and over","New Brunswick",13,5.7,7.7
"2022","Women+","15 to 64 years","New Brunswick",13,4,6
"2022","Women+","15 to 19 years","New Brunswick",13,8.8,10.8
"2022","Women+","20 to 24 years","New Brunswick",13,5.9,7.9
"2022","Women+","25 to 29 years","New Brunswick",13,4.1,6.1
"2022","Women+","30 to 34 years","New Brunswick",13,2,4
"2022","Women+","35 to 39 years","New Brunswick",13,3,5
"2022","Women+","40 to 44 years","New Brunswick",13,3.3,5.3
"2022","Women+","45 to 49 years","New Brunswick",13,2.3,4.3
"2022","Women+","50 to 54 years","New Brunswick",13,3.2,5.2
"2022","Women+","55 to 59 years","New Brunswick",13,4.2,6.2
"2022","Women+","60 to 64 years","New Brunswick",13,6.7,8.7
"2022","Women+","65 years and over","New Brunswick",13,6.5,8.5
"2022","Women+","65 to 69 years","New Brunswick",13,,
"2022","Women+","70 years and over","New Brunswick",13,,
"2022","Total - Gender","15 years and over","Quebec",24,2.3,4.3
"2022","Total - Gender","15 to 24 years","Quebec",24,5.6,7.6
"2022","Total - Gender","25 years and over","Quebec",24,1.8,3.8
"2022","Total - Gender","25 to 44 years","Quebec",24,1.7,3.7
"2022","Total - Gender","45 to 64 years","Quebec",24,1.8,3.8
"2022","Total - Gender","45 years and over","Quebec",24,1.9,3.9
"2022","Total - Gender","25 to 54 years","Quebec",24,1.5,3.5
"2022","Total - Gender","55 years and over","Quebec",24,2.7,4.7
"2022","Total - Gender","15 to 64 years","Quebec",24,2.3,4.3
"2022","Total - Gender","15 to 19 years","Quebec",24,6.9,8.9
"2022","Total - Gender","20 to 24 years","Quebec",24,4.7,6.7
"2022","Total - Gender","25 to 29 years","Quebec",24,2.8,4.8
"2022","Total - Gender","30 to 34 years","Quebec",24,1.5,3.5
"2022","Total - Gender","35 to 39 years","Quebec",24,2.1,4.1
"2022","Total - Gender","40 to 44 years","Quebec",24,1.3,2.7
"2022","Total - Gender","45 to 49 years","Quebec",24,1.1,3.1
"2022","Total - Gender","50 to 54 years","Quebec",24,1.2,3.2
"2022","Total - Gender","55 to 59 years","Quebec",24,2.4,4.4
"2022","Total - Gender","60 to 64 years","Quebec",24,3,5
"2022","Total - Gender","65 years and over","Quebec",24,2.8,4.8
"2022","Total - Gender","65 to 69 years","Quebec",24,3.5,5.5
"2022","Total - Gender","70 years and over","Quebec",24,1.8,3.8
"2022","Men+","15 years and over","Quebec",24,2.6,4.6
"2022","Men+","15 to 24 years","Quebec",24,6.6,8.6
"2022","Men+","25 years and over","Quebec",24,2.1,4.1
"2022","Men+","25 to 44 years","Quebec",24,1.8,3.8
"2022","Men+","45 to 64 years","Quebec",24,2.2,4.2
"2022","Men+","45 years and over","Quebec",24,2.3,4.3
"2022","Men+","25 to 54 years","Quebec",24,1.7,3.7
"2022","Men+","55 years and over","Quebec",24,3.1,5.1
"2022","Men+","15 to 64 years","Quebec",24,2.6,4.6
"2022","Men+","15 to 19 years","Quebec",24,7.1,9.1
"2022","Men+","20 to 24 years","Quebec",24,6.3,8.3
"2022","Men+","25 to 29 years","Quebec",24,3.6,5.6
"2022","Men+","30 to 34 years","Quebec",24,1.7,3.7
"2022","Men+","35 to 39 years","Quebec",24,1.4,3.4
"2022","Men+","40 to 44 years","Quebec",24,1.5,2.5
"2022","Men+","45 to 49 years","Quebec",24,1.2,3.2
"2022","Men+","50 to 54 years","Quebec",24,1.8,3.8
"2022","Men+","55 to 59 years","Quebec",24,2.6,4.6
"2022","Men+","60 to 64 years","Quebec",24,3.6,5.6
"2022","Men+","65 years and over","Quebec",24,3.2,5.2
"2022","Men+","65 to 69 years","Quebec",24,4.2,6.2
"2022","Men+","70 years and over","Quebec",24,,
"2022","Women+","15 years and over","Quebec",24,2,4
"2022","Women+","15 to 24 years","Quebec",24,4.6,6.6
"2022","Women+","25 years and over","Quebec",24,1.6,3.6
"2022","Women+","25 to 44 years","Quebec",24,1.6,3.6
"2022","Women+","45 to 64 years","Quebec",24,1.4,3.4
"2022","Women+","45 years and over","Quebec",24,1.5,3.5
"2022","Women+","25 to 54 years","Quebec",24,1.4,3.4
"2022","Women+","55 years and over","Quebec",24,2.2,4.2
"2022","Women+","15 to 64 years","Quebec",24,2,4
"2022","Women+","15 to 19 years","Quebec",24,6.8,8.8
"2022","Women+","20 to 24 years","Quebec",24,3,5
"2022","Women+","25 to 29 years","Quebec",24,1.9,3.9
"2022","Women+","30 to 34 years","Quebec",24,1.2,3.2
"2022","Women+","35 to 39 years","Quebec",24,2.7,4.7
"2022","Women+","40 to 44 years","Quebec",24,1.2,2.8
"2022","Women+","45 to 49 years","Quebec",24,1,3
"2022","Women+","50 to 54 years","Quebec",24,1.4,2.6
"2022","Women+","55 to 59 years","Quebec",24,2,4
"2022","Women+","60 to 64 years","Quebec",24,2.2,4.2
"2022","Women+","65 years and over","Quebec",24,2.2,4.2
"2022","Women+","65 to 69 years","Quebec",24,2.5,4.5
"2022","Women+","70 years and over","Quebec",24,,
"2022","Total - Gender","15 years and over","Ontario",35,3.6,5.6
"2022","Total - Gender","15 to 24 years","Ontario",35,9.4,11.4
"2022","Total - Gender","25 years and over","Ontario",35,2.6,4.6
"2022","Total - Gender","25 to 44 years","Ontario",35,2.9,4.9
"2022","Total - Gender","45 to 64 years","Ontario",35,2.3,4.3
"2022","Total - Gender","45 years and over","Ontario",35,2.3,4.3
"2022","Total - Gender","25 to 54 years","Ontario",35,2.6,4.6
"2022","Total - Gender","55 years and over","Ontario",35,2.6,4.6
"2022","Total - Gender","15 to 64 years","Ontario",35,3.6,5.6
"2022","Total - Gender","15 to 19 years","Ontario",35,12,14
"2022","Total - Gender","20 to 24 years","Ontario",35,8,10
"2022","Total - Gender","25 to 29 years","Ontario",35,4.3,6.3
"2022","Total - Gender","30 to 34 years","Ontario",35,2.8,4.8
"2022","Total - Gender","35 to 39 years","Ontario",35,2.2,4.2
"2022","Total - Gender","40 to 44 years","Ontario",35,2.3,4.3
"2022","Total - Gender","45 to 49 years","Ontario",35,1.8,3.8
"2022","Total - Gender","50 to 54 years","Ontario",35,2,4
"2022","Total - Gender","55 to 59 years","Ontario",35,2.3,4.3
"2022","Total - Gender","60 to 64 years","Ontario",35,3.2,5.2
"2022","Total - Gender","65 years and over","Ontario",35,2.4,4.4
"2022","Total - Gender","65 to 69 years","Ontario",35,2.5,4.5
"2022","Total - Gender","70 years and over","Ontario",35,2.2,4.2
"2022","Men+","15 years and over","Ontario",35,3.5,5.5
"2022","Men+","15 to 24 years","Ontario",35,10.4,12.4
"2022","Men+","25 years and over","Ontario",35,2.4,4.4
"2022","Men+","25 to 44 years","Ontario",35,2.7,4.7
"2022","Men+","45 to 64 years","Ontario",35,1.9,3.9
"2022","Men+","45 years and over","Ontario",35,2,4
"2022","Men+","25 to 54 years","Ontario",35,2.3,4.3
"2022","Men+","55 years and over","Ontario",35,2.5,4.5
"2022","Men+","15 to 64 years","Ontario",35,3.5,5.5
"2022","Men+","15 to 19 years","Ontario",35,12.8,14.8
"2022","Men+","20 to 24 years","Ontario",35,9.1,11.1
"2022","Men+","25 to 29 years","Ontario",35,4.5,6.5
"2022","Men+","30 to 34 years","Ontario",35,3,5
"2022","Men+","35 to 39 years","Ontario",35,1.7,3.7
"2022","Men+","40 to 44 years","Ontario",35,1.3,3.3
"2022","Men+","45 to 49 years","Ontario",35,1.2,3.2
"2022","Men+","50 to 54 years","Ontario",35,1.6,3.6
"2022","Men+","55 to 59 years","Ontario",35,2.2,4.2
"2022","Men+","60 to 64 years","Ontario",35,3,5
"2022","Men+","65 years and over","Ontario",35,2.5,4.5
"2022","Men+","65 to 69 years","Ontario",35,2.4,4.4
"2022","Men+","70 years and over","Ontario",35,2.6,4.6
"2022","Women+","15 years and over","Ontario",35,3.7,5.7
"2022","Women+","15 to 24 years","Ontario",35,8.4,10.4
"2022","Women+","25 years and over","Ontario",35,2.9,4.9
"2022","Women+","25 to 44 years","Ontario",35,3.1,5.1
"2022","Women+","45 to 64 years","Ontario",35,2.7,4.7
"2022","Women+","45 years and over","Ontario",35,2.6,4.6
"2022","Women+","25 to 54 years","Ontario",35,2.9,4.9
"2022","Women+","55 years and over","Ontario",35,2.7,4.7
"2022","Women+","15 to 64 years","Ontario",35,3.7,5.7
"2022","Women+","15 to 19 years","Ontario",35,11.1,13.1
"2022","Women+","20 to 24 years","Ontario",35,6.9,8.9
"2022","Women+","25 to 29 years","Ontario",35,3.9,5.9
"2022","Women+","30 to 34 years","Ontario",35,2.5,4.5
"2022","Women+","35 to 39 years","Ontario",35,2.8,4.8
"2022","Women+","40 to 44 years","Ontario",35,3.3,5.3
"2022","Women+","45 to 49 years","Ontario",35,2.5,4.5
"2022","Women+","50 to 54 years","Ontario",35,2.5,4.5
"2022","Women+","55 to 59 years","Ontario",35,2.5,4.5
"2022","Women+","60 to 64 years","Ontario",35,3.4,5.4
"2022","Women+","65 years and over","Ontario",35,2.3,4.3
"2022","Women+","65 to 69 years","Ontario",35,2.6,4.6
"2022","Women+","70 years and over","Ontario",35,1.6,3.6
"2022","Total - Gender","15 years and over","Manitoba",46,2.5,4.5
"2022","Total - Gender","15 to 24 years","Manitoba",46,6.3,8.3
"2022","Total - Gender","25 years and over","Manitoba",46,1.8,3.8
"2022","Total - Gender","25 to 44 years","Manitoba",46,1.8,3.8
"2022","Total - Gender","45 to 64 years","Manitoba",46,1.7,3.7
"2022","Total - Gender","45 years and over","Manitoba",46,1.7,3.7
"2022","Total - Gender","25 to 54 years","Manitoba",46,1.6,3.6
"2022","Total - Gender","55 years and over","Manitoba",46,2.2,4.2
"2022","Total - Gender","15 to 64 years","Manitoba",46,2.6,4.6
"2022","Total - Gender","15 to 19 years","Manitoba",46,9.3,11.3
"2022","Total - Gender","20 to 24 years","Manitoba",46,4.8,6.8
"2022","Total - Gender","25 to 29 years","Manitoba",46,2.4,4.4
"2022","Total - Gender","30 to 34 years","Manitoba",46,2,4
"2022","Total - Gender","35 to 39 years","Manitoba",46,1,3
"2022","Total - Gender","40 to 44 years","Manitoba",46,1.9,3.9
"2022","Total - Gender","45 to 49 years","Manitoba",46,1.3,3.3
"2022","Total - Gender","50 to 54 years","Manitoba",46,1.1,2.9
"2022","Total - Gender","55 to 59 years","Manitoba",46,1.7,3.7
"2022","Total - Gender","60 to 64 years","Manitoba",46,3,5
"2022","Total - Gender","65 years and over","Manitoba",46,1.8,3.8
"2022","Total - Gender","65 to 69 years","Manitoba",46,2.5,4.5
"2022","Total - Gender","70 years and over","Manitoba",46,,
"2022","Men+","15 years and over","Manitoba",46,2.5,4.5
"2022","Men+","15 to 24 years","Manitoba",46,7.1,9.1
"2022","Men+","25 years and over","Manitoba",46,1.6,3.6
"2022","Men+","25 to 44 years","Manitoba",46,1.6,3.6
"2022","Men+","45 to 64 years","Manitoba",46,1.6,3.6
"2022","Men+","45 years and over","Manitoba",46,1.6,3.6
"2022","Men+","25 to 54 years","Manitoba",46,1.5,3.5
"2022","Men+","55 years and over","Manitoba",46,2,4
"2022","Men+","15 to 64 years","Manitoba",46,2.5,4.5
"2022","Men+","15 to 19 years","Manitoba",46,9.2,11.2
"2022","Men+","20 to 24 years","Manitoba",46,5.8,7.8
"2022","Men+","25 to 29 years","Manitoba",46,2.2,4.2
"2022","Men+","30 to 34 years","Manitoba",46,2.4,4.4
"2022","Men+","35 to 39 years","Manitoba",46,2.1,1.9
"2022","Men+","40 to 44 years","Manitoba",46,1.9,3.9
"2022","Men+","45 to 49 years","Manitoba",46,1,3
"2022","Men+","50 to 54 years","Manitoba",46,1.3,3.3
"2022","Men+","55 to 59 years","Manitoba",46,1.8,3.8
"2022","Men+","60 to 64 years","Manitoba",46,2.7,4.7
"2022","Men+","65 years and over","Manitoba",46,,
"2022","Men+","65 to 69 years","Manitoba",46,,
"2022","Men+","70 years and over","Manitoba",46,,
"2022","Women+","15 years and over","Manitoba",46,2.5,4.5
"2022","Women+","15 to 24 years","Manitoba",46,5.6,7.6
"2022","Women+","25 years and over","Manitoba",46,1.9,3.9
"2022","Women+","25 to 44 years","Manitoba",46,2,4
"2022","Women+","45 to 64 years","Manitoba",46,1.8,3.8
"2022","Women+","45 years and over","Manitoba",46,1.8,3.8
"2022","Women+","25 to 54 years","Manitoba",46,1.8,3.8
"2022","Women+","55 years and over","Manitoba",46,2.5,4.5
"2022","Women+","15 to 64 years","Manitoba",46,2.6,4.6
"2022","Women+","15 to 19 years","Manitoba",46,9,11
"2022","Women+","20 to 24 years","Manitoba",46,3.6,5.6
"2022","Women+","25 to 29 years","Manitoba",46,2.6,4.6
"2022","Women+","30 to 34 years","Manitoba",46,1.4,3.4
"2022","Women+","35 to 39 years","Manitoba",46,2.2,4.2
"2022","Women+","40 to 44 years","Manitoba",46,1.9,3.9
"2022","Women+","45 to 49 years","Manitoba",46,1.7,3.7
"2022","Women+","50 to 54 years","Manitoba",46,1.5,2.5
"2022","Women+","55 to 59 years","Manitoba",46,1.7,3.7
"2022","Women+","60 to 64 years","Manitoba",46,3.9,5.9
"2022","Women+","65 years and over","Manitoba",46,,
"2022","Women+","65 to 69 years","Manitoba",46,,
"2022","Women+","70 years and over","Manitoba",46,,
"2022","Total - Gender","15 years and over","Saskatchewan",47,2.6,4.6
"2022","Total - Gender","15 to 24 years","Saskatchewan",47,6.1,8.1
"2022","Total - Gender","25 years and over","Saskatchewan",47,2.1,4.1
"2022","Total - Gender","25 to 44 years","Saskatchewan",47,2.2,4.2
"2022","Total - Gender","45 to 64 years","Saskatchewan",47,1.9,3.9
"2022","Total - Gender","45 years and over","Saskatchewan",47,1.9,3.9
"2022","Total - Gender","25 to 54 years","Saskatchewan",47,2,4
"2022","Total - Gender","55 years and over","Saskatchewan",47,2.3,4.3
"2022","Total - Gender","15 to 64 years","Saskatchewan",47,2.6,4.6
"2022","Total - Gender","15 to 19 years","Saskatchewan",47,8.3,10.3
"2022","Total - Gender","20 to 24 years","Saskatchewan",47,4.7,6.7
"2022","Total - Gender","25 to 29 years","Saskatchewan",47,3.5,5.5
"2022","Total - Gender","30 to 34 years","Saskatchewan",47,2.8,4.8
"2022","Total - Gender","35 to 39 years","Saskatchewan",47,1.3,3.3
"2022","Total - Gender","40 to 44 years","Saskatchewan",47,1.3,3.3
"2022","Total - Gender","45 to 49 years","Saskatchewan",47,1.3,3.3
"2022","Total - Gender","50 to 54 years","Saskatchewan",47,1.7,3.7
"2022","Total - Gender","55 to 59 years","Saskatchewan",47,2.1,4.1
"2022","Total - Gender","60 to 64 years","Saskatchewan",47,2.5,4.5
"2022","Total - Gender","65 years and over","Saskatchewan",47,2.5,4.5
"2022","Total - Gender","65 to 69 years","Saskatchewan",47,4.1,6.1
"2022","Total - Gender","70 years and over","Saskatchewan",47,,
"2022","Men+","15 years and over","Saskatchewan",47,3.3,5.3
"2022","Men+","15 to 24 years","Saskatchewan",47,7.9,9.9
"2022","Men+","25 years and over","Saskatchewan",47,2.6,4.6
"2022","Men+","25 to 44 years","Saskatchewan",47,2.8,4.8
"2022","Men+","45 to 64 years","Saskatchewan",47,2.3,4.3
"2022","Men+","45 years and over","Saskatchewan",47,2.4,4.4
"2022","Men+","25 to 54 years","Saskatchewan",47,2.5,4.5
"2022","Men+","55 years and over","Saskatchewan",47,2.8,4.8
"2022","Men+","15 to 64 years","Saskatchewan",47,3.4,5.4
"2022","Men+","15 to 19 years","Saskatchewan",47,9.6,11.6
"2022","Men+","20 to 24 years","Saskatchewan",47,6.8,8.8
"2022","Men+","25 to 29 years","Saskatchewan",47,5.2,7.2
"2022","Men+","30 to 34 years","Saskatchewan",47,3.7,5.7
"2022","Men+","35 to 39 years","Saskatchewan",47,1.6,3.6
"2022","Men+","40 to 44 years","Saskatchewan",47,1.4,3.4
"2022","Men+","45 to 49 years","Saskatchewan",47,1.7,3.7
"2022","Men+","50 to 54 years","Saskatchewan",47,1.6,3.6
"2022","Men+","55 to 59 years","Saskatchewan",47,2.9,4.9
"2022","Men+","60 to 64 years","Saskatchewan",47,3,5
"2022","Men+","65 years and over","Saskatchewan",47,2.6,4.6
"2022","Men+","65 to 69 years","Saskatchewan",47,,
"2022","Men+","70 years and over","Saskatchewan",47,,
"2022","Women+","15 years and over","Saskatchewan",47,1.8,3.8
"2022","Women+","15 to 24 years","Saskatchewan",47,4.3,6.3
"2022","Women+","25 years and over","Saskatchewan",47,1.4,3.4
"2022","Women+","25 to 44 years","Saskatchewan",47,1.4,3.4
"2022","Women+","45 to 64 years","Saskatchewan",47,1.4,3.4
"2022","Women+","45 years and over","Saskatchewan",47,1.4,3.4
"2022","Women+","25 to 54 years","Saskatchewan",47,1.4,3.4
"2022","Women+","55 years and over","Saskatchewan",47,1.5,3.5
"2022","Women+","15 to 64 years","Saskatchewan",47,1.8,3.8
"2022","Women+","15 to 19 years","Saskatchewan",47,7.1,9.1
"2022","Women+","20 to 24 years","Saskatchewan",47,2.2,4.2
"2022","Women+","25 to 29 years","Saskatchewan",47,1.5,3.5
"2022","Women+","30 to 34 years","Saskatchewan",47,2.1,4.1
"2022","Women+","35 to 39 years","Saskatchewan",47,1.1,2.9
"2022","Women+","40 to 44 years","Saskatchewan",47,1.2,3.2
"2022","Women+","45 to 49 years","Saskatchewan",47,1.1,2.9
"2022","Women+","50 to 54 years","Saskatchewan",47,1.8,3.8
"2022","Women+","55 to 59 years","Saskatchewan",47,1.1,3.1
"2022","Women+","60 to 64 years","Saskatchewan",47,1.9,3.9
"2022","Women+","65 years and over","Saskatchewan",47,1.6,3.6
"2022","Women+","65 to 69 years","Saskatchewan",47,,
"2022","Women+","70 years and over","Saskatchewan",47,,
"2022","Total - Gender","15 years and over","Alberta",48,3.8,5.8
"2022","Total - Gender","15 to 24 years","Alberta",48,9,11
"2022","Total - Gender","25 years and over","Alberta",48,3,5
"2022","Total - Gender","25 to 44 years","Alberta",48,3,5
"2022","Total - Gender","45 to 64 years","Alberta",48,3,5
"2022","Total - Gender","45 years and over","Alberta",48,3.1,5.1
"2022","Total - Gender","25 to 54 years","Alberta",48,2.7,4.7
"2022","Total - Gender","55 years and over","Alberta",48,4,6
"2022","Total - Gender","15 to 64 years","Alberta",48,3.8,5.8
"2022","Total - Gender","15 to 19 years","Alberta",48,12.3,14.3
"2022","Total - Gender","20 to 24 years","Alberta",48,7,9
"2022","Total - Gender","25 to 29 years","Alberta",48,3.8,5.8
"2022","Total - Gender","30 to 34 years","Alberta",48,3.3,5.3
"2022","Total - Gender","35 to 39 years","Alberta",48,2.8,4.8
"2022","Total - Gender","40 to 44 years","Alberta",48,2.2,4.2
"2022","Total - Gender","45 to 49 years","Alberta",48,1.4,3.4
"2022","Total - Gender","50 to 54 years","Alberta",48,2.9,4.9
"2022","Total - Gender","55 to 59 years","Alberta",48,3,5
"2022","Total - Gender","60 to 64 years","Alberta",48,5.5,7.5
"2022","Total - Gender","65 years and over","Alberta",48,3.7,5.7
"2022","Total - Gender","65 to 69 years","Alberta",48,4.6,6.6
"2022","Total - Gender","70 years and over","Alberta",48,2,4
"2022","Men+","15 years and over","Alberta",48,3.7,5.7
"2022","Men+","15 to 24 years","Alberta",48,9.7,11.7
"2022","Men+","25 years and over","Alberta",48,2.8,4.8
"2022","Men+","25 to 44 years","Alberta",48,2.6,4.6
"2022","Men+","45 to 64 years","Alberta",48,2.9,4.9
"2022","Men+","45 years and over","Alberta",48,3,5
"2022","Men+","25 to 54 years","Alberta",48,2.5,4.5
"2022","Men+","55 years and over","Alberta",48,3.8,5.8
"2022","Men+","15 to 64 years","Alberta",48,3.7,5.7
"2022","Men+","15 to 19 years","Alberta",48,12.7,14.7
"2022","Men+","20 to 24 years","Alberta",48,7.9,9.9
"2022","Men+","25 to 29 years","Alberta",48,4.5,6.5
"2022","Men+","30 to 34 years","Alberta",48,3.1,5.1
"2022","Men+","35 to 39 years","Alberta",48,1.9,3.9
"2022","Men+","40 to 44 years","Alberta",48,1.3,3.3
"2022","Men+","45 to 49 years","Alberta",48,1.4,3.4
"2022","Men+","50 to 54 years","Alberta",48,3.1,5.1
"2022","Men+","55 to 59 years","Alberta",48,2.6,4.6
"2022","Men+","60 to 64 years","Alberta",48,4.9,6.9
"2022","Men+","65 years and over","Alberta",48,4.2,6.2
"2022","Men+","65 to 69 years","Alberta",48,5.7,7.7
"2022","Men+","70 years and over","Alberta",48,,
"2022","Women+","15 years and over","Alberta",48,4,6
"2022","Women+","15 to 24 years","Alberta",48,8.2,10.2
"2022","Women+","25 years and over","Alberta",48,3.3,5.3
"2022","Women+","25 to 44 years","Alberta",48,3.4,5.4
"2022","Women+","45 to 64 years","Alberta",48,3.1,5.1
"2022","Women+","45 years and over","Alberta",48,3.1,5.1
"2022","Women+","25 to 54 years","Alberta",48,3,5
"2022","Women+","55 years and over","Alberta",48,4.3,6.3
"2022","Women+","15 to 64 years","Alberta",48,4,6
"2022","Women+","15 to 19 years","Alberta",48,11.9,13.9
"2022","Women+","20 to 24 years","Alberta",48,6.1,8.1
"2022","Women+","25 to 29 years","Alberta",48,3.1,5.1
"2022","Women+","30 to 34 years","Alberta",48,3.4,5.4
"2022","Women+","35 to 39 years","Alberta",48,3.8,5.8
"2022","Women+","40 to 44 years","Alberta",48,3.2,5.2
"2022","Women+","45 to 49 years","Alberta",48,1.5,3.5
"2022","Women+","50 to 54 years","Alberta",48,2.7,4.7
"2022","Women+","55 to 59 years","Alberta",48,3.3,5.3
"2022","Women+","60 to 64 years","Alberta",48,6.3,8.3
"2022","Women+","65 years and over","Alberta",48,3.1,5.1
"2022","Women+","65 to 69 years","Alberta",48,3.3,5.3
"2022","Women+","70 years and over","Alberta",48,,
"2022","Total - Gender","15 years and over","British Columbia",59,2.6,4.6
"2022","Total - Gender","15 to 24 years","British Columbia",59,6.9,8.9
"2022","Total - Gender","25 years and over","British Columbia",59,2,4
"2022","Total - Gender","25 to 44 years","British Columbia",59,2.1,4.1
"2022","Total - Gender","45 to 64 years","British Columbia",59,1.9,3.9
"2022","Total - Gender","45 years and over","British Columbia",59,1.8,3.8
"2022","Total - Gender","25 to 54 years","British Columbia",59,2,4
"2022","Total - Gender","55 years and over","British Columbia",59,1.9,3.9
"2022","Total - Gender","15 to 64 years","British Columbia",59,2.7,4.7
"2022","Total - Gender","15 to 19 years","British Columbia",59,9.4,11.4
"2022","Total - Gender","20 to 24 years","British Columbia",59,5.6,7.6
"2022","Total - Gender","25 to 29 years","British Columbia",59,3.2,5.2
"2022","Total - Gender","30 to 34 years","British Columbia",59,2.7,4.7
"2022","Total - Gender","35 to 39 years","British Columbia",59,1.6,3.6
"2022","Total - Gender","40 to 44 years","British Columbia",59,1.1,2.9
"2022","Total - Gender","45 to 49 years","British Columbia",59,1.3,3.3
"2022","Total - Gender","50 to 54 years","British Columbia",59,2.1,4.1
"2022","Total - Gender","55 to 59 years","British Columbia",59,1.8,3.8
"2022","Total - Gender","60 to 64 years","British Columbia",59,2.5,4.5
"2022","Total - Gender","65 years and over","British Columbia",59,1.3,3.3
"2022","Total - Gender","65 to 69 years","British Columbia",59,1.6,3.6
"2022","Total - Gender","70 years and over","British Columbia",59,,
"2022","Men+","15 years and over","British Columbia",59,2.9,4.9
"2022","Men+","15 to 24 years","British Columbia",59,8.8,10.8
"2022","Men+","25 years and over","British Columbia",59,2,4
"2022","Men+","25 to 44 years","British Columbia",59,2.3,4.3
"2022","Men+","45 to 64 years","British Columbia",59,1.8,3.8
"2022","Men+","45 years and over","British Columbia",59,1.6,3.6
"2022","Men+","25 to 54 years","British Columbia",59,1.9,3.9
"2022","Men+","55 years and over","British Columbia",59,2.2,4.2
"2022","Men+","15 to 64 years","British Columbia",59,3,5
"2022","Men+","15 to 19 years","British Columbia",59,11.6,13.6
"2022","Men+","20 to 24 years","British Columbia",59,7.3,9.3
"2022","Men+","25 to 29 years","British Columbia",59,3.8,5.8
"2022","Men+","30 to 34 years","British Columbia",59,2.8,4.8
"2022","Men+","35 to 39 years","British Columbia",59,1.5,3.5
"2022","Men+","40 to 44 years","British Columbia",59,1.1,2.9
"2022","Men+","45 to 49 years","British Columbia",59,1.6,2.4
"2022","Men+","50 to 54 years","British Columbia",59,1.6,3.6
"2022","Men+","55 to 59 years","British Columbia",59,2.1,4.1
"2022","Men+","60 to 64 years","British Columbia",59,3.2,5.2
"2022","Men+","65 years and over","British Columbia",59,1,3
"2022","Men+","65 to 69 years","British Columbia",59,1,3
"2022","Men+","70 years and over","British Columbia",59,,
"2022","Women+","15 years and over","British Columbia",59,2.4,4.4
"2022","Women+","15 to 24 years","British Columbia",59,5.1,7.1
"2022","Women+","25 years and over","British Columbia",59,2,4
"2022","Women+","25 to 44 years","British Columbia",59,1.9,3.9
"2022","Women+","45 to 64 years","British Columbia",59,2,4
"2022","Women+","45 years and over","British Columbia",59,2,4
"2022","Women+","25 to 54 years","British Columbia",59,2.1,4.1
"2022","Women+","55 years and over","British Columbia",59,1.6,3.6
"2022","Women+","15 to 64 years","British Columbia",59,2.4,4.4
"2022","Women+","15 to 19 years","British Columbia",59,7.3,9.3
"2022","Women+","20 to 24 years","British Columbia",59,3.8,5.8
"2022","Women+","25 to 29 years","British Columbia",59,2.5,4.5
"2022","Women+","30 to 34 years","British Columbia",59,2.5,4.5
"2022","Women+","35 to 39 years","British Columbia",59,1.7,3.7
"2022","Women+","40 to 44 years","British Columbia",59,1.1,2.9
"2022","Women+","45 to 49 years","British Columbia",59,2.2,4.2
"2022","Women+","50 to 54 years","British Columbia",59,2.6,4.6
"2022","Women+","55 to 59 years","British Columbia",59,1.4,3.4
"2022","Women+","60 to 64 years","British Columbia",59,1.7,3.7
"2022","Women+","65 years and over","British Columbia",59,1.7,3.7
"2022","Women+","65 to 69 years","British Columbia",59,2.4,4.4
"2022","Women+","70 years and over","British Columbia",59,,
"2023","Total - Gender","15 to 24 years","Canada",,8.7,10.7
"2023","Total - Gender","25 years and over","Canada",,2.5,4.5
"2023","Total - Gender","25 to 44 years","Canada",,2.9,4.9
"2023","Total - Gender","45 to 64 years","Canada",,2.2,4.2
