"Year","Household food security status","Geography","Economic family type","Sex","Age group","Visible minority","Indigenous population","GeoCode","Value"
"2022","Food insecure, marginal","Nova Scotia",,"Both sexes","55 to 64 years",,,12,6.3
"2022","Food insecure, moderate or severe","Nova Scotia",,"Both sexes","55 to 64 years",,,12,17.7
"2022","Food insecure, moderate","Nova Scotia",,"Both sexes","55 to 64 years",,,12,12.2
"2022","Food insecure, severe","Nova Scotia",,"Both sexes","55 to 64 years",,,12,5.4
"2022","Food secure","Nova Scotia",,"Both sexes","65 years and over",,,12,85.2
"2022","Food insecure","Nova Scotia",,"Both sexes","65 years and over",,,12,14.8
"2022","Food insecure, marginal","Nova Scotia",,"Both sexes","65 years and over",,,12,4.6
"2022","Food insecure, moderate or severe","Nova Scotia",,"Both sexes","65 years and over",,,12,10.2
"2022","Food insecure, moderate","Nova Scotia",,"Both sexes","65 years and over",,,12,7
"2022","Food insecure, severe","Nova Scotia",,"Both sexes","65 years and over",,,12,3.2
"2022","Food secure","Nova Scotia","All persons","Male",,,,12,71.2
"2022","Food insecure","Nova Scotia","All persons","Male",,,,12,28.8
"2022","Food insecure, marginal","Nova Scotia","All persons","Male",,,,12,6.3
"2022","Food insecure, moderate or severe","Nova Scotia","All persons","Male",,,,12,22.5
"2022","Food insecure, moderate","Nova Scotia","All persons","Male",,,,12,15.1
"2022","Food insecure, severe","Nova Scotia","All persons","Male",,,,12,7.4
"2022","Food secure","Nova Scotia",,"Male","Under 18 years",,,12,57.4
"2022","Food insecure","Nova Scotia",,"Male","Under 18 years",,,12,42.6
"2022","Food insecure, marginal","Nova Scotia",,"Male","Under 18 years",,,12,7.3
"2022","Food insecure, moderate or severe","Nova Scotia",,"Male","Under 18 years",,,12,35.3
"2022","Food insecure, moderate","Nova Scotia",,"Male","Under 18 years",,,12,24.6
"2022","Food insecure, severe","Nova Scotia",,"Male","Under 18 years",,,12,10.6
"2022","Food secure","Nova Scotia",,"Male","18 to 64 years",,,12,70.5
"2022","Food insecure","Nova Scotia",,"Male","18 to 64 years",,,12,29.5
"2022","Food insecure, marginal","Nova Scotia",,"Male","18 to 64 years",,,12,6.5
"2022","Food insecure, moderate or severe","Nova Scotia",,"Male","18 to 64 years",,,12,23
"2022","Food insecure, moderate","Nova Scotia",,"Male","18 to 64 years",,,12,15.1
"2022","Food insecure, severe","Nova Scotia",,"Male","18 to 64 years",,,12,7.9
"2022","Food secure","Nova Scotia",,"Male","65 years and over",,,12,85.2
"2022","Food insecure","Nova Scotia",,"Male","65 years and over",,,12,14.8
"2022","Food insecure, marginal","Nova Scotia",,"Male","65 years and over",,,12,4.8
"2022","Food insecure, moderate or severe","Nova Scotia",,"Male","65 years and over",,,12,9.9
"2022","Food insecure, moderate","Nova Scotia",,"Male","65 years and over",,,12,6.8
"2022","Food insecure, severe","Nova Scotia",,"Male","65 years and over",,,12,3.2
"2022","Food secure","Nova Scotia","All persons","Female",,,,12,71.1
"2022","Food insecure","Nova Scotia","All persons","Female",,,,12,28.9
"2022","Food insecure, marginal","Nova Scotia","All persons","Female",,,,12,6
"2022","Food insecure, moderate or severe","Nova Scotia","All persons","Female",,,,12,22.9
"2022","Food insecure, moderate","Nova Scotia","All persons","Female",,,,12,15.7
"2022","Food insecure, severe","Nova Scotia","All persons","Female",,,,12,7.2
"2022","Food secure","Nova Scotia",,"Female","Under 18 years",,,12,61.8
"2022","Food insecure","Nova Scotia",,"Female","Under 18 years",,,12,38.2
"2022","Food insecure, marginal","Nova Scotia",,"Female","Under 18 years",,,12,7.3
"2022","Food insecure, moderate or severe","Nova Scotia",,"Female","Under 18 years",,,12,30.9
"2022","Food insecure, moderate","Nova Scotia",,"Female","Under 18 years",,,12,23.7
"2022","Food insecure, severe","Nova Scotia",,"Female","Under 18 years",,,12,7.2
"2022","Food secure","Nova Scotia",,"Female","18 to 64 years",,,12,68.3
"2022","Food insecure","Nova Scotia",,"Female","18 to 64 years",,,12,31.7
"2022","Food insecure, marginal","Nova Scotia",,"Female","18 to 64 years",,,12,6.2
"2022","Food insecure, moderate or severe","Nova Scotia",,"Female","18 to 64 years",,,12,25.5
"2022","Food insecure, moderate","Nova Scotia",,"Female","18 to 64 years",,,12,16.8
"2022","Food insecure, severe","Nova Scotia",,"Female","18 to 64 years",,,12,8.8
"2022","Food secure","Nova Scotia",,"Female","65 years and over",,,12,85.1
"2022","Food insecure","Nova Scotia",,"Female","65 years and over",,,12,14.9
"2022","Food insecure, marginal","Nova Scotia",,"Female","65 years and over",,,12,4.5
"2022","Food insecure, moderate or severe","Nova Scotia",,"Female","65 years and over",,,12,10.4
"2022","Food insecure, moderate","Nova Scotia",,"Female","65 years and over",,,12,7.2
"2022","Food insecure, severe","Nova Scotia",,"Female","65 years and over",,,12,3.2
"2022","Food secure","Nova Scotia",,,,"Visible minority population",,12,62.5
"2022","Food insecure","Nova Scotia",,,,"Visible minority population",,12,37.5
"2022","Food insecure, moderate or severe","Nova Scotia",,,,"Visible minority population",,12,28.3
"2022","Food insecure, moderate","Nova Scotia",,,,"Visible minority population",,12,24.2
"2022","Food secure","Nova Scotia",,,,"South Asian",,12,58.5
"2022","Food insecure","Nova Scotia",,,,"South Asian",,12,41.5
"2022","Food secure","Nova Scotia",,,,"Chinese",,12,92.8
"2022","Food secure","Nova Scotia",,,,"Black",,12,68.2
"2022","Food insecure","Nova Scotia",,,,"Black",,12,31.8
"2022","Food secure","Nova Scotia",,,,"Filipino",,12,90
"2022","Food secure","Nova Scotia",,,,"Latin American",,12,66.9
"2022","Food secure","Nova Scotia",,,,"Not a visible minority",,12,72.4
"2022","Food insecure","Nova Scotia",,,,"Not a visible minority",,12,27.6
"2022","Food insecure, marginal","Nova Scotia",,,,"Not a visible minority",,12,5.7
"2022","Food insecure, moderate or severe","Nova Scotia",,,,"Not a visible minority",,12,21.9
"2022","Food insecure, moderate","Nova Scotia",,,,"Not a visible minority",,12,14.1
"2022","Food insecure, severe","Nova Scotia",,,,"Not a visible minority",,12,7.8
"2022","Food secure","Nova Scotia",,,,,"Indigenous population",12,55.1
"2022","Food insecure","Nova Scotia",,,,,"Indigenous population",12,44.9
"2022","Food insecure, moderate or severe","Nova Scotia",,,,,"Indigenous population",12,37.2
"2022","Food secure","Nova Scotia",,,,,"Non-Indigenous population",12,71.8
"2022","Food insecure","Nova Scotia",,,,,"Non-Indigenous population",12,28.2
"2022","Food insecure, marginal","Nova Scotia",,,,,"Non-Indigenous population",12,6.1
"2022","Food insecure, moderate or severe","Nova Scotia",,,,,"Non-Indigenous population",12,22.2
"2022","Food insecure, moderate","Nova Scotia",,,,,"Non-Indigenous population",12,15.4
"2022","Food insecure, severe","Nova Scotia",,,,,"Non-Indigenous population",12,6.8
"2022","Food secure","Nova Scotia",,,,,"Not a visible minority nor Indigenous",12,73.2
"2022","Food insecure","Nova Scotia",,,,,"Not a visible minority nor Indigenous",12,26.8
"2022","Food insecure, marginal","Nova Scotia",,,,,"Not a visible minority nor Indigenous",12,5.6
"2022","Food insecure, moderate or severe","Nova Scotia",,,,,"Not a visible minority nor Indigenous",12,21.2
"2022","Food insecure, moderate","Nova Scotia",,,,,"Not a visible minority nor Indigenous",12,14.1
"2022","Food insecure, severe","Nova Scotia",,,,,"Not a visible minority nor Indigenous",12,7.2
"2022","Food secure","New Brunswick",,"Both sexes","Under 18 years",,,13,65.8
"2022","Food insecure","New Brunswick",,"Both sexes","Under 18 years",,,13,34.2
"2022","Food insecure, marginal","New Brunswick",,"Both sexes","Under 18 years",,,13,9.1
"2022","Food insecure, moderate or severe","New Brunswick",,"Both sexes","Under 18 years",,,13,25.1
"2022","Food insecure, moderate","New Brunswick",,"Both sexes","Under 18 years",,,13,14.4
"2022","Food insecure, severe","New Brunswick",,"Both sexes","Under 18 years",,,13,10.7
"2022","Food secure","New Brunswick",,"Both sexes","18 to 64 years",,,13,72.2
"2022","Food insecure","New Brunswick",,"Both sexes","18 to 64 years",,,13,27.8
"2022","Food insecure, marginal","New Brunswick",,"Both sexes","18 to 64 years",,,13,6.1
"2022","Food insecure, moderate or severe","New Brunswick",,"Both sexes","18 to 64 years",,,13,21.7
"2022","Food insecure, moderate","New Brunswick",,"Both sexes","18 to 64 years",,,13,12.3
"2022","Food insecure, severe","New Brunswick",,"Both sexes","18 to 64 years",,,13,9.4
"2022","Food secure","New Brunswick",,"Both sexes","18 to 24 years",,,13,70.9
"2022","Food insecure","New Brunswick",,"Both sexes","18 to 24 years",,,13,29.1
"2022","Food insecure, marginal","New Brunswick",,"Both sexes","18 to 24 years",,,13,4.7
"2022","Food insecure, moderate or severe","New Brunswick",,"Both sexes","18 to 24 years",,,13,24.4
"2022","Food insecure, moderate","New Brunswick",,"Both sexes","18 to 24 years",,,13,14.5
"2022","Food insecure, severe","New Brunswick",,"Both sexes","18 to 24 years",,,13,10
"2022","Food secure","New Brunswick",,"Both sexes","25 to 34 years",,,13,66.5
"2022","Food insecure","New Brunswick",,"Both sexes","25 to 34 years",,,13,33.5
"2022","Food insecure, marginal","New Brunswick",,"Both sexes","25 to 34 years",,,13,9.3
"2022","Food insecure, moderate or severe","New Brunswick",,"Both sexes","25 to 34 years",,,13,24.1
"2022","Food insecure, moderate","New Brunswick",,"Both sexes","25 to 34 years",,,13,13.3
"2022","Food insecure, severe","New Brunswick",,"Both sexes","25 to 34 years",,,13,10.8
"2022","Food secure","New Brunswick",,"Both sexes","35 to 44 years",,,13,66.1
"2022","Food insecure","New Brunswick",,"Both sexes","35 to 44 years",,,13,33.9
"2022","Food insecure, marginal","New Brunswick",,"Both sexes","35 to 44 years",,,13,6.8
"2022","Food insecure, moderate or severe","New Brunswick",,"Both sexes","35 to 44 years",,,13,27.1
"2022","Food insecure, moderate","New Brunswick",,"Both sexes","35 to 44 years",,,13,16.5
"2022","Food insecure, severe","New Brunswick",,"Both sexes","35 to 44 years",,,13,10.6
"2022","Food secure","New Brunswick",,"Both sexes","45 to 54 years",,,13,73.3
"2022","Food insecure","New Brunswick",,"Both sexes","45 to 54 years",,,13,26.7
"2022","Food insecure, marginal","New Brunswick",,"Both sexes","45 to 54 years",,,13,6
"2022","Food insecure, moderate or severe","New Brunswick",,"Both sexes","45 to 54 years",,,13,20.7
"2022","Food insecure, moderate","New Brunswick",,"Both sexes","45 to 54 years",,,13,11.6
"2022","Food insecure, severe","New Brunswick",,"Both sexes","45 to 54 years",,,13,9.2
"2022","Food secure","New Brunswick",,"Both sexes","55 to 64 years",,,13,81.2
"2022","Food insecure","New Brunswick",,"Both sexes","55 to 64 years",,,13,18.8
"2022","Food insecure, marginal","New Brunswick",,"Both sexes","55 to 64 years",,,13,3.6
"2022","Food insecure, moderate or severe","New Brunswick",,"Both sexes","55 to 64 years",,,13,15.2
"2022","Food insecure, moderate","New Brunswick",,"Both sexes","55 to 64 years",,,13,8
"2022","Food insecure, severe","New Brunswick",,"Both sexes","55 to 64 years",,,13,7.2
"2022","Food secure","New Brunswick",,"Both sexes","65 years and over",,,13,86.9
"2022","Food insecure","New Brunswick",,"Both sexes","65 years and over",,,13,13.1
"2022","Food insecure, marginal","New Brunswick",,"Both sexes","65 years and over",,,13,4.8
"2022","Food insecure, moderate or severe","New Brunswick",,"Both sexes","65 years and over",,,13,8.3
"2022","Food insecure, moderate","New Brunswick",,"Both sexes","65 years and over",,,13,5.5
"2022","Food insecure, severe","New Brunswick",,"Both sexes","65 years and over",,,13,2.8
"2022","Food secure","New Brunswick","All persons","Male",,,,13,73
"2022","Food insecure","New Brunswick","All persons","Male",,,,13,27
"2022","Food insecure, marginal","New Brunswick","All persons","Male",,,,13,6.3
"2022","Food insecure, moderate or severe","New Brunswick","All persons","Male",,,,13,20.6
"2022","Food insecure, moderate","New Brunswick","All persons","Male",,,,13,11.3
"2022","Food insecure, severe","New Brunswick","All persons","Male",,,,13,9.3
"2022","Food secure","New Brunswick",,"Male","Under 18 years",,,13,61.2
"2022","Food insecure","New Brunswick",,"Male","Under 18 years",,,13,38.8
"2022","Food insecure, marginal","New Brunswick",,"Male","Under 18 years",,,13,10.1
"2022","Food insecure, moderate or severe","New Brunswick",,"Male","Under 18 years",,,13,28.7
"2022","Food insecure, moderate","New Brunswick",,"Male","Under 18 years",,,13,15.4
"2022","Food insecure, severe","New Brunswick",,"Male","Under 18 years",,,13,13.3
"2022","Food secure","New Brunswick",,"Male","18 to 64 years",,,13,71.6
"2022","Food insecure","New Brunswick",,"Male","18 to 64 years",,,13,28.4
"2022","Food insecure, marginal","New Brunswick",,"Male","18 to 64 years",,,13,5.9
"2022","Food insecure, moderate or severe","New Brunswick",,"Male","18 to 64 years",,,13,22.5
"2022","Food insecure, moderate","New Brunswick",,"Male","18 to 64 years",,,13,11.9
"2022","Food insecure, severe","New Brunswick",,"Male","18 to 64 years",,,13,10.6
"2022","Food secure","New Brunswick",,"Male","65 years and over",,,13,87.2
"2022","Food insecure","New Brunswick",,"Male","65 years and over",,,13,12.8
"2022","Food insecure, marginal","New Brunswick",,"Male","65 years and over",,,13,4.3
"2022","Food insecure, moderate or severe","New Brunswick",,"Male","65 years and over",,,13,8.5
"2022","Food insecure, moderate","New Brunswick",,"Male","65 years and over",,,13,6.2
"2022","Food insecure, severe","New Brunswick",,"Male","65 years and over",,,13,2.4
"2022","Food secure","New Brunswick","All persons","Female",,,,13,75.8
"2022","Food insecure","New Brunswick","All persons","Female",,,,13,24.2
"2022","Food insecure, marginal","New Brunswick","All persons","Female",,,,13,6.3
"2022","Food insecure, moderate or severe","New Brunswick","All persons","Female",,,,13,17.9
"2022","Food insecure, moderate","New Brunswick","All persons","Female",,,,13,11
"2022","Food insecure, severe","New Brunswick","All persons","Female",,,,13,7
"2022","Food secure","New Brunswick",,"Female","Under 18 years",,,13,70.8
"2022","Food insecure","New Brunswick",,"Female","Under 18 years",,,13,29.2
"2022","Food insecure, marginal","New Brunswick",,"Female","Under 18 years",,,13,8
"2022","Food insecure, moderate or severe","New Brunswick",,"Female","Under 18 years",,,13,21.2
"2022","Food insecure, moderate","New Brunswick",,"Female","Under 18 years",,,13,13.3
"2022","Food insecure, severe","New Brunswick",,"Female","Under 18 years",,,13,7.9
"2022","Food secure","New Brunswick",,"Female","18 to 64 years",,,13,72.8
"2022","Food insecure","New Brunswick",,"Female","18 to 64 years",,,13,27.2
"2022","Food insecure, marginal","New Brunswick",,"Female","18 to 64 years",,,13,6.2
"2022","Food insecure, moderate or severe","New Brunswick",,"Female","18 to 64 years",,,13,20.9
"2022","Food insecure, moderate","New Brunswick",,"Female","18 to 64 years",,,13,12.8
"2022","Food insecure, severe","New Brunswick",,"Female","18 to 64 years",,,13,8.2
"2022","Food secure","New Brunswick",,"Female","65 years and over",,,13,86.7
"2022","Food insecure","New Brunswick",,"Female","65 years and over",,,13,13.3
"2022","Food insecure, marginal","New Brunswick",,"Female","65 years and over",,,13,5.2
"2022","Food insecure, moderate or severe","New Brunswick",,"Female","65 years and over",,,13,8.1
"2022","Food insecure, moderate","New Brunswick",,"Female","65 years and over",,,13,4.8
"2022","Food insecure, severe","New Brunswick",,"Female","65 years and over",,,13,3.3
"2022","Food secure","New Brunswick",,,,"Visible minority population",,13,66.2
"2022","Food insecure","New Brunswick",,,,"Visible minority population",,13,33.8
"2022","Food insecure, moderate or severe","New Brunswick",,,,"Visible minority population",,13,22.2
"2022","Food insecure, moderate","New Brunswick",,,,"Visible minority population",,13,19.4
"2022","Food secure","New Brunswick",,,,"South Asian",,13,75.6
"2022","Food secure","New Brunswick",,,,"Chinese",,13,86.8
"2022","Food secure","New Brunswick",,,,"Black",,13,50.4
"2022","Food insecure","New Brunswick",,,,"Black",,13,49.6
"2022","Food insecure, moderate or severe","New Brunswick",,,,"Black",,13,42.9
"2022","Food insecure, moderate","New Brunswick",,,,"Black",,13,36.9
"2022","Food secure","New Brunswick",,,,"Arab",,13,74.5
"2022","Food secure","New Brunswick",,,,"Southeast Asian",,13,75.1
"2022","Food secure","New Brunswick",,,,"Other visible minority",,13,76.9
"2022","Food secure","New Brunswick",,,,"Not a visible minority",,13,75.1
"2022","Food insecure","New Brunswick",,,,"Not a visible minority",,13,24.9
"2022","Food insecure, marginal","New Brunswick",,,,"Not a visible minority",,13,5.9
"2022","Food insecure, moderate or severe","New Brunswick",,,,"Not a visible minority",,13,19
"2022","Food insecure, moderate","New Brunswick",,,,"Not a visible minority",,13,10.4
"2022","Food insecure, severe","New Brunswick",,,,"Not a visible minority",,13,8.6
"2022","Food secure","New Brunswick",,,,,"Indigenous population",13,58.9
"2022","Food insecure","New Brunswick",,,,,"Indigenous population",13,41.1
"2022","Food insecure, moderate or severe","New Brunswick",,,,,"Indigenous population",13,32.1
"2022","Food insecure, moderate","New Brunswick",,,,,"Indigenous population",13,18.6
"2022","Food secure","New Brunswick",,,,,"Non-Indigenous population",13,74.7
"2022","Food insecure","New Brunswick",,,,,"Non-Indigenous population",13,25.3
"2022","Food insecure, marginal","New Brunswick",,,,,"Non-Indigenous population",13,6.3
"2022","Food insecure, moderate or severe","New Brunswick",,,,,"Non-Indigenous population",13,19
"2022","Food insecure, moderate","New Brunswick",,,,,"Non-Indigenous population",13,11
"2022","Food insecure, severe","New Brunswick",,,,,"Non-Indigenous population",13,8
"2022","Food secure","New Brunswick",,,,,"Not a visible minority nor Indigenous",13,75.4
"2022","Food insecure","New Brunswick",,,,,"Not a visible minority nor Indigenous",13,24.6
"2022","Food insecure, marginal","New Brunswick",,,,,"Not a visible minority nor Indigenous",13,5.8
"2022","Food insecure, moderate or severe","New Brunswick",,,,,"Not a visible minority nor Indigenous",13,18.8
"2022","Food insecure, moderate","New Brunswick",,,,,"Not a visible minority nor Indigenous",13,10.3
"2022","Food insecure, severe","New Brunswick",,,,,"Not a visible minority nor Indigenous",13,8.5
"2022","Food secure","Quebec",,"Both sexes","Under 18 years",,,24,80.5
"2022","Food insecure","Quebec",,"Both sexes","Under 18 years",,,24,19.5
"2022","Food insecure, marginal","Quebec",,"Both sexes","Under 18 years",,,24,6.2
"2022","Food insecure, moderate or severe","Quebec",,"Both sexes","Under 18 years",,,24,13.3
"2022","Food insecure, moderate","Quebec",,"Both sexes","Under 18 years",,,24,10.5
"2022","Food insecure, severe","Quebec",,"Both sexes","Under 18 years",,,24,2.8
"2022","Food secure","Quebec",,"Both sexes","18 to 64 years",,,24,82.8
"2022","Food insecure","Quebec",,"Both sexes","18 to 64 years",,,24,17.2
"2022","Food insecure, marginal","Quebec",,"Both sexes","18 to 64 years",,,24,5.1
"2022","Food insecure, moderate or severe","Quebec",,"Both sexes","18 to 64 years",,,24,12
"2022","Food insecure, moderate","Quebec",,"Both sexes","18 to 64 years",,,24,8.7
"2022","Food insecure, severe","Quebec",,"Both sexes","18 to 64 years",,,24,3.4
"2022","Food secure","Quebec",,"Both sexes","18 to 24 years",,,24,84.2
"2022","Food insecure","Quebec",,"Both sexes","18 to 24 years",,,24,15.8
"2022","Food insecure, marginal","Quebec",,"Both sexes","18 to 24 years",,,24,6.1
"2022","Food insecure, moderate or severe","Quebec",,"Both sexes","18 to 24 years",,,24,9.7
"2022","Food insecure, moderate","Quebec",,"Both sexes","18 to 24 years",,,24,7.7
"2022","Food insecure, severe","Quebec",,"Both sexes","18 to 24 years",,,24,2
"2022","Food secure","Quebec",,"Both sexes","25 to 34 years",,,24,78.3
"2022","Food insecure","Quebec",,"Both sexes","25 to 34 years",,,24,21.7
"2022","Food insecure, marginal","Quebec",,"Both sexes","25 to 34 years",,,24,6.9
"2022","Food insecure, moderate or severe","Quebec",,"Both sexes","25 to 34 years",,,24,14.9
"2022","Food insecure, moderate","Quebec",,"Both sexes","25 to 34 years",,,24,10.1
"2022","Food insecure, severe","Quebec",,"Both sexes","25 to 34 years",,,24,4.7
"2022","Food secure","Quebec",,"Both sexes","35 to 44 years",,,24,79.9
"2022","Food insecure","Quebec",,"Both sexes","35 to 44 years",,,24,20.1
"2022","Food insecure, marginal","Quebec",,"Both sexes","35 to 44 years",,,24,5.7
"2022","Food insecure, moderate or severe","Quebec",,"Both sexes","35 to 44 years",,,24,14.4
"2022","Food insecure, moderate","Quebec",,"Both sexes","35 to 44 years",,,24,10.9
"2022","Food insecure, severe","Quebec",,"Both sexes","35 to 44 years",,,24,3.5
"2022","Food secure","Quebec",,"Both sexes","45 to 54 years",,,24,82.8
"2022","Food insecure","Quebec",,"Both sexes","45 to 54 years",,,24,17.2
"2022","Food insecure, marginal","Quebec",,"Both sexes","45 to 54 years",,,24,4.5
"2022","Food insecure, moderate or severe","Quebec",,"Both sexes","45 to 54 years",,,24,12.6
"2022","Food insecure, moderate","Quebec",,"Both sexes","45 to 54 years",,,24,9
"2022","Food insecure, severe","Quebec",,"Both sexes","45 to 54 years",,,24,3.7
"2022","Food secure","Quebec",,"Both sexes","55 to 64 years",,,24,89.1
"2022","Food insecure","Quebec",,"Both sexes","55 to 64 years",,,24,10.9
"2022","Food insecure, marginal","Quebec",,"Both sexes","55 to 64 years",,,24,3.1
"2022","Food insecure, moderate or severe","Quebec",,"Both sexes","55 to 64 years",,,24,7.8
"2022","Food insecure, moderate","Quebec",,"Both sexes","55 to 64 years",,,24,5.4
"2022","Food insecure, severe","Quebec",,"Both sexes","55 to 64 years",,,24,2.4
"2022","Food secure","Quebec",,"Both sexes","65 years and over",,,24,92.2
"2022","Food insecure","Quebec",,"Both sexes","65 years and over",,,24,7.8
"2022","Food insecure, marginal","Quebec",,"Both sexes","65 years and over",,,24,2.9
"2022","Food insecure, moderate or severe","Quebec",,"Both sexes","65 years and over",,,24,4.9
"2022","Food insecure, moderate","Quebec",,"Both sexes","65 years and over",,,24,3.8
"2022","Food insecure, severe","Quebec",,"Both sexes","65 years and over",,,24,1.1
"2022","Food secure","Quebec","All persons","Male",,,,24,84.4
"2022","Food insecure","Quebec","All persons","Male",,,,24,15.6
"2022","Food insecure, marginal","Quebec","All persons","Male",,,,24,5
"2022","Food insecure, moderate or severe","Quebec","All persons","Male",,,,24,10.6
"2022","Food insecure, moderate","Quebec","All persons","Male",,,,24,7.7
"2022","Food insecure, severe","Quebec","All persons","Male",,,,24,2.9
"2022","Food secure","Quebec",,"Male","Under 18 years",,,24,79.8
"2022","Food insecure","Quebec",,"Male","Under 18 years",,,24,20.2
"2022","Food insecure, marginal","Quebec",,"Male","Under 18 years",,,24,6.4
"2022","Food insecure, moderate or severe","Quebec",,"Male","Under 18 years",,,24,13.8
"2022","Food insecure, moderate","Quebec",,"Male","Under 18 years",,,24,10.4
"2022","Food insecure, severe","Quebec",,"Male","Under 18 years",,,24,3.4
"2022","Food secure","Quebec",,"Male","18 to 64 years",,,24,83.5
"2022","Food insecure","Quebec",,"Male","18 to 64 years",,,24,16.5
"2022","Food insecure, marginal","Quebec",,"Male","18 to 64 years",,,24,5.3
"2022","Food insecure, moderate or severe","Quebec",,"Male","18 to 64 years",,,24,11.2
"2022","Food insecure, moderate","Quebec",,"Male","18 to 64 years",,,24,8
"2022","Food insecure, severe","Quebec",,"Male","18 to 64 years",,,24,3.2
"2022","Food secure","Quebec",,"Male","65 years and over",,,24,91.7
"2022","Food insecure","Quebec",,"Male","65 years and over",,,24,8.3
"2022","Food insecure, marginal","Quebec",,"Male","65 years and over",,,24,2.8
"2022","Food insecure, moderate or severe","Quebec",,"Male","65 years and over",,,24,5.5
"2022","Food insecure, moderate","Quebec",,"Male","65 years and over",,,24,3.9
"2022","Food insecure, severe","Quebec",,"Male","65 years and over",,,24,1.6
"2022","Food secure","Quebec","All persons","Female",,,,24,84.2
"2022","Food insecure","Quebec","All persons","Female",,,,24,15.8
"2022","Food insecure, marginal","Quebec","All persons","Female",,,,24,4.7
"2022","Food insecure, moderate or severe","Quebec","All persons","Female",,,,24,11
"2022","Food insecure, moderate","Quebec","All persons","Female",,,,24,8.4
"2022","Food insecure, severe","Quebec","All persons","Female",,,,24,2.7
"2022","Food secure","Quebec",,"Female","Under 18 years",,,24,81.2
"2022","Food insecure","Quebec",,"Female","Under 18 years",,,24,18.8
"2022","Food insecure, marginal","Quebec",,"Female","Under 18 years",,,24,5.9
"2022","Food insecure, moderate or severe","Quebec",,"Female","Under 18 years",,,24,12.8
"2022","Food insecure, moderate","Quebec",,"Female","Under 18 years",,,24,10.7
"2022","Food insecure, severe","Quebec",,"Female","Under 18 years",,,24,2.2
"2022","Food secure","Quebec",,"Female","18 to 64 years",,,24,82.1
"2022","Food insecure","Quebec",,"Female","18 to 64 years",,,24,17.9
"2022","Food insecure, marginal","Quebec",,"Female","18 to 64 years",,,24,5
"2022","Food insecure, moderate or severe","Quebec",,"Female","18 to 64 years",,,24,12.9
"2022","Food insecure, moderate","Quebec",,"Female","18 to 64 years",,,24,9.3
"2022","Food insecure, severe","Quebec",,"Female","18 to 64 years",,,24,3.6
"2022","Food secure","Quebec",,"Female","65 years and over",,,24,92.6
"2022","Food insecure","Quebec",,"Female","65 years and over",,,24,7.4
"2022","Food insecure, marginal","Quebec",,"Female","65 years and over",,,24,3
"2022","Food insecure, moderate or severe","Quebec",,"Female","65 years and over",,,24,4.4
"2022","Food insecure, moderate","Quebec",,"Female","65 years and over",,,24,3.8
"2022","Food insecure, severe","Quebec",,"Female","65 years and over",,,24,0.6
"2022","Food secure","Quebec",,,,"Visible minority population",,24,73.2
"2022","Food insecure","Quebec",,,,"Visible minority population",,24,26.8
"2022","Food insecure, marginal","Quebec",,,,"Visible minority population",,24,7.3
"2022","Food insecure, moderate or severe","Quebec",,,,"Visible minority population",,24,19.5
"2022","Food insecure, moderate","Quebec",,,,"Visible minority population",,24,14.8
"2022","Food insecure, severe","Quebec",,,,"Visible minority population",,24,4.7
"2022","Food secure","Quebec",,,,"South Asian",,24,76
"2022","Food secure","Quebec",,,,"Chinese",,24,74.7
"2022","Food insecure","Quebec",,,,"Chinese",,24,25.3
"2022","Food secure","Quebec",,,,"Black",,24,66.3
"2022","Food insecure","Quebec",,,,"Black",,24,33.7
"2022","Food insecure, marginal","Quebec",,,,"Black",,24,7
"2022","Food insecure, moderate or severe","Quebec",,,,"Black",,24,26.6
"2022","Food insecure, moderate","Quebec",,,,"Black",,24,18.9
"2022","Food insecure, severe","Quebec",,,,"Black",,24,7.7
"2022","Food secure","Quebec",,,,"Filipino",,24,52.5
"2022","Food insecure, moderate or severe","Quebec",,,,"Filipino",,24,40.4
"2022","Food secure","Quebec",,,,"Arab",,24,82
"2022","Food insecure","Quebec",,,,"Arab",,24,18
"2022","Food insecure, moderate or severe","Quebec",,,,"Arab",,24,13.1
"2022","Food insecure, moderate","Quebec",,,,"Arab",,24,9.9
"2022","Food secure","Quebec",,,,"Latin American",,24,81.4
"2022","Food insecure","Quebec",,,,"Latin American",,24,18.6
"2022","Food secure","Quebec",,,,"Southeast Asian",,24,80.6
"2022","Food secure","Quebec",,,,"Other visible minority",,24,66.9
"2022","Food insecure","Quebec",,,,"Other visible minority",,24,33.1
"2022","Food insecure, moderate or severe","Quebec",,,,"Other visible minority",,24,28.3
"2022","Food secure","Quebec",,,,"Not a visible minority",,24,86.9
"2022","Food insecure","Quebec",,,,"Not a visible minority",,24,13.1
"2022","Food insecure, marginal","Quebec",,,,"Not a visible minority",,24,4.3
"2022","Food insecure, moderate or severe","Quebec",,,,"Not a visible minority",,24,8.8
"2022","Food insecure, moderate","Quebec",,,,"Not a visible minority",,24,6.5
"2022","Food insecure, severe","Quebec",,,,"Not a visible minority",,24,2.4
"2022","Food secure","Quebec",,,,,"Indigenous population",24,86.2
"2022","Food insecure","Quebec",,,,,"Indigenous population",24,13.8
"2022","Food insecure, moderate or severe","Quebec",,,,,"Indigenous population",24,10.2
"2022","Food insecure, moderate","Quebec",,,,,"Indigenous population",24,5.9
"2022","Food secure","Quebec",,,,,"Non-Indigenous population",24,84.3
