"Year","Geography","Educational attainment level","Age group","Sex","GeoCode","Value"
2020,"Alberta","Tertiary education","45 to 54 years","Male",48,48
2020,"Alberta","Tertiary education","45 to 54 years","Female",48,64
2020,"Alberta","Tertiary education","55 to 64 years","Both sexes",48,47
2020,"Alberta","Tertiary education","55 to 64 years","Male",48,41
2020,"Alberta","Tertiary education","55 to 64 years","Female",48,52
2020,"British Columbia","Pre-primary and primary","Total, 25 to 64 years","Both sexes",59,1
2020,"British Columbia","Pre-primary and primary","Total, 25 to 64 years","Male",59,1
2020,"British Columbia","Pre-primary and primary","Total, 25 to 64 years","Female",59,1
2020,"British Columbia","Pre-primary and primary","25 to 34 years","Both sexes",59,0
2020,"British Columbia","Pre-primary and primary","25 to 34 years","Male",59,1
2020,"British Columbia","Pre-primary and primary","25 to 34 years","Female",59,
2020,"British Columbia","Pre-primary and primary","30 to 34 years","Both sexes",59,
2020,"British Columbia","Pre-primary and primary","30 to 34 years","Male",59,
2020,"British Columbia","Pre-primary and primary","30 to 34 years","Female",59,
2020,"British Columbia","Pre-primary and primary","35 to 44 years","Both sexes",59,1
2020,"British Columbia","Pre-primary and primary","35 to 44 years","Male",59,1
2020,"British Columbia","Pre-primary and primary","35 to 44 years","Female",59,1
2020,"British Columbia","Pre-primary and primary","45 to 54 years","Both sexes",59,1
2020,"British Columbia","Pre-primary and primary","45 to 54 years","Male",59,1
2020,"British Columbia","Pre-primary and primary","45 to 54 years","Female",59,1
2020,"British Columbia","Pre-primary and primary","55 to 64 years","Both sexes",59,2
2020,"British Columbia","Pre-primary and primary","55 to 64 years","Male",59,2
2020,"British Columbia","Pre-primary and primary","55 to 64 years","Female",59,2
2020,"British Columbia","Lower secondary","Total, 25 to 64 years","Both sexes",59,5
2020,"British Columbia","Lower secondary","Total, 25 to 64 years","Male",59,6
2020,"British Columbia","Lower secondary","Total, 25 to 64 years","Female",59,4
2020,"British Columbia","Lower secondary","25 to 34 years","Both sexes",59,3
2020,"British Columbia","Lower secondary","25 to 34 years","Male",59,4
2020,"British Columbia","Lower secondary","25 to 34 years","Female",59,3
2020,"British Columbia","Lower secondary","30 to 34 years","Both sexes",59,4
2020,"British Columbia","Lower secondary","30 to 34 years","Male",59,5
2020,"British Columbia","Lower secondary","30 to 34 years","Female",59,3
2020,"British Columbia","Lower secondary","35 to 44 years","Both sexes",59,3
2020,"British Columbia","Lower secondary","35 to 44 years","Male",59,4
2020,"British Columbia","Lower secondary","35 to 44 years","Female",59,2
2020,"British Columbia","Lower secondary","45 to 54 years","Both sexes",59,4
2020,"British Columbia","Lower secondary","45 to 54 years","Male",59,5
2020,"British Columbia","Lower secondary","45 to 54 years","Female",59,3
2020,"British Columbia","Lower secondary","55 to 64 years","Both sexes",59,7
2020,"British Columbia","Lower secondary","55 to 64 years","Male",59,9
2020,"British Columbia","Lower secondary","55 to 64 years","Female",59,6
2020,"British Columbia","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",59,35
2020,"British Columbia","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",59,42
2020,"British Columbia","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",59,28
2020,"British Columbia","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",59,32
2020,"British Columbia","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",59,42
2020,"British Columbia","Upper secondary and post-secondary non-tertiary","25 to 34 years","Female",59,22
2020,"British Columbia","Upper secondary and post-secondary non-tertiary","30 to 34 years","Both sexes",59,31
2020,"British Columbia","Upper secondary and post-secondary non-tertiary","30 to 34 years","Male",59,40
2020,"British Columbia","Upper secondary and post-secondary non-tertiary","30 to 34 years","Female",59,21
2020,"British Columbia","Upper secondary and post-secondary non-tertiary","35 to 44 years","Both sexes",59,32
2020,"British Columbia","Upper secondary and post-secondary non-tertiary","35 to 44 years","Male",59,40
2020,"British Columbia","Upper secondary and post-secondary non-tertiary","35 to 44 years","Female",59,24
2020,"British Columbia","Upper secondary and post-secondary non-tertiary","45 to 54 years","Both sexes",59,36
2020,"British Columbia","Upper secondary and post-secondary non-tertiary","45 to 54 years","Male",59,43
2020,"British Columbia","Upper secondary and post-secondary non-tertiary","45 to 54 years","Female",59,29
2020,"British Columbia","Upper secondary and post-secondary non-tertiary","55 to 64 years","Both sexes",59,40
2020,"British Columbia","Upper secondary and post-secondary non-tertiary","55 to 64 years","Male",59,45
2020,"British Columbia","Upper secondary and post-secondary non-tertiary","55 to 64 years","Female",59,35
2020,"British Columbia","Tertiary education","Total, 25 to 64 years","Both sexes",59,59
2020,"British Columbia","Tertiary education","Total, 25 to 64 years","Male",59,51
2020,"British Columbia","Tertiary education","Total, 25 to 64 years","Female",59,68
2020,"British Columbia","Tertiary education","25 to 34 years","Both sexes",59,64
2020,"British Columbia","Tertiary education","25 to 34 years","Male",59,53
2020,"British Columbia","Tertiary education","25 to 34 years","Female",59,75
2020,"British Columbia","Tertiary education","30 to 34 years","Both sexes",59,66
2020,"British Columbia","Tertiary education","30 to 34 years","Male",59,55
2020,"British Columbia","Tertiary education","30 to 34 years","Female",59,77
2020,"British Columbia","Tertiary education","35 to 44 years","Both sexes",59,64
2020,"British Columbia","Tertiary education","35 to 44 years","Male",59,55
2020,"British Columbia","Tertiary education","35 to 44 years","Female",59,74
2020,"British Columbia","Tertiary education","45 to 54 years","Both sexes",59,59
2020,"British Columbia","Tertiary education","45 to 54 years","Male",59,50
2020,"British Columbia","Tertiary education","45 to 54 years","Female",59,67
2020,"British Columbia","Tertiary education","55 to 64 years","Both sexes",59,50
2020,"British Columbia","Tertiary education","55 to 64 years","Male",59,45
2020,"British Columbia","Tertiary education","55 to 64 years","Female",59,56
2020,"Yukon","Pre-primary and primary","Total, 25 to 64 years","Both sexes",60,1
2020,"Yukon","Pre-primary and primary","Total, 25 to 64 years","Male",60,
2020,"Yukon","Pre-primary and primary","Total, 25 to 64 years","Female",60,
2020,"Yukon","Pre-primary and primary","25 to 34 years","Both sexes",60,
2020,"Yukon","Pre-primary and primary","25 to 34 years","Male",60,
2020,"Yukon","Pre-primary and primary","25 to 34 years","Female",60,
2020,"Yukon","Pre-primary and primary","30 to 34 years","Both sexes",60,
2020,"Yukon","Pre-primary and primary","30 to 34 years","Male",60,
2020,"Yukon","Pre-primary and primary","30 to 34 years","Female",60,
2020,"Yukon","Pre-primary and primary","35 to 44 years","Both sexes",60,
2020,"Yukon","Pre-primary and primary","35 to 44 years","Male",60,
2020,"Yukon","Pre-primary and primary","35 to 44 years","Female",60,
2020,"Yukon","Pre-primary and primary","45 to 54 years","Both sexes",60,
2020,"Yukon","Pre-primary and primary","45 to 54 years","Male",60,
2020,"Yukon","Pre-primary and primary","45 to 54 years","Female",60,
2020,"Yukon","Pre-primary and primary","55 to 64 years","Both sexes",60,
2020,"Yukon","Pre-primary and primary","55 to 64 years","Male",60,
2020,"Yukon","Pre-primary and primary","55 to 64 years","Female",60,
2020,"Yukon","Lower secondary","Total, 25 to 64 years","Both sexes",60,7
2020,"Yukon","Lower secondary","Total, 25 to 64 years","Male",60,9
2020,"Yukon","Lower secondary","Total, 25 to 64 years","Female",60,5
2020,"Yukon","Lower secondary","25 to 34 years","Both sexes",60,6
2020,"Yukon","Lower secondary","25 to 34 years","Male",60,9
2020,"Yukon","Lower secondary","25 to 34 years","Female",60,
2020,"Yukon","Lower secondary","30 to 34 years","Both sexes",60,
2020,"Yukon","Lower secondary","30 to 34 years","Male",60,
2020,"Yukon","Lower secondary","30 to 34 years","Female",60,
2020,"Yukon","Lower secondary","35 to 44 years","Both sexes",60,6
2020,"Yukon","Lower secondary","35 to 44 years","Male",60,8
2020,"Yukon","Lower secondary","35 to 44 years","Female",60,
2020,"Yukon","Lower secondary","45 to 54 years","Both sexes",60,9
2020,"Yukon","Lower secondary","45 to 54 years","Male",60,10
2020,"Yukon","Lower secondary","45 to 54 years","Female",60,8
2020,"Yukon","Lower secondary","55 to 64 years","Both sexes",60,8
2020,"Yukon","Lower secondary","55 to 64 years","Male",60,11
2020,"Yukon","Lower secondary","55 to 64 years","Female",60,
2020,"Yukon","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",60,36
2020,"Yukon","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",60,47
2020,"Yukon","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",60,25
2020,"Yukon","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",60,43
2020,"Yukon","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",60,51
2020,"Yukon","Upper secondary and post-secondary non-tertiary","25 to 34 years","Female",60,36
2020,"Yukon","Upper secondary and post-secondary non-tertiary","30 to 34 years","Both sexes",60,37
2020,"Yukon","Upper secondary and post-secondary non-tertiary","30 to 34 years","Male",60,43
2020,"Yukon","Upper secondary and post-secondary non-tertiary","30 to 34 years","Female",60,32
2020,"Yukon","Upper secondary and post-secondary non-tertiary","35 to 44 years","Both sexes",60,35
2020,"Yukon","Upper secondary and post-secondary non-tertiary","35 to 44 years","Male",60,47
2020,"Yukon","Upper secondary and post-secondary non-tertiary","35 to 44 years","Female",60,22
2020,"Yukon","Upper secondary and post-secondary non-tertiary","45 to 54 years","Both sexes",60,30
2020,"Yukon","Upper secondary and post-secondary non-tertiary","45 to 54 years","Male",60,42
2020,"Yukon","Upper secondary and post-secondary non-tertiary","45 to 54 years","Female",60,18
2020,"Yukon","Upper secondary and post-secondary non-tertiary","55 to 64 years","Both sexes",60,37
2020,"Yukon","Upper secondary and post-secondary non-tertiary","55 to 64 years","Male",60,49
2020,"Yukon","Upper secondary and post-secondary non-tertiary","55 to 64 years","Female",60,27
2020,"Yukon","Tertiary education","Total, 25 to 64 years","Both sexes",60,56
2020,"Yukon","Tertiary education","Total, 25 to 64 years","Male",60,43
2020,"Yukon","Tertiary education","Total, 25 to 64 years","Female",60,69
2020,"Yukon","Tertiary education","25 to 34 years","Both sexes",60,50
2020,"Yukon","Tertiary education","25 to 34 years","Male",60,40
2020,"Yukon","Tertiary education","25 to 34 years","Female",60,59
2020,"Yukon","Tertiary education","30 to 34 years","Both sexes",60,58
2020,"Yukon","Tertiary education","30 to 34 years","Male",60,51
2020,"Yukon","Tertiary education","30 to 34 years","Female",60,64
2020,"Yukon","Tertiary education","35 to 44 years","Both sexes",60,60
2020,"Yukon","Tertiary education","35 to 44 years","Male",60,45
2020,"Yukon","Tertiary education","35 to 44 years","Female",60,75
2020,"Yukon","Tertiary education","45 to 54 years","Both sexes",60,60
2020,"Yukon","Tertiary education","45 to 54 years","Male",60,46
2020,"Yukon","Tertiary education","45 to 54 years","Female",60,74
2020,"Yukon","Tertiary education","55 to 64 years","Both sexes",60,52
2020,"Yukon","Tertiary education","55 to 64 years","Male",60,39
2020,"Yukon","Tertiary education","55 to 64 years","Female",60,65
2020,"Northwest Territories","Pre-primary and primary","Total, 25 to 64 years","Both sexes",61,4
2020,"Northwest Territories","Pre-primary and primary","Total, 25 to 64 years","Male",61,5
2020,"Northwest Territories","Pre-primary and primary","Total, 25 to 64 years","Female",61,3
2020,"Northwest Territories","Pre-primary and primary","25 to 34 years","Both sexes",61,
2020,"Northwest Territories","Pre-primary and primary","25 to 34 years","Male",61,
2020,"Northwest Territories","Pre-primary and primary","25 to 34 years","Female",61,
2020,"Northwest Territories","Pre-primary and primary","30 to 34 years","Both sexes",61,
2020,"Northwest Territories","Pre-primary and primary","30 to 34 years","Male",61,
2020,"Northwest Territories","Pre-primary and primary","30 to 34 years","Female",61,
2020,"Northwest Territories","Pre-primary and primary","35 to 44 years","Both sexes",61,
2020,"Northwest Territories","Pre-primary and primary","35 to 44 years","Male",61,
2020,"Northwest Territories","Pre-primary and primary","35 to 44 years","Female",61,
2020,"Northwest Territories","Pre-primary and primary","45 to 54 years","Both sexes",61,6
2020,"Northwest Territories","Pre-primary and primary","45 to 54 years","Male",61,
2020,"Northwest Territories","Pre-primary and primary","45 to 54 years","Female",61,
2020,"Northwest Territories","Pre-primary and primary","55 to 64 years","Both sexes",61,7
2020,"Northwest Territories","Pre-primary and primary","55 to 64 years","Male",61,
2020,"Northwest Territories","Pre-primary and primary","55 to 64 years","Female",61,
2020,"Northwest Territories","Lower secondary","Total, 25 to 64 years","Both sexes",61,12
2020,"Northwest Territories","Lower secondary","Total, 25 to 64 years","Male",61,15
2020,"Northwest Territories","Lower secondary","Total, 25 to 64 years","Female",61,10
2020,"Northwest Territories","Lower secondary","25 to 34 years","Both sexes",61,9
2020,"Northwest Territories","Lower secondary","25 to 34 years","Male",61,11
2020,"Northwest Territories","Lower secondary","25 to 34 years","Female",61,8
2020,"Northwest Territories","Lower secondary","30 to 34 years","Both sexes",61,8
2020,"Northwest Territories","Lower secondary","30 to 34 years","Male",61,
2020,"Northwest Territories","Lower secondary","30 to 34 years","Female",61,
2020,"Northwest Territories","Lower secondary","35 to 44 years","Both sexes",61,13
2020,"Northwest Territories","Lower secondary","35 to 44 years","Male",61,18
2020,"Northwest Territories","Lower secondary","35 to 44 years","Female",61,9
2020,"Northwest Territories","Lower secondary","45 to 54 years","Both sexes",61,13
2020,"Northwest Territories","Lower secondary","45 to 54 years","Male",61,15
2020,"Northwest Territories","Lower secondary","45 to 54 years","Female",61,11
2020,"Northwest Territories","Lower secondary","55 to 64 years","Both sexes",61,13
2020,"Northwest Territories","Lower secondary","55 to 64 years","Male",61,14
2020,"Northwest Territories","Lower secondary","55 to 64 years","Female",61,11
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",61,35
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",61,41
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",61,28
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",61,44
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",61,55
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","25 to 34 years","Female",61,32
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","30 to 34 years","Both sexes",61,40
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","30 to 34 years","Male",61,54
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","30 to 34 years","Female",61,25
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","35 to 44 years","Both sexes",61,29
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","35 to 44 years","Male",61,30
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","35 to 44 years","Female",61,27
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","45 to 54 years","Both sexes",61,35
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","45 to 54 years","Male",61,44
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","45 to 54 years","Female",61,26
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","55 to 64 years","Both sexes",61,30
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","55 to 64 years","Male",61,36
2020,"Northwest Territories","Upper secondary and post-secondary non-tertiary","55 to 64 years","Female",61,24
2020,"Northwest Territories","Tertiary education","Total, 25 to 64 years","Both sexes",61,49
2020,"Northwest Territories","Tertiary education","Total, 25 to 64 years","Male",61,39
2020,"Northwest Territories","Tertiary education","Total, 25 to 64 years","Female",61,59
2020,"Northwest Territories","Tertiary education","25 to 34 years","Both sexes",61,44
2020,"Northwest Territories","Tertiary education","25 to 34 years","Male",61,32
2020,"Northwest Territories","Tertiary education","25 to 34 years","Female",61,58
2020,"Northwest Territories","Tertiary education","30 to 34 years","Both sexes",61,50
2020,"Northwest Territories","Tertiary education","30 to 34 years","Male",61,34
2020,"Northwest Territories","Tertiary education","30 to 34 years","Female",61,66
2020,"Northwest Territories","Tertiary education","35 to 44 years","Both sexes",61,56
2020,"Northwest Territories","Tertiary education","35 to 44 years","Male",61,48
2020,"Northwest Territories","Tertiary education","35 to 44 years","Female",61,64
2020,"Northwest Territories","Tertiary education","45 to 54 years","Both sexes",61,46
2020,"Northwest Territories","Tertiary education","45 to 54 years","Male",61,35
2020,"Northwest Territories","Tertiary education","45 to 54 years","Female",61,58
2020,"Northwest Territories","Tertiary education","55 to 64 years","Both sexes",61,50
2020,"Northwest Territories","Tertiary education","55 to 64 years","Male",61,43
2020,"Northwest Territories","Tertiary education","55 to 64 years","Female",61,59
2020,"Nunavut","Pre-primary and primary","Total, 25 to 64 years","Both sexes",62,12
2020,"Nunavut","Pre-primary and primary","Total, 25 to 64 years","Male",62,11
2020,"Nunavut","Pre-primary and primary","Total, 25 to 64 years","Female",62,12
2020,"Nunavut","Pre-primary and primary","25 to 34 years","Both sexes",62,6
2020,"Nunavut","Pre-primary and primary","25 to 34 years","Male",62,
2020,"Nunavut","Pre-primary and primary","25 to 34 years","Female",62,7
2020,"Nunavut","Pre-primary and primary","30 to 34 years","Both sexes",62,8
2020,"Nunavut","Pre-primary and primary","30 to 34 years","Male",62,
2020,"Nunavut","Pre-primary and primary","30 to 34 years","Female",62,11
2020,"Nunavut","Pre-primary and primary","35 to 44 years","Both sexes",62,7
2020,"Nunavut","Pre-primary and primary","35 to 44 years","Male",62,8
2020,"Nunavut","Pre-primary and primary","35 to 44 years","Female",62,
2020,"Nunavut","Pre-primary and primary","45 to 54 years","Both sexes",62,18
2020,"Nunavut","Pre-primary and primary","45 to 54 years","Male",62,18
2020,"Nunavut","Pre-primary and primary","45 to 54 years","Female",62,18
2020,"Nunavut","Pre-primary and primary","55 to 64 years","Both sexes",62,25
2020,"Nunavut","Pre-primary and primary","55 to 64 years","Male",62,20
2020,"Nunavut","Pre-primary and primary","55 to 64 years","Female",62,29
2020,"Nunavut","Lower secondary","Total, 25 to 64 years","Both sexes",62,25
2020,"Nunavut","Lower secondary","Total, 25 to 64 years","Male",62,27
2020,"Nunavut","Lower secondary","Total, 25 to 64 years","Female",62,22
2020,"Nunavut","Lower secondary","25 to 34 years","Both sexes",62,31
2020,"Nunavut","Lower secondary","25 to 34 years","Male",62,39
2020,"Nunavut","Lower secondary","25 to 34 years","Female",62,24
2020,"Nunavut","Lower secondary","30 to 34 years","Both sexes",62,26
2020,"Nunavut","Lower secondary","30 to 34 years","Male",62,34
2020,"Nunavut","Lower secondary","30 to 34 years","Female",62,21
2020,"Nunavut","Lower secondary","35 to 44 years","Both sexes",62,26
2020,"Nunavut","Lower secondary","35 to 44 years","Male",62,23
2020,"Nunavut","Lower secondary","35 to 44 years","Female",62,29
2020,"Nunavut","Lower secondary","45 to 54 years","Both sexes",62,19
2020,"Nunavut","Lower secondary","45 to 54 years","Male",62,22
2020,"Nunavut","Lower secondary","45 to 54 years","Female",62,15
2020,"Nunavut","Lower secondary","55 to 64 years","Both sexes",62,19
2020,"Nunavut","Lower secondary","55 to 64 years","Male",62,23
2020,"Nunavut","Lower secondary","55 to 64 years","Female",62,
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",62,25
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",62,31
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",62,18
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",62,24
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",62,29
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","25 to 34 years","Female",62,21
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","30 to 34 years","Both sexes",62,20
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","30 to 34 years","Male",62,23
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","30 to 34 years","Female",62,17
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","35 to 44 years","Both sexes",62,27
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","35 to 44 years","Male",62,36
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","35 to 44 years","Female",62,17
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","45 to 54 years","Both sexes",62,24
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","45 to 54 years","Male",62,28
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","45 to 54 years","Female",62,18
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","55 to 64 years","Both sexes",62,21
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","55 to 64 years","Male",62,31
2020,"Nunavut","Upper secondary and post-secondary non-tertiary","55 to 64 years","Female",62,
2020,"Nunavut","Tertiary education","Total, 25 to 64 years","Both sexes",62,39
2020,"Nunavut","Tertiary education","Total, 25 to 64 years","Male",62,30
2020,"Nunavut","Tertiary education","Total, 25 to 64 years","Female",62,48
2020,"Nunavut","Tertiary education","25 to 34 years","Both sexes",62,38
2020,"Nunavut","Tertiary education","25 to 34 years","Male",62,27
2020,"Nunavut","Tertiary education","25 to 34 years","Female",62,48
2020,"Nunavut","Tertiary education","30 to 34 years","Both sexes",62,46
2020,"Nunavut","Tertiary education","30 to 34 years","Male",62,40
2020,"Nunavut","Tertiary education","30 to 34 years","Female",62,51
2020,"Nunavut","Tertiary education","35 to 44 years","Both sexes",62,40
2020,"Nunavut","Tertiary education","35 to 44 years","Male",62,33
2020,"Nunavut","Tertiary education","35 to 44 years","Female",62,47
2020,"Nunavut","Tertiary education","45 to 54 years","Both sexes",62,39
2020,"Nunavut","Tertiary education","45 to 54 years","Male",62,32
2020,"Nunavut","Tertiary education","45 to 54 years","Female",62,48
2020,"Nunavut","Tertiary education","55 to 64 years","Both sexes",62,36
2020,"Nunavut","Tertiary education","55 to 64 years","Male",62,26
2020,"Nunavut","Tertiary education","55 to 64 years","Female",62,46
2021,"Canada","Pre-primary and primary","Total, 25 to 64 years","Both sexes",,2
2021,"Canada","Pre-primary and primary","Total, 25 to 64 years","Male",,2
2021,"Canada","Pre-primary and primary","Total, 25 to 64 years","Female",,2
2021,"Canada","Pre-primary and primary","25 to 34 years","Both sexes",,1
2021,"Canada","Pre-primary and primary","25 to 34 years","Male",,1
2021,"Canada","Pre-primary and primary","25 to 34 years","Female",,1
2021,"Canada","Pre-primary and primary","30 to 34 years","Both sexes",,1
2021,"Canada","Pre-primary and primary","30 to 34 years","Male",,1
2021,"Canada","Pre-primary and primary","30 to 34 years","Female",,1
2021,"Canada","Pre-primary and primary","35 to 44 years","Both sexes",,1
2021,"Canada","Pre-primary and primary","35 to 44 years","Male",,1
2021,"Canada","Pre-primary and primary","35 to 44 years","Female",,1
2021,"Canada","Pre-primary and primary","45 to 54 years","Both sexes",,2
2021,"Canada","Pre-primary and primary","45 to 54 years","Male",,2
2021,"Canada","Pre-primary and primary","45 to 54 years","Female",,2
2021,"Canada","Pre-primary and primary","55 to 64 years","Both sexes",,3
2021,"Canada","Pre-primary and primary","55 to 64 years","Male",,3
2021,"Canada","Pre-primary and primary","55 to 64 years","Female",,3
2021,"Canada","Lower secondary","Total, 25 to 64 years","Both sexes",,5
2021,"Canada","Lower secondary","Total, 25 to 64 years","Male",,6
2021,"Canada","Lower secondary","Total, 25 to 64 years","Female",,4
2021,"Canada","Lower secondary","25 to 34 years","Both sexes",,4
2021,"Canada","Lower secondary","25 to 34 years","Male",,5
2021,"Canada","Lower secondary","25 to 34 years","Female",,3
2021,"Canada","Lower secondary","30 to 34 years","Both sexes",,4
2021,"Canada","Lower secondary","30 to 34 years","Male",,5
2021,"Canada","Lower secondary","30 to 34 years","Female",,3
2021,"Canada","Lower secondary","35 to 44 years","Both sexes",,4
2021,"Canada","Lower secondary","35 to 44 years","Male",,5
2021,"Canada","Lower secondary","35 to 44 years","Female",,3
2021,"Canada","Lower secondary","45 to 54 years","Both sexes",,5
2021,"Canada","Lower secondary","45 to 54 years","Male",,6
2021,"Canada","Lower secondary","45 to 54 years","Female",,4
2021,"Canada","Lower secondary","55 to 64 years","Both sexes",,8
2021,"Canada","Lower secondary","55 to 64 years","Male",,9
2021,"Canada","Lower secondary","55 to 64 years","Female",,7
2021,"Canada","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",,31
2021,"Canada","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",,36
2021,"Canada","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",,26
2021,"Canada","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",,29
2021,"Canada","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",,36
2021,"Canada","Upper secondary and post-secondary non-tertiary","25 to 34 years","Female",,21
2021,"Canada","Upper secondary and post-secondary non-tertiary","30 to 34 years","Both sexes",,27
2021,"Canada","Upper secondary and post-secondary non-tertiary","30 to 34 years","Male",,34
2021,"Canada","Upper secondary and post-secondary non-tertiary","30 to 34 years","Female",,21
2021,"Canada","Upper secondary and post-secondary non-tertiary","35 to 44 years","Both sexes",,28
2021,"Canada","Upper secondary and post-secondary non-tertiary","35 to 44 years","Male",,35
2021,"Canada","Upper secondary and post-secondary non-tertiary","35 to 44 years","Female",,21
2021,"Canada","Upper secondary and post-secondary non-tertiary","45 to 54 years","Both sexes",,30
2021,"Canada","Upper secondary and post-secondary non-tertiary","45 to 54 years","Male",,35
2021,"Canada","Upper secondary and post-secondary non-tertiary","45 to 54 years","Female",,25
2021,"Canada","Upper secondary and post-secondary non-tertiary","55 to 64 years","Both sexes",,37
2021,"Canada","Upper secondary and post-secondary non-tertiary","55 to 64 years","Male",,39
2021,"Canada","Upper secondary and post-secondary non-tertiary","55 to 64 years","Female",,35
2021,"Canada","Tertiary education","Total, 25 to 64 years","Both sexes",,62
2021,"Canada","Tertiary education","Total, 25 to 64 years","Male",,56
2021,"Canada","Tertiary education","Total, 25 to 64 years","Female",,68
2021,"Canada","Tertiary education","25 to 34 years","Both sexes",,66
2021,"Canada","Tertiary education","25 to 34 years","Male",,58
2021,"Canada","Tertiary education","25 to 34 years","Female",,75
2021,"Canada","Tertiary education","30 to 34 years","Both sexes",,68
2021,"Canada","Tertiary education","30 to 34 years","Male",,60
2021,"Canada","Tertiary education","30 to 34 years","Female",,76
2021,"Canada","Tertiary education","35 to 44 years","Both sexes",,67
2021,"Canada","Tertiary education","35 to 44 years","Male",,59
2021,"Canada","Tertiary education","35 to 44 years","Female",,75
2021,"Canada","Tertiary education","45 to 54 years","Both sexes",,63
2021,"Canada","Tertiary education","45 to 54 years","Male",,57
2021,"Canada","Tertiary education","45 to 54 years","Female",,69
2021,"Canada","Tertiary education","55 to 64 years","Both sexes",,52
2021,"Canada","Tertiary education","55 to 64 years","Male",,48
2021,"Canada","Tertiary education","55 to 64 years","Female",,55
2021,"Newfoundland and Labrador","Pre-primary and primary","Total, 25 to 64 years","Both sexes",10,4
2021,"Newfoundland and Labrador","Pre-primary and primary","Total, 25 to 64 years","Male",10,5
2021,"Newfoundland and Labrador","Pre-primary and primary","Total, 25 to 64 years","Female",10,3
2021,"Newfoundland and Labrador","Pre-primary and primary","25 to 34 years","Both sexes",10,
2021,"Newfoundland and Labrador","Pre-primary and primary","25 to 34 years","Male",10,
2021,"Newfoundland and Labrador","Pre-primary and primary","25 to 34 years","Female",10,
2021,"Newfoundland and Labrador","Pre-primary and primary","30 to 34 years","Both sexes",10,
2021,"Newfoundland and Labrador","Pre-primary and primary","30 to 34 years","Male",10,
2021,"Newfoundland and Labrador","Pre-primary and primary","30 to 34 years","Female",10,
2021,"Newfoundland and Labrador","Pre-primary and primary","35 to 44 years","Both sexes",10,1
2021,"Newfoundland and Labrador","Pre-primary and primary","35 to 44 years","Male",10,
2021,"Newfoundland and Labrador","Pre-primary and primary","35 to 44 years","Female",10,
