"Year","Geography","Activity group","Age group","Gender","GeoCode","Value"
"2022","Ontario","Care of adults","25 to 54 years","Men+","35",
"2022","Ontario","Care of adults","25 to 54 years","Women+","35",0.8
"2022","Ontario","Care of adults","25 to 34 years","Total, all persons","35",
"2022","Ontario","Care of adults","25 to 34 years","Men+","35",
"2022","Ontario","Care of adults","25 to 34 years","Women+","35",
"2022","Ontario","Care of adults","35 to 44 years","Total, all persons","35",
"2022","Ontario","Care of adults","35 to 44 years","Men+","35",
"2022","Ontario","Care of adults","35 to 44 years","Women+","35",
"2022","Ontario","Care of adults","45 to 54 years","Total, all persons","35",0.8
"2022","Ontario","Care of adults","45 to 54 years","Men+","35",
"2022","Ontario","Care of adults","45 to 54 years","Women+","35",1.7
"2022","Ontario","Care of adults","55 to 64 years","Total, all persons","35",1.3
"2022","Ontario","Care of adults","55 to 64 years","Men+","35",0.8
"2022","Ontario","Care of adults","55 to 64 years","Women+","35",1.7
"2022","Ontario","Care of adults","65 years and over","Total, all persons","35",0.4
"2022","Ontario","Care of adults","65 years and over","Men+","35",0.4
"2022","Ontario","Care of adults","65 years and over","Women+","35",0.8
"2022","Ontario","Shopping for goods or services","Total, 15 years and over","Total, all persons","35",1.7
"2022","Ontario","Shopping for goods or services","Total, 15 years and over","Men+","35",1.3
"2022","Ontario","Shopping for goods or services","Total, 15 years and over","Women+","35",2.1
"2022","Ontario","Shopping for goods or services","15 to 24 years","Total, all persons","35",1.7
"2022","Ontario","Shopping for goods or services","15 to 24 years","Men+","35",
"2022","Ontario","Shopping for goods or services","15 to 24 years","Women+","35",
"2022","Ontario","Shopping for goods or services","25 to 54 years","Total, all persons","35",1.7
"2022","Ontario","Shopping for goods or services","25 to 54 years","Men+","35",1.3
"2022","Ontario","Shopping for goods or services","25 to 54 years","Women+","35",1.7
"2022","Ontario","Shopping for goods or services","25 to 34 years","Total, all persons","35",1.3
"2022","Ontario","Shopping for goods or services","25 to 34 years","Men+","35",0.8
"2022","Ontario","Shopping for goods or services","25 to 34 years","Women+","35",2.1
"2022","Ontario","Shopping for goods or services","35 to 44 years","Total, all persons","35",1.7
"2022","Ontario","Shopping for goods or services","35 to 44 years","Men+","35",1.3
"2022","Ontario","Shopping for goods or services","35 to 44 years","Women+","35",2.1
"2022","Ontario","Shopping for goods or services","45 to 54 years","Total, all persons","35",1.3
"2022","Ontario","Shopping for goods or services","45 to 54 years","Men+","35",1.7
"2022","Ontario","Shopping for goods or services","45 to 54 years","Women+","35",1.3
"2022","Ontario","Shopping for goods or services","55 to 64 years","Total, all persons","35",1.7
"2022","Ontario","Shopping for goods or services","55 to 64 years","Men+","35",1.3
"2022","Ontario","Shopping for goods or services","55 to 64 years","Women+","35",2.1
"2022","Ontario","Shopping for goods or services","65 years and over","Total, all persons","35",2.5
"2022","Ontario","Shopping for goods or services","65 years and over","Men+","35",2.5
"2022","Ontario","Shopping for goods or services","65 years and over","Women+","35",2.1
"2022","Prairies","Total, unpaid work activities","Total, 15 years and over","Total, all persons","4",14.2
"2022","Prairies","Total, unpaid work activities","Total, 15 years and over","Men+","4",11.3
"2022","Prairies","Total, unpaid work activities","Total, 15 years and over","Women+","4",16.7
"2022","Prairies","Total, unpaid work activities","15 to 24 years","Total, all persons","4",
"2022","Prairies","Total, unpaid work activities","15 to 24 years","Men+","4",
"2022","Prairies","Total, unpaid work activities","15 to 24 years","Women+","4",
"2022","Prairies","Total, unpaid work activities","25 to 54 years","Total, all persons","4",15.4
"2022","Prairies","Total, unpaid work activities","25 to 54 years","Men+","4",11.3
"2022","Prairies","Total, unpaid work activities","25 to 54 years","Women+","4",19.6
"2022","Prairies","Total, unpaid work activities","25 to 34 years","Total, all persons","4",13.8
"2022","Prairies","Total, unpaid work activities","25 to 34 years","Men+","4",8.3
"2022","Prairies","Total, unpaid work activities","25 to 34 years","Women+","4",19.2
"2022","Prairies","Total, unpaid work activities","35 to 44 years","Total, all persons","4",17.9
"2022","Prairies","Total, unpaid work activities","35 to 44 years","Men+","4",13.3
"2022","Prairies","Total, unpaid work activities","35 to 44 years","Women+","4",23.3
"2022","Prairies","Total, unpaid work activities","45 to 54 years","Total, all persons","4",13.8
"2022","Prairies","Total, unpaid work activities","45 to 54 years","Men+","4",11.7
"2022","Prairies","Total, unpaid work activities","45 to 54 years","Women+","4",15.8
"2022","Prairies","Total, unpaid work activities","55 to 64 years","Total, all persons","4",14.2
"2022","Prairies","Total, unpaid work activities","55 to 64 years","Men+","4",12.1
"2022","Prairies","Total, unpaid work activities","55 to 64 years","Women+","4",15.8
"2022","Prairies","Total, unpaid work activities","65 years and over","Total, all persons","4",15.4
"2022","Prairies","Total, unpaid work activities","65 years and over","Men+","4",14.2
"2022","Prairies","Total, unpaid work activities","65 years and over","Women+","4",16.3
"2022","Prairies","Unpaid household work","Total, 15 years and over","Total, all persons","4",9.2
"2022","Prairies","Unpaid household work","Total, 15 years and over","Men+","4",8.3
"2022","Prairies","Unpaid household work","Total, 15 years and over","Women+","4",10.4
"2022","Prairies","Unpaid household work","15 to 24 years","Total, all persons","4",
"2022","Prairies","Unpaid household work","15 to 24 years","Men+","4",
"2022","Prairies","Unpaid household work","15 to 24 years","Women+","4",
"2022","Prairies","Unpaid household work","25 to 54 years","Total, all persons","4",8.3
"2022","Prairies","Unpaid household work","25 to 54 years","Men+","4",7.1
"2022","Prairies","Unpaid household work","25 to 54 years","Women+","4",10
"2022","Prairies","Unpaid household work","25 to 34 years","Total, all persons","4",6.7
"2022","Prairies","Unpaid household work","25 to 34 years","Men+","4",5.8
"2022","Prairies","Unpaid household work","25 to 34 years","Women+","4",7.5
"2022","Prairies","Unpaid household work","35 to 44 years","Total, all persons","4",9.6
"2022","Prairies","Unpaid household work","35 to 44 years","Men+","4",7.1
"2022","Prairies","Unpaid household work","35 to 44 years","Women+","4",12.1
"2022","Prairies","Unpaid household work","45 to 54 years","Total, all persons","4",9.6
"2022","Prairies","Unpaid household work","45 to 54 years","Men+","4",8.3
"2022","Prairies","Unpaid household work","45 to 54 years","Women+","4",10.8
"2022","Prairies","Unpaid household work","55 to 64 years","Total, all persons","4",11.3
"2022","Prairies","Unpaid household work","55 to 64 years","Men+","4",9.2
"2022","Prairies","Unpaid household work","55 to 64 years","Women+","4",12.9
"2022","Prairies","Unpaid household work","65 years and over","Total, all persons","4",12.5
"2022","Prairies","Unpaid household work","65 years and over","Men+","4",11.7
"2022","Prairies","Unpaid household work","65 years and over","Women+","4",13.3
"2022","Prairies","Care of children under 18 years","Total, 15 years and over","Total, all persons","4",2.9
"2022","Prairies","Care of children under 18 years","Total, 15 years and over","Men+","4",1.3
"2022","Prairies","Care of children under 18 years","Total, 15 years and over","Women+","4",4.2
"2022","Prairies","Care of children under 18 years","15 to 24 years","Total, all persons","4",
"2022","Prairies","Care of children under 18 years","15 to 24 years","Men+","4",
"2022","Prairies","Care of children under 18 years","15 to 24 years","Women+","4",
"2022","Prairies","Care of children under 18 years","25 to 54 years","Total, all persons","4",5
"2022","Prairies","Care of children under 18 years","25 to 54 years","Men+","4",2.5
"2022","Prairies","Care of children under 18 years","25 to 54 years","Women+","4",7.5
"2022","Prairies","Care of children under 18 years","25 to 34 years","Total, all persons","4",6.3
"2022","Prairies","Care of children under 18 years","25 to 34 years","Men+","4",1.7
"2022","Prairies","Care of children under 18 years","25 to 34 years","Women+","4",10.4
"2022","Prairies","Care of children under 18 years","35 to 44 years","Total, all persons","4",6.7
"2022","Prairies","Care of children under 18 years","35 to 44 years","Men+","4",4.2
"2022","Prairies","Care of children under 18 years","35 to 44 years","Women+","4",9.2
"2022","Prairies","Care of children under 18 years","45 to 54 years","Total, all persons","4",1.7
"2022","Prairies","Care of children under 18 years","45 to 54 years","Men+","4",1.7
"2022","Prairies","Care of children under 18 years","45 to 54 years","Women+","4",2.1
"2022","Prairies","Care of children under 18 years","55 to 64 years","Total, all persons","4",0.4
"2022","Prairies","Care of children under 18 years","55 to 64 years","Men+","4",0.4
"2022","Prairies","Care of children under 18 years","55 to 64 years","Women+","4",0.4
"2022","Prairies","Care of children under 18 years","65 years and over","Total, all persons","4",
"2022","Prairies","Care of children under 18 years","65 years and over","Men+","4",
"2022","Prairies","Care of children under 18 years","65 years and over","Women+","4",
"2022","Prairies","Care of adults","Total, 15 years and over","Total, all persons","4",0.4
"2022","Prairies","Care of adults","Total, 15 years and over","Men+","4",0.4
"2022","Prairies","Care of adults","Total, 15 years and over","Women+","4",0.4
"2022","Prairies","Care of adults","15 to 24 years","Total, all persons","4",
"2022","Prairies","Care of adults","15 to 24 years","Men+","4",
"2022","Prairies","Care of adults","15 to 24 years","Women+","4",
"2022","Prairies","Care of adults","25 to 54 years","Total, all persons","4",0.4
"2022","Prairies","Care of adults","25 to 54 years","Men+","4",0.4
"2022","Prairies","Care of adults","25 to 54 years","Women+","4",0.4
"2022","Prairies","Care of adults","25 to 34 years","Total, all persons","4",
"2022","Prairies","Care of adults","25 to 34 years","Men+","4",
"2022","Prairies","Care of adults","25 to 34 years","Women+","4",
"2022","Prairies","Care of adults","35 to 44 years","Total, all persons","4",0.4
"2022","Prairies","Care of adults","35 to 44 years","Men+","4",
"2022","Prairies","Care of adults","35 to 44 years","Women+","4",0.4
"2022","Prairies","Care of adults","45 to 54 years","Total, all persons","4",0.4
"2022","Prairies","Care of adults","45 to 54 years","Men+","4",0.4
"2022","Prairies","Care of adults","45 to 54 years","Women+","4",0.8
"2022","Prairies","Care of adults","55 to 64 years","Total, all persons","4",0.8
"2022","Prairies","Care of adults","55 to 64 years","Men+","4",0.4
"2022","Prairies","Care of adults","55 to 64 years","Women+","4",
"2022","Prairies","Care of adults","65 years and over","Total, all persons","4",0.4
"2022","Prairies","Care of adults","65 years and over","Men+","4",0.4
"2022","Prairies","Care of adults","65 years and over","Women+","4",0.4
"2022","Prairies","Shopping for goods or services","Total, 15 years and over","Total, all persons","4",1.7
"2022","Prairies","Shopping for goods or services","Total, 15 years and over","Men+","4",1.7
"2022","Prairies","Shopping for goods or services","Total, 15 years and over","Women+","4",1.7
"2022","Prairies","Shopping for goods or services","15 to 24 years","Total, all persons","4",
"2022","Prairies","Shopping for goods or services","15 to 24 years","Men+","4",
"2022","Prairies","Shopping for goods or services","15 to 24 years","Women+","4",
"2022","Prairies","Shopping for goods or services","25 to 54 years","Total, all persons","4",1.3
"2022","Prairies","Shopping for goods or services","25 to 54 years","Men+","4",1.3
"2022","Prairies","Shopping for goods or services","25 to 54 years","Women+","4",1.7
"2022","Prairies","Shopping for goods or services","25 to 34 years","Total, all persons","4",1.3
"2022","Prairies","Shopping for goods or services","25 to 34 years","Men+","4",0.8
"2022","Prairies","Shopping for goods or services","25 to 34 years","Women+","4",1.3
"2022","Prairies","Shopping for goods or services","35 to 44 years","Total, all persons","4",1.7
"2022","Prairies","Shopping for goods or services","35 to 44 years","Men+","4",1.7
"2022","Prairies","Shopping for goods or services","35 to 44 years","Women+","4",1.3
"2022","Prairies","Shopping for goods or services","45 to 54 years","Total, all persons","4",1.7
"2022","Prairies","Shopping for goods or services","45 to 54 years","Men+","4",1.3
"2022","Prairies","Shopping for goods or services","45 to 54 years","Women+","4",2.5
"2022","Prairies","Shopping for goods or services","55 to 64 years","Total, all persons","4",1.7
"2022","Prairies","Shopping for goods or services","55 to 64 years","Men+","4",2.1
"2022","Prairies","Shopping for goods or services","55 to 64 years","Women+","4",1.7
"2022","Prairies","Shopping for goods or services","65 years and over","Total, all persons","4",2.5
"2022","Prairies","Shopping for goods or services","65 years and over","Men+","4",2.5
"2022","Prairies","Shopping for goods or services","65 years and over","Women+","4",2.5
"2022","British Columbia","Total, unpaid work activities","Total, 15 years and over","Total, all persons","59",12.5
"2022","British Columbia","Total, unpaid work activities","Total, 15 years and over","Men+","59",10.4
"2022","British Columbia","Total, unpaid work activities","Total, 15 years and over","Women+","59",14.2
"2022","British Columbia","Total, unpaid work activities","15 to 24 years","Total, all persons","59",
"2022","British Columbia","Total, unpaid work activities","15 to 24 years","Men+","59",
"2022","British Columbia","Total, unpaid work activities","15 to 24 years","Women+","59",
"2022","British Columbia","Total, unpaid work activities","25 to 54 years","Total, all persons","59",12.9
"2022","British Columbia","Total, unpaid work activities","25 to 54 years","Men+","59",9.6
"2022","British Columbia","Total, unpaid work activities","25 to 54 years","Women+","59",15.8
"2022","British Columbia","Total, unpaid work activities","25 to 34 years","Total, all persons","59",10.8
"2022","British Columbia","Total, unpaid work activities","25 to 34 years","Men+","59",7.1
"2022","British Columbia","Total, unpaid work activities","25 to 34 years","Women+","59",14.6
"2022","British Columbia","Total, unpaid work activities","35 to 44 years","Total, all persons","59",14.2
"2022","British Columbia","Total, unpaid work activities","35 to 44 years","Men+","59",10.8
"2022","British Columbia","Total, unpaid work activities","35 to 44 years","Women+","59",17.5
"2022","British Columbia","Total, unpaid work activities","45 to 54 years","Total, all persons","59",13.8
"2022","British Columbia","Total, unpaid work activities","45 to 54 years","Men+","59",12.1
"2022","British Columbia","Total, unpaid work activities","45 to 54 years","Women+","59",15.4
"2022","British Columbia","Total, unpaid work activities","55 to 64 years","Total, all persons","59",15
"2022","British Columbia","Total, unpaid work activities","55 to 64 years","Men+","59",12.5
"2022","British Columbia","Total, unpaid work activities","55 to 64 years","Women+","59",17.1
"2022","British Columbia","Total, unpaid work activities","65 years and over","Total, all persons","59",15.4
"2022","British Columbia","Total, unpaid work activities","65 years and over","Men+","59",14.2
"2022","British Columbia","Total, unpaid work activities","65 years and over","Women+","59",16.7
"2022","British Columbia","Unpaid household work","Total, 15 years and over","Total, all persons","59",8.8
"2022","British Columbia","Unpaid household work","Total, 15 years and over","Men+","59",7.5
"2022","British Columbia","Unpaid household work","Total, 15 years and over","Women+","59",9.6
"2022","British Columbia","Unpaid household work","15 to 24 years","Total, all persons","59",
"2022","British Columbia","Unpaid household work","15 to 24 years","Men+","59",
"2022","British Columbia","Unpaid household work","15 to 24 years","Women+","59",
"2022","British Columbia","Unpaid household work","25 to 54 years","Total, all persons","59",7.5
"2022","British Columbia","Unpaid household work","25 to 54 years","Men+","59",5.8
"2022","British Columbia","Unpaid household work","25 to 54 years","Women+","59",9.2
"2022","British Columbia","Unpaid household work","25 to 34 years","Total, all persons","59",5.4
"2022","British Columbia","Unpaid household work","25 to 34 years","Men+","59",4.2
"2022","British Columbia","Unpaid household work","25 to 34 years","Women+","59",7.1
"2022","British Columbia","Unpaid household work","35 to 44 years","Total, all persons","59",7.5
"2022","British Columbia","Unpaid household work","35 to 44 years","Men+","59",6.3
"2022","British Columbia","Unpaid household work","35 to 44 years","Women+","59",8.8
"2022","British Columbia","Unpaid household work","45 to 54 years","Total, all persons","59",10
"2022","British Columbia","Unpaid household work","45 to 54 years","Men+","59",7.9
"2022","British Columbia","Unpaid household work","45 to 54 years","Women+","59",11.7
"2022","British Columbia","Unpaid household work","55 to 64 years","Total, all persons","59",12.5
"2022","British Columbia","Unpaid household work","55 to 64 years","Men+","59",11.3
"2022","British Columbia","Unpaid household work","55 to 64 years","Women+","59",13.3
"2022","British Columbia","Unpaid household work","65 years and over","Total, all persons","59",11.7
"2022","British Columbia","Unpaid household work","65 years and over","Men+","59",10.8
"2022","British Columbia","Unpaid household work","65 years and over","Women+","59",12.9
"2022","British Columbia","Care of children under 18 years","Total, 15 years and over","Total, all persons","59",1.7
"2022","British Columbia","Care of children under 18 years","Total, 15 years and over","Men+","59",1.3
"2022","British Columbia","Care of children under 18 years","Total, 15 years and over","Women+","59",2.5
"2022","British Columbia","Care of children under 18 years","15 to 24 years","Total, all persons","59",
"2022","British Columbia","Care of children under 18 years","15 to 24 years","Men+","59",
"2022","British Columbia","Care of children under 18 years","15 to 24 years","Women+","59",
"2022","British Columbia","Care of children under 18 years","25 to 54 years","Total, all persons","59",3.8
"2022","British Columbia","Care of children under 18 years","25 to 54 years","Men+","59",2.1
"2022","British Columbia","Care of children under 18 years","25 to 54 years","Women+","59",5
"2022","British Columbia","Care of children under 18 years","25 to 34 years","Total, all persons","59",3.8
"2022","British Columbia","Care of children under 18 years","25 to 34 years","Men+","59",
"2022","British Columbia","Care of children under 18 years","25 to 34 years","Women+","59",6.3
"2022","British Columbia","Care of children under 18 years","35 to 44 years","Total, all persons","59",5.4
"2022","British Columbia","Care of children under 18 years","35 to 44 years","Men+","59",3.8
"2022","British Columbia","Care of children under 18 years","35 to 44 years","Women+","59",7.1
"2022","British Columbia","Care of children under 18 years","45 to 54 years","Total, all persons","59",1.7
"2022","British Columbia","Care of children under 18 years","45 to 54 years","Men+","59",2.1
"2022","British Columbia","Care of children under 18 years","45 to 54 years","Women+","59",0.8
"2022","British Columbia","Care of children under 18 years","55 to 64 years","Total, all persons","59",
"2022","British Columbia","Care of children under 18 years","55 to 64 years","Men+","59",
"2022","British Columbia","Care of children under 18 years","55 to 64 years","Women+","59",
"2022","British Columbia","Care of children under 18 years","65 years and over","Total, all persons","59",0.4
"2022","British Columbia","Care of children under 18 years","65 years and over","Men+","59",
"2022","British Columbia","Care of children under 18 years","65 years and over","Women+","59",
"2022","British Columbia","Care of adults","Total, 15 years and over","Total, all persons","59",0.4
"2022","British Columbia","Care of adults","Total, 15 years and over","Men+","59",0.4
"2022","British Columbia","Care of adults","Total, 15 years and over","Women+","59",0.4
"2022","British Columbia","Care of adults","15 to 24 years","Total, all persons","59",
"2022","British Columbia","Care of adults","15 to 24 years","Men+","59",
"2022","British Columbia","Care of adults","15 to 24 years","Women+","59",
"2022","British Columbia","Care of adults","25 to 54 years","Total, all persons","59",
"2022","British Columbia","Care of adults","25 to 54 years","Men+","59",
"2022","British Columbia","Care of adults","25 to 54 years","Women+","59",0.4
"2022","British Columbia","Care of adults","25 to 34 years","Total, all persons","59",
"2022","British Columbia","Care of adults","25 to 34 years","Men+","59",
"2022","British Columbia","Care of adults","25 to 34 years","Women+","59",
"2022","British Columbia","Care of adults","35 to 44 years","Total, all persons","59",
"2022","British Columbia","Care of adults","35 to 44 years","Men+","59",
"2022","British Columbia","Care of adults","35 to 44 years","Women+","59",
"2022","British Columbia","Care of adults","45 to 54 years","Total, all persons","59",
"2022","British Columbia","Care of adults","45 to 54 years","Men+","59",
"2022","British Columbia","Care of adults","45 to 54 years","Women+","59",
"2022","British Columbia","Care of adults","55 to 64 years","Total, all persons","59",0.8
"2022","British Columbia","Care of adults","55 to 64 years","Men+","59",
"2022","British Columbia","Care of adults","55 to 64 years","Women+","59",1.3
"2022","British Columbia","Care of adults","65 years and over","Total, all persons","59",0.8
"2022","British Columbia","Care of adults","65 years and over","Men+","59",0.8
"2022","British Columbia","Care of adults","65 years and over","Women+","59",0.8
"2022","British Columbia","Shopping for goods or services","Total, 15 years and over","Total, all persons","59",1.7
"2022","British Columbia","Shopping for goods or services","Total, 15 years and over","Men+","59",1.3
"2022","British Columbia","Shopping for goods or services","Total, 15 years and over","Women+","59",1.7
"2022","British Columbia","Shopping for goods or services","15 to 24 years","Total, all persons","59",
"2022","British Columbia","Shopping for goods or services","15 to 24 years","Men+","59",
"2022","British Columbia","Shopping for goods or services","15 to 24 years","Women+","59",
"2022","British Columbia","Shopping for goods or services","25 to 54 years","Total, all persons","59",1.7
"2022","British Columbia","Shopping for goods or services","25 to 54 years","Men+","59",1.7
"2022","British Columbia","Shopping for goods or services","25 to 54 years","Women+","59",1.7
"2022","British Columbia","Shopping for goods or services","25 to 34 years","Total, all persons","59",1.7
"2022","British Columbia","Shopping for goods or services","25 to 34 years","Men+","59",2.1
"2022","British Columbia","Shopping for goods or services","25 to 34 years","Women+","59",1.3
"2022","British Columbia","Shopping for goods or services","35 to 44 years","Total, all persons","59",1.3
"2022","British Columbia","Shopping for goods or services","35 to 44 years","Men+","59",0.8
"2022","British Columbia","Shopping for goods or services","35 to 44 years","Women+","59",1.3
"2022","British Columbia","Shopping for goods or services","45 to 54 years","Total, all persons","59",2.1
"2022","British Columbia","Shopping for goods or services","45 to 54 years","Men+","59",1.7
"2022","British Columbia","Shopping for goods or services","45 to 54 years","Women+","59",2.1
"2022","British Columbia","Shopping for goods or services","55 to 64 years","Total, all persons","59",1.7
"2022","British Columbia","Shopping for goods or services","55 to 64 years","Men+","59",1.3
"2022","British Columbia","Shopping for goods or services","55 to 64 years","Women+","59",2.1
"2022","British Columbia","Shopping for goods or services","65 years and over","Total, all persons","59",2.5
"2022","British Columbia","Shopping for goods or services","65 years and over","Men+","59",2.1
"2022","British Columbia","Shopping for goods or services","65 years and over","Women+","59",2.5
