"Year","Age at time of death","Sex","Causes of death","Value"
"2021","45 to 54 years","Both sexes","Cerebrovascular diseases",6.3
"2021","45 to 54 years","Both sexes","Atherosclerosis",0.1
"2021","45 to 54 years","Both sexes","Aortic aneurysm and dissection",1.4
"2021","45 to 54 years","Both sexes","Chronic lower respiratory diseases",2.5
"2021","45 to 54 years","Both sexes","Pneumoconioses and chemical effects",0.1
"2021","45 to 54 years","Both sexes","Pneumonitis due to solids and liquids",0.6
"2021","45 to 54 years","Males","Malignant neoplasms",65.3
"2021","45 to 54 years","Males","Diabetes mellitus",8.5
"2021","45 to 54 years","Males","Diseases of heart",53.9
"2021","45 to 54 years","Males","Essential hypertension and hypertensive renal disease",0.4
"2021","45 to 54 years","Males","Cerebrovascular diseases",7.5
"2021","45 to 54 years","Males","Atherosclerosis",0.1
"2021","45 to 54 years","Males","Aortic aneurysm and dissection",2.5
"2021","45 to 54 years","Males","Chronic lower respiratory diseases",3.1
"2021","45 to 54 years","Males","Pneumoconioses and chemical effects",0.1
"2021","45 to 54 years","Males","Pneumonitis due to solids and liquids",1
"2021","45 to 54 years","Females","Malignant neoplasms",74.7
"2021","45 to 54 years","Females","Diabetes mellitus",4.2
"2021","45 to 54 years","Females","Diseases of heart",15.5
"2021","45 to 54 years","Females","Essential hypertension and hypertensive renal disease",0.2
"2021","45 to 54 years","Females","Cerebrovascular diseases",5.2
"2021","45 to 54 years","Females","Atherosclerosis",0.1
"2021","45 to 54 years","Females","Aortic aneurysm and dissection",0.2
"2021","45 to 54 years","Females","Chronic lower respiratory diseases",1.9
"2021","45 to 54 years","Females","Pneumoconioses and chemical effects",0.2
"2021","45 to 54 years","Females","Pneumonitis due to solids and liquids",0.2
"2021","45 to 49 years","Both sexes","Malignant neoplasms",47.9
"2021","45 to 49 years","Both sexes","Diabetes mellitus",4.7
"2021","45 to 49 years","Both sexes","Diseases of heart",24.4
"2021","45 to 49 years","Both sexes","Essential hypertension and hypertensive renal disease",0.1
"2021","45 to 49 years","Both sexes","Cerebrovascular diseases",4.8
"2021","45 to 49 years","Both sexes","Atherosclerosis",0
"2021","45 to 49 years","Both sexes","Aortic aneurysm and dissection",1.1
"2021","45 to 49 years","Both sexes","Chronic lower respiratory diseases",1.4
"2021","45 to 49 years","Both sexes","Pneumoconioses and chemical effects",0
"2021","45 to 49 years","Both sexes","Pneumonitis due to solids and liquids",0.4
"2021","45 to 49 years","Males","Malignant neoplasms",40.6
"2021","45 to 49 years","Males","Diabetes mellitus",6.8
"2021","45 to 49 years","Males","Diseases of heart",37
"2021","45 to 49 years","Males","Essential hypertension and hypertensive renal disease",0.2
"2021","45 to 49 years","Males","Cerebrovascular diseases",6.4
"2021","45 to 49 years","Males","Atherosclerosis",0.1
"2021","45 to 49 years","Males","Aortic aneurysm and dissection",1.9
"2021","45 to 49 years","Males","Chronic lower respiratory diseases",2.2
"2021","45 to 49 years","Males","Pneumoconioses and chemical effects",0.1
"2021","45 to 49 years","Males","Pneumonitis due to solids and liquids",0.7
"2021","45 to 49 years","Females","Malignant neoplasms",55.2
"2021","45 to 49 years","Females","Diabetes mellitus",2.7
"2021","45 to 49 years","Females","Diseases of heart",11.9
"2021","45 to 49 years","Females","Essential hypertension and hypertensive renal disease",0.1
"2021","45 to 49 years","Females","Cerebrovascular diseases",3.2
"2021","45 to 49 years","Females","Atherosclerosis",0
"2021","45 to 49 years","Females","Aortic aneurysm and dissection",0.3
"2021","45 to 49 years","Females","Chronic lower respiratory diseases",0.6
"2021","45 to 49 years","Females","Pneumoconioses and chemical effects",0
"2021","45 to 49 years","Females","Pneumonitis due to solids and liquids",0.1
"2021","50 to 54 years","Both sexes","Malignant neoplasms",91.6
"2021","50 to 54 years","Both sexes","Diabetes mellitus",7.9
"2021","50 to 54 years","Both sexes","Diseases of heart",44.5
"2021","50 to 54 years","Both sexes","Essential hypertension and hypertensive renal disease",0.5
"2021","50 to 54 years","Both sexes","Cerebrovascular diseases",7.9
"2021","50 to 54 years","Both sexes","Atherosclerosis",0.1
"2021","50 to 54 years","Both sexes","Aortic aneurysm and dissection",1.6
"2021","50 to 54 years","Both sexes","Chronic lower respiratory diseases",3.5
"2021","50 to 54 years","Both sexes","Pneumoconioses and chemical effects",0.1
"2021","50 to 54 years","Both sexes","Pneumonitis due to solids and liquids",0.7
"2021","50 to 54 years","Males","Malignant neoplasms",89.5
"2021","50 to 54 years","Males","Diabetes mellitus",10.2
"2021","50 to 54 years","Males","Diseases of heart",70.6
"2021","50 to 54 years","Males","Essential hypertension and hypertensive renal disease",0.7
"2021","50 to 54 years","Males","Cerebrovascular diseases",8.6
"2021","50 to 54 years","Males","Atherosclerosis",0.2
"2021","50 to 54 years","Males","Aortic aneurysm and dissection",3
"2021","50 to 54 years","Males","Chronic lower respiratory diseases",4
"2021","50 to 54 years","Males","Pneumoconioses and chemical effects",0.1
"2021","50 to 54 years","Males","Pneumonitis due to solids and liquids",1.2
"2021","50 to 54 years","Females","Malignant neoplasms",93.7
"2021","50 to 54 years","Females","Diabetes mellitus",5.6
"2021","50 to 54 years","Females","Diseases of heart",19
"2021","50 to 54 years","Females","Essential hypertension and hypertensive renal disease",0.3
"2021","50 to 54 years","Females","Cerebrovascular diseases",7.2
"2021","50 to 54 years","Females","Atherosclerosis",0.1
"2021","50 to 54 years","Females","Aortic aneurysm and dissection",0.2
"2021","50 to 54 years","Females","Chronic lower respiratory diseases",3.1
"2021","50 to 54 years","Females","Pneumoconioses and chemical effects",0.2
"2021","50 to 54 years","Females","Pneumonitis due to solids and liquids",0.2
"2021","55 to 64 years","Both sexes","Malignant neoplasms",230.6
"2021","55 to 64 years","Both sexes","Diabetes mellitus",16.6
"2021","55 to 64 years","Both sexes","Diseases of heart",100.5
"2021","55 to 64 years","Both sexes","Essential hypertension and hypertensive renal disease",1.5
"2021","55 to 64 years","Both sexes","Cerebrovascular diseases",16.2
"2021","55 to 64 years","Both sexes","Atherosclerosis",0.5
"2021","55 to 64 years","Both sexes","Aortic aneurysm and dissection",2.8
"2021","55 to 64 years","Both sexes","Chronic lower respiratory diseases",17.3
"2021","55 to 64 years","Both sexes","Pneumoconioses and chemical effects",0
"2021","55 to 64 years","Both sexes","Pneumonitis due to solids and liquids",1.6
"2021","55 to 64 years","Males","Malignant neoplasms",243.2
"2021","55 to 64 years","Males","Diabetes mellitus",21.7
"2021","55 to 64 years","Males","Diseases of heart",151.9
"2021","55 to 64 years","Males","Essential hypertension and hypertensive renal disease",1.8
"2021","55 to 64 years","Males","Cerebrovascular diseases",18.6
"2021","55 to 64 years","Males","Atherosclerosis",0.8
"2021","55 to 64 years","Males","Aortic aneurysm and dissection",4.4
"2021","55 to 64 years","Males","Chronic lower respiratory diseases",20.2
"2021","55 to 64 years","Males","Pneumoconioses and chemical effects",0
"2021","55 to 64 years","Males","Pneumonitis due to solids and liquids",2.2
"2021","55 to 64 years","Females","Malignant neoplasms",218.2
"2021","55 to 64 years","Females","Diabetes mellitus",11.6
"2021","55 to 64 years","Females","Diseases of heart",49.9
"2021","55 to 64 years","Females","Essential hypertension and hypertensive renal disease",1.2
"2021","55 to 64 years","Females","Cerebrovascular diseases",13.8
"2021","55 to 64 years","Females","Atherosclerosis",0.3
"2021","55 to 64 years","Females","Aortic aneurysm and dissection",1.2
"2021","55 to 64 years","Females","Chronic lower respiratory diseases",14.4
"2021","55 to 64 years","Females","Pneumoconioses and chemical effects",0
"2021","55 to 64 years","Females","Pneumonitis due to solids and liquids",1
"2021","55 to 59 years","Both sexes","Malignant neoplasms",171.1
"2021","55 to 59 years","Both sexes","Diabetes mellitus",14
"2021","55 to 59 years","Both sexes","Diseases of heart",77.7
"2021","55 to 59 years","Both sexes","Essential hypertension and hypertensive renal disease",1.2
"2021","55 to 59 years","Both sexes","Cerebrovascular diseases",11.6
"2021","55 to 59 years","Both sexes","Atherosclerosis",0.4
"2021","55 to 59 years","Both sexes","Aortic aneurysm and dissection",2.4
"2021","55 to 59 years","Both sexes","Chronic lower respiratory diseases",10.3
"2021","55 to 59 years","Both sexes","Pneumoconioses and chemical effects",0
"2021","55 to 59 years","Both sexes","Pneumonitis due to solids and liquids",1.2
"2021","55 to 59 years","Males","Malignant neoplasms",173.1
"2021","55 to 59 years","Males","Diabetes mellitus",18.9
"2021","55 to 59 years","Males","Diseases of heart",117.8
"2021","55 to 59 years","Males","Essential hypertension and hypertensive renal disease",1.6
"2021","55 to 59 years","Males","Cerebrovascular diseases",12.8
"2021","55 to 59 years","Males","Atherosclerosis",0.8
"2021","55 to 59 years","Males","Aortic aneurysm and dissection",3.7
"2021","55 to 59 years","Males","Chronic lower respiratory diseases",12.5
"2021","55 to 59 years","Males","Pneumoconioses and chemical effects",0
"2021","55 to 59 years","Males","Pneumonitis due to solids and liquids",1.6
"2021","55 to 59 years","Females","Malignant neoplasms",169.1
"2021","55 to 59 years","Females","Diabetes mellitus",9
"2021","55 to 59 years","Females","Diseases of heart",37.9
"2021","55 to 59 years","Females","Essential hypertension and hypertensive renal disease",0.8
"2021","55 to 59 years","Females","Cerebrovascular diseases",10.3
"2021","55 to 59 years","Females","Atherosclerosis",0
"2021","55 to 59 years","Females","Aortic aneurysm and dissection",1
"2021","55 to 59 years","Females","Chronic lower respiratory diseases",8.2
"2021","55 to 59 years","Females","Pneumoconioses and chemical effects",0
"2021","55 to 59 years","Females","Pneumonitis due to solids and liquids",0.7
"2021","60 to 64 years","Both sexes","Malignant neoplasms",291.9
"2021","60 to 64 years","Both sexes","Diabetes mellitus",19.3
"2021","60 to 64 years","Both sexes","Diseases of heart",124
"2021","60 to 64 years","Both sexes","Essential hypertension and hypertensive renal disease",1.8
"2021","60 to 64 years","Both sexes","Cerebrovascular diseases",20.9
"2021","60 to 64 years","Both sexes","Atherosclerosis",0.5
"2021","60 to 64 years","Both sexes","Aortic aneurysm and dissection",3.2
"2021","60 to 64 years","Both sexes","Chronic lower respiratory diseases",24.5
"2021","60 to 64 years","Both sexes","Pneumoconioses and chemical effects",0
"2021","60 to 64 years","Both sexes","Pneumonitis due to solids and liquids",2.1
"2021","60 to 64 years","Males","Malignant neoplasms",316
"2021","60 to 64 years","Males","Diabetes mellitus",24.6
"2021","60 to 64 years","Males","Diseases of heart",187.4
"2021","60 to 64 years","Males","Essential hypertension and hypertensive renal disease",2
"2021","60 to 64 years","Males","Cerebrovascular diseases",24.6
"2021","60 to 64 years","Males","Atherosclerosis",0.8
"2021","60 to 64 years","Males","Aortic aneurysm and dissection",5.1
"2021","60 to 64 years","Males","Chronic lower respiratory diseases",28.2
"2021","60 to 64 years","Males","Pneumoconioses and chemical effects",0
"2021","60 to 64 years","Males","Pneumonitis due to solids and liquids",2.7
"2021","60 to 64 years","Females","Malignant neoplasms",268.3
"2021","60 to 64 years","Females","Diabetes mellitus",14.2
"2021","60 to 64 years","Females","Diseases of heart",62.2
"2021","60 to 64 years","Females","Essential hypertension and hypertensive renal disease",1.6
"2021","60 to 64 years","Females","Cerebrovascular diseases",17.4
"2021","60 to 64 years","Females","Atherosclerosis",0.3
"2021","60 to 64 years","Females","Aortic aneurysm and dissection",1.4
"2021","60 to 64 years","Females","Chronic lower respiratory diseases",20.8
"2021","60 to 64 years","Females","Pneumoconioses and chemical effects",0
"2021","60 to 64 years","Females","Pneumonitis due to solids and liquids",1.4
"2021","65 to 74 years","Both sexes","Malignant neoplasms",570.8
"2021","65 to 74 years","Both sexes","Diabetes mellitus",41.6
"2021","65 to 74 years","Both sexes","Diseases of heart",238.3
"2021","65 to 74 years","Both sexes","Essential hypertension and hypertensive renal disease",5.8
"2021","65 to 74 years","Both sexes","Cerebrovascular diseases",48.7
"2021","65 to 74 years","Both sexes","Atherosclerosis",1.5
"2021","65 to 74 years","Both sexes","Aortic aneurysm and dissection",8.2
"2021","65 to 74 years","Both sexes","Chronic lower respiratory diseases",66
"2021","65 to 74 years","Both sexes","Pneumoconioses and chemical effects",0.5
"2021","65 to 74 years","Both sexes","Pneumonitis due to solids and liquids",4.9
"2021","65 to 74 years","Males","Malignant neoplasms",655.4
"2021","65 to 74 years","Males","Diabetes mellitus",50.8
"2021","65 to 74 years","Males","Diseases of heart",338.3
"2021","65 to 74 years","Males","Essential hypertension and hypertensive renal disease",6.9
"2021","65 to 74 years","Males","Cerebrovascular diseases",55.9
"2021","65 to 74 years","Males","Atherosclerosis",2.2
"2021","65 to 74 years","Males","Aortic aneurysm and dissection",12.4
"2021","65 to 74 years","Males","Chronic lower respiratory diseases",74
"2021","65 to 74 years","Males","Pneumoconioses and chemical effects",0.8
"2021","65 to 74 years","Males","Pneumonitis due to solids and liquids",6.8
"2021","65 to 74 years","Females","Malignant neoplasms",491.9
"2021","65 to 74 years","Females","Diabetes mellitus",33
"2021","65 to 74 years","Females","Diseases of heart",144.8
"2021","65 to 74 years","Females","Essential hypertension and hypertensive renal disease",4.7
"2021","65 to 74 years","Females","Cerebrovascular diseases",42
"2021","65 to 74 years","Females","Atherosclerosis",0.9
"2021","65 to 74 years","Females","Aortic aneurysm and dissection",4.2
"2021","65 to 74 years","Females","Chronic lower respiratory diseases",58.5
"2021","65 to 74 years","Females","Pneumoconioses and chemical effects",0.1
"2021","65 to 74 years","Females","Pneumonitis due to solids and liquids",3.1
"2021","65 to 69 years","Both sexes","Malignant neoplasms",470.7
"2021","65 to 69 years","Both sexes","Diabetes mellitus",33.8
"2021","65 to 69 years","Both sexes","Diseases of heart",187.6
"2021","65 to 69 years","Both sexes","Essential hypertension and hypertensive renal disease",4.5
"2021","65 to 69 years","Both sexes","Cerebrovascular diseases",36.6
"2021","65 to 69 years","Both sexes","Atherosclerosis",1.4
"2021","65 to 69 years","Both sexes","Aortic aneurysm and dissection",6.6
"2021","65 to 69 years","Both sexes","Chronic lower respiratory diseases",50.6
"2021","65 to 69 years","Both sexes","Pneumoconioses and chemical effects",0.1
"2021","65 to 69 years","Both sexes","Pneumonitis due to solids and liquids",3.2
"2021","65 to 69 years","Males","Malignant neoplasms",535
"2021","65 to 69 years","Males","Diabetes mellitus",41.6
"2021","65 to 69 years","Males","Diseases of heart",275.1
"2021","65 to 69 years","Males","Essential hypertension and hypertensive renal disease",5.6
"2021","65 to 69 years","Males","Cerebrovascular diseases",41.7
"2021","65 to 69 years","Males","Atherosclerosis",2.3
"2021","65 to 69 years","Males","Aortic aneurysm and dissection",10.1
"2021","65 to 69 years","Males","Chronic lower respiratory diseases",60.5
"2021","65 to 69 years","Males","Pneumoconioses and chemical effects",0.1
"2021","65 to 69 years","Males","Pneumonitis due to solids and liquids",4.7
"2021","65 to 69 years","Females","Malignant neoplasms",410.1
"2021","65 to 69 years","Females","Diabetes mellitus",26.4
"2021","65 to 69 years","Females","Diseases of heart",104.9
"2021","65 to 69 years","Females","Essential hypertension and hypertensive renal disease",3.5
"2021","65 to 69 years","Females","Cerebrovascular diseases",31.7
"2021","65 to 69 years","Females","Atherosclerosis",0.5
"2021","65 to 69 years","Females","Aortic aneurysm and dissection",3.3
"2021","65 to 69 years","Females","Chronic lower respiratory diseases",41.3
"2021","65 to 69 years","Females","Pneumoconioses and chemical effects",0.2
"2021","65 to 69 years","Females","Pneumonitis due to solids and liquids",1.8
"2021","70 to 74 years","Both sexes","Malignant neoplasms",691.6
"2021","70 to 74 years","Both sexes","Diabetes mellitus",51
"2021","70 to 74 years","Both sexes","Diseases of heart",299.4
"2021","70 to 74 years","Both sexes","Essential hypertension and hypertensive renal disease",7.3
"2021","70 to 74 years","Both sexes","Cerebrovascular diseases",63.4
"2021","70 to 74 years","Both sexes","Atherosclerosis",1.6
"2021","70 to 74 years","Both sexes","Aortic aneurysm and dissection",10.1
"2021","70 to 74 years","Both sexes","Chronic lower respiratory diseases",84.5
"2021","70 to 74 years","Both sexes","Pneumoconioses and chemical effects",0.9
"2021","70 to 74 years","Both sexes","Pneumonitis due to solids and liquids",6.9
"2021","70 to 74 years","Males","Malignant neoplasms",802.2
"2021","70 to 74 years","Males","Diabetes mellitus",62.1
"2021","70 to 74 years","Males","Diseases of heart",415.4
"2021","70 to 74 years","Males","Essential hypertension and hypertensive renal disease",8.5
"2021","70 to 74 years","Males","Cerebrovascular diseases",73.3
"2021","70 to 74 years","Males","Atherosclerosis",2
"2021","70 to 74 years","Males","Aortic aneurysm and dissection",15.2
"2021","70 to 74 years","Males","Chronic lower respiratory diseases",90.4
"2021","70 to 74 years","Males","Pneumoconioses and chemical effects",1.7
"2021","70 to 74 years","Males","Pneumonitis due to solids and liquids",9.4
"2021","70 to 74 years","Females","Malignant neoplasms",589.5
"2021","70 to 74 years","Females","Diabetes mellitus",40.8
"2021","70 to 74 years","Females","Diseases of heart",192.4
"2021","70 to 74 years","Females","Essential hypertension and hypertensive renal disease",6.3
"2021","70 to 74 years","Females","Cerebrovascular diseases",54.3
"2021","70 to 74 years","Females","Atherosclerosis",1.3
"2021","70 to 74 years","Females","Aortic aneurysm and dissection",5.3
"2021","70 to 74 years","Females","Chronic lower respiratory diseases",79
"2021","70 to 74 years","Females","Pneumoconioses and chemical effects",0.1
"2021","70 to 74 years","Females","Pneumonitis due to solids and liquids",4.6
"2021","75 to 84 years","Both sexes","Malignant neoplasms",1164.2
"2021","75 to 84 years","Both sexes","Diabetes mellitus",101
"2021","75 to 84 years","Both sexes","Diseases of heart",655.1
"2021","75 to 84 years","Both sexes","Essential hypertension and hypertensive renal disease",19.3
"2021","75 to 84 years","Both sexes","Cerebrovascular diseases",184.6
"2021","75 to 84 years","Both sexes","Atherosclerosis",5.9
"2021","75 to 84 years","Both sexes","Aortic aneurysm and dissection",21.9
"2021","75 to 84 years","Both sexes","Chronic lower respiratory diseases",175.2
"2021","75 to 84 years","Both sexes","Pneumoconioses and chemical effects",3
"2021","75 to 84 years","Both sexes","Pneumonitis due to solids and liquids",21.1
"2021","75 to 84 years","Males","Malignant neoplasms",1394.7
"2021","75 to 84 years","Males","Diabetes mellitus",123.7
"2021","75 to 84 years","Males","Diseases of heart",840.5
"2021","75 to 84 years","Males","Essential hypertension and hypertensive renal disease",21.5
"2021","75 to 84 years","Males","Cerebrovascular diseases",203.8
"2021","75 to 84 years","Males","Atherosclerosis",7.5
"2021","75 to 84 years","Males","Aortic aneurysm and dissection",27.9
"2021","75 to 84 years","Males","Chronic lower respiratory diseases",198.6
"2021","75 to 84 years","Males","Pneumoconioses and chemical effects",6.3
"2021","75 to 84 years","Males","Pneumonitis due to solids and liquids",28.9
"2021","75 to 84 years","Females","Malignant neoplasms",968.7
"2021","75 to 84 years","Females","Diabetes mellitus",81.8
"2021","75 to 84 years","Females","Diseases of heart",497.8
"2021","75 to 84 years","Females","Essential hypertension and hypertensive renal disease",17.5
"2021","75 to 84 years","Females","Cerebrovascular diseases",168.3
"2021","75 to 84 years","Females","Atherosclerosis",4.5
"2021","75 to 84 years","Females","Aortic aneurysm and dissection",16.8
"2021","75 to 84 years","Females","Chronic lower respiratory diseases",155.4
"2021","75 to 84 years","Females","Pneumoconioses and chemical effects",0.3
"2021","75 to 84 years","Females","Pneumonitis due to solids and liquids",14.5
"2021","75 to 79 years","Both sexes","Malignant neoplasms",1010
"2021","75 to 79 years","Both sexes","Diabetes mellitus",79.5
"2021","75 to 79 years","Both sexes","Diseases of heart",502.9
"2021","75 to 79 years","Both sexes","Essential hypertension and hypertensive renal disease",13.8
"2021","75 to 79 years","Both sexes","Cerebrovascular diseases",135.1
"2021","75 to 79 years","Both sexes","Atherosclerosis",4.7
"2021","75 to 79 years","Both sexes","Aortic aneurysm and dissection",17.3
"2021","75 to 79 years","Both sexes","Chronic lower respiratory diseases",145.9
"2021","75 to 79 years","Both sexes","Pneumoconioses and chemical effects",2.6
"2021","75 to 79 years","Both sexes","Pneumonitis due to solids and liquids",14.6
"2021","75 to 79 years","Males","Malignant neoplasms",1186.9
"2021","75 to 79 years","Males","Diabetes mellitus",99.2
"2021","75 to 79 years","Males","Diseases of heart",656.8
"2021","75 to 79 years","Males","Essential hypertension and hypertensive renal disease",15.9
"2021","75 to 79 years","Males","Cerebrovascular diseases",153.9
"2021","75 to 79 years","Males","Atherosclerosis",5.5
"2021","75 to 79 years","Males","Aortic aneurysm and dissection",22.2
"2021","75 to 79 years","Males","Chronic lower respiratory diseases",160.2
"2021","75 to 79 years","Males","Pneumoconioses and chemical effects",5.2
"2021","75 to 79 years","Males","Pneumonitis due to solids and liquids",20.4
"2021","75 to 79 years","Females","Malignant neoplasms",852.9
"2021","75 to 79 years","Females","Diabetes mellitus",62
"2021","75 to 79 years","Females","Diseases of heart",366
"2021","75 to 79 years","Females","Essential hypertension and hypertensive renal disease",12
"2021","75 to 79 years","Females","Cerebrovascular diseases",118.4
"2021","75 to 79 years","Females","Atherosclerosis",4
"2021","75 to 79 years","Females","Aortic aneurysm and dissection",12.9
"2021","75 to 79 years","Females","Chronic lower respiratory diseases",133.1
"2021","75 to 79 years","Females","Pneumoconioses and chemical effects",0.3
"2021","75 to 79 years","Females","Pneumonitis due to solids and liquids",9.5
"2021","80 to 84 years","Both sexes","Malignant neoplasms",1397.4
"2021","80 to 84 years","Both sexes","Diabetes mellitus",133.5
"2021","80 to 84 years","Both sexes","Diseases of heart",885.3
"2021","80 to 84 years","Both sexes","Essential hypertension and hypertensive renal disease",27.7
"2021","80 to 84 years","Both sexes","Cerebrovascular diseases",259.4
"2021","80 to 84 years","Both sexes","Atherosclerosis",7.7
"2021","80 to 84 years","Both sexes","Aortic aneurysm and dissection",28.9
"2021","80 to 84 years","Both sexes","Chronic lower respiratory diseases",219.6
"2021","80 to 84 years","Both sexes","Pneumoconioses and chemical effects",3.7
"2021","80 to 84 years","Both sexes","Pneumonitis due to solids and liquids",30.9
"2021","80 to 84 years","Males","Malignant neoplasms",1729.4
"2021","80 to 84 years","Males","Diabetes mellitus",163.1
"2021","80 to 84 years","Males","Diseases of heart",1136.3
"2021","80 to 84 years","Males","Essential hypertension and hypertensive renal disease",30.7
"2021","80 to 84 years","Males","Cerebrovascular diseases",284.1
"2021","80 to 84 years","Males","Atherosclerosis",10.8
"2021","80 to 84 years","Males","Aortic aneurysm and dissection",37.1
"2021","80 to 84 years","Males","Chronic lower respiratory diseases",260.5
"2021","80 to 84 years","Males","Pneumoconioses and chemical effects",8.1
"2021","80 to 84 years","Males","Pneumonitis due to solids and liquids",42.5
"2021","80 to 84 years","Females","Malignant neoplasms",1134.7
"2021","80 to 84 years","Females","Diabetes mellitus",110
"2021","80 to 84 years","Females","Diseases of heart",686.7
"2021","80 to 84 years","Females","Essential hypertension and hypertensive renal disease",25.3
"2021","80 to 84 years","Females","Cerebrovascular diseases",239.9
"2021","80 to 84 years","Females","Atherosclerosis",5.3
"2021","80 to 84 years","Females","Aortic aneurysm and dissection",22.4
"2021","80 to 84 years","Females","Chronic lower respiratory diseases",187.3
"2021","80 to 84 years","Females","Pneumoconioses and chemical effects",0.2
"2021","80 to 84 years","Females","Pneumonitis due to solids and liquids",21.7
"2021","85 and over","Both sexes","Malignant neoplasms",2084.5
"2021","85 and over","Both sexes","Diabetes mellitus",268.7
"2021","85 and over","Both sexes","Diseases of heart",2851.2
"2021","85 and over","Both sexes","Essential hypertension and hypertensive renal disease",144.8
"2021","85 and over","Both sexes","Cerebrovascular diseases",734.9
"2021","85 and over","Both sexes","Atherosclerosis",29
"2021","85 and over","Both sexes","Aortic aneurysm and dissection",58.5
"2021","85 and over","Both sexes","Chronic lower respiratory diseases",414.2
"2021","85 and over","Both sexes","Pneumoconioses and chemical effects",4.8
"2021","85 and over","Both sexes","Pneumonitis due to solids and liquids",132.1
"2021","85 and over","Males","Malignant neoplasms",2825.5
"2021","85 and over","Males","Diabetes mellitus",324.6
"2021","85 and over","Males","Diseases of heart",3216.5
"2021","85 and over","Males","Essential hypertension and hypertensive renal disease",124
"2021","85 and over","Males","Cerebrovascular diseases",707.6
"2021","85 and over","Males","Atherosclerosis",28
"2021","85 and over","Males","Aortic aneurysm and dissection",75.3
"2021","85 and over","Males","Chronic lower respiratory diseases",516.6
"2021","85 and over","Males","Pneumoconioses and chemical effects",12.7
"2021","85 and over","Males","Pneumonitis due to solids and liquids",197.1
"2021","85 and over","Females","Malignant neoplasms",1657.2
"2021","85 and over","Females","Diabetes mellitus",236.5
"2021","85 and over","Females","Diseases of heart",2640.5
"2021","85 and over","Females","Essential hypertension and hypertensive renal disease",156.8
"2021","85 and over","Females","Cerebrovascular diseases",750.7
"2021","85 and over","Females","Atherosclerosis",29.5
"2021","85 and over","Females","Aortic aneurysm and dissection",48.8
"2021","85 and over","Females","Chronic lower respiratory diseases",355.2
"2021","85 and over","Females","Pneumoconioses and chemical effects",0.3
"2021","85 and over","Females","Pneumonitis due to solids and liquids",94.6
"2021","85 to 89 years","Both sexes","Malignant neoplasms",1901.1
"2021","85 to 89 years","Both sexes","Diabetes mellitus",209.8
"2021","85 to 89 years","Both sexes","Diseases of heart",1805.2
"2021","85 to 89 years","Both sexes","Essential hypertension and hypertensive renal disease",73.1
"2021","85 to 89 years","Both sexes","Cerebrovascular diseases",495
"2021","85 to 89 years","Both sexes","Atherosclerosis",16.5
"2021","85 to 89 years","Both sexes","Aortic aneurysm and dissection",47.9
"2021","85 to 89 years","Both sexes","Chronic lower respiratory diseases",335.6
"2021","85 to 89 years","Both sexes","Pneumoconioses and chemical effects",4.6
"2021","85 to 89 years","Both sexes","Pneumonitis due to solids and liquids",79.8
"2021","85 to 89 years","Males","Malignant neoplasms",2513.4
"2021","85 to 89 years","Males","Diabetes mellitus",256.3
"2021","85 to 89 years","Males","Diseases of heart",2233.3
"2021","85 to 89 years","Males","Essential hypertension and hypertensive renal disease",83.5
"2021","85 to 89 years","Males","Cerebrovascular diseases",523
"2021","85 to 89 years","Males","Atherosclerosis",18.1
"2021","85 to 89 years","Males","Aortic aneurysm and dissection",58.7
"2021","85 to 89 years","Males","Chronic lower respiratory diseases",407.5
"2021","85 to 89 years","Males","Pneumoconioses and chemical effects",11
"2021","85 to 89 years","Males","Pneumonitis due to solids and liquids",120.3
"2021","85 to 89 years","Females","Malignant neoplasms",1489.6
"2021","85 to 89 years","Females","Diabetes mellitus",178.6
"2021","85 to 89 years","Females","Diseases of heart",1517.5
"2021","85 to 89 years","Females","Essential hypertension and hypertensive renal disease",66.1
"2021","85 to 89 years","Females","Cerebrovascular diseases",476.2
"2021","85 to 89 years","Females","Atherosclerosis",15.4
"2021","85 to 89 years","Females","Aortic aneurysm and dissection",40.7
"2021","85 to 89 years","Females","Chronic lower respiratory diseases",287.3
"2021","85 to 89 years","Females","Pneumoconioses and chemical effects",0.3
"2021","85 to 89 years","Females","Pneumonitis due to solids and liquids",52.6
"2021","90 years and over","Both sexes","Malignant neoplasms",2367.1
"2021","90 years and over","Both sexes","Diabetes mellitus",359.5
"2021","90 years and over","Both sexes","Diseases of heart",4462.3
"2021","90 years and over","Both sexes","Essential hypertension and hypertensive renal disease",255.2
"2021","90 years and over","Both sexes","Cerebrovascular diseases",1104.4
"2021","90 years and over","Both sexes","Atherosclerosis",48.1
"2021","90 years and over","Both sexes","Aortic aneurysm and dissection",74.7
"2021","90 years and over","Both sexes","Chronic lower respiratory diseases",535.2
"2021","90 years and over","Both sexes","Pneumoconioses and chemical effects",5
"2021","90 years and over","Both sexes","Pneumonitis due to solids and liquids",212.7
"2021","90 years and over","Males","Malignant neoplasms",3448.4
"2021","90 years and over","Males","Diabetes mellitus",460.9
"2021","90 years and over","Males","Diseases of heart",5178.8
"2021","90 years and over","Males","Essential hypertension and hypertensive renal disease",204.8
"2021","90 years and over","Males","Cerebrovascular diseases",1076.1
"2021","90 years and over","Males","Atherosclerosis",47.6
"2021","90 years and over","Males","Aortic aneurysm and dissection",108.6
"2021","90 years and over","Males","Chronic lower respiratory diseases",734.3
