"Year","Series","Data categories","Elements","Pillar","Value"
2020,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Agriculture and land use","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Resource use","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Energy use","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Pollution","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Built environment","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Environment subscore","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","All categories","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Population and vital statistics","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Education facilities","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Education outcomes","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Health facilities","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Health outcomes","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Reproductive health","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Food security and nutrition","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Gender statistics","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Crime and justice","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Poverty and income","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Social statistics subscore","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","National accounts","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Labor","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Price indexes","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Government finance","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Money and banking","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","International trade","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Balance of payments","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Agriculture and land use","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Resource use","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Energy use","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Pollution","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Built environment","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","Environment subscore","Non-proprietary",,100
2022,"Open Data Inventory (ODIN)","All categories","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Population and vital statistics","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Education facilities","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Education outcomes","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Health facilities","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Health outcomes","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Reproductive health","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Food security and nutrition","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Gender statistics","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Crime and justice","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Poverty and income","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Social statistics subscore","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","National accounts","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Labor","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Price indexes","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Government finance","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Money and banking","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","International trade","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Balance of payments","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Agriculture and land use","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Resource use","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Energy use","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Pollution","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Built environment","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","Environment subscore","Non-proprietary",,100
2024,"Open Data Inventory (ODIN)","All categories","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Population and vital statistics","Download options",,50
2016,"Open Data Inventory (ODIN)","Education facilities","Download options",,50
2016,"Open Data Inventory (ODIN)","Education outcomes","Download options",,50
2016,"Open Data Inventory (ODIN)","Health facilities","Download options",,0
2016,"Open Data Inventory (ODIN)","Health outcomes","Download options",,50
2016,"Open Data Inventory (ODIN)","Reproductive health","Download options",,50
2016,"Open Data Inventory (ODIN)","Gender statistics","Download options",,50
2016,"Open Data Inventory (ODIN)","Poverty and income","Download options",,50
2016,"Open Data Inventory (ODIN)","Social statistics subscore","Download options",,43.8
2016,"Open Data Inventory (ODIN)","National accounts","Download options",,50
2016,"Open Data Inventory (ODIN)","Labor","Download options",,50
2016,"Open Data Inventory (ODIN)","Price indexes","Download options",,50
2016,"Open Data Inventory (ODIN)","Government finance","Download options",,50
2016,"Open Data Inventory (ODIN)","Money and banking","Download options",,50
2016,"Open Data Inventory (ODIN)","International trade","Download options",,50
2016,"Open Data Inventory (ODIN)","Balance of payments","Download options",,50
2016,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Download options",,50
2016,"Open Data Inventory (ODIN)","Agriculture and land use","Download options",,50
2016,"Open Data Inventory (ODIN)","Resource use","Download options",,50
2016,"Open Data Inventory (ODIN)","Energy use","Download options",,50
2016,"Open Data Inventory (ODIN)","Pollution","Download options",,50
2016,"Open Data Inventory (ODIN)","Built environment","Download options",,50
2016,"Open Data Inventory (ODIN)","Environment subscore","Download options",,50
2016,"Open Data Inventory (ODIN)","All categories","Download options",,47.9
2017,"Open Data Inventory (ODIN)","Population and vital statistics","Download options",,50
2017,"Open Data Inventory (ODIN)","Education facilities","Download options",,100
2017,"Open Data Inventory (ODIN)","Education outcomes","Download options",,100
2017,"Open Data Inventory (ODIN)","Health facilities","Download options",,50
2017,"Open Data Inventory (ODIN)","Health outcomes","Download options",,100
2017,"Open Data Inventory (ODIN)","Reproductive health","Download options",,100
2017,"Open Data Inventory (ODIN)","Gender statistics","Download options",,100
2017,"Open Data Inventory (ODIN)","Crime and justice","Download options",,50
2017,"Open Data Inventory (ODIN)","Poverty and income","Download options",,50
2017,"Open Data Inventory (ODIN)","Social statistics subscore","Download options",,77.8
2017,"Open Data Inventory (ODIN)","National accounts","Download options",,50
2017,"Open Data Inventory (ODIN)","Labor","Download options",,100
2017,"Open Data Inventory (ODIN)","Price indexes","Download options",,50
2017,"Open Data Inventory (ODIN)","Government finance","Download options",,100
2017,"Open Data Inventory (ODIN)","Money and banking","Download options",,100
2017,"Open Data Inventory (ODIN)","International trade","Download options",,100
2017,"Open Data Inventory (ODIN)","Balance of payments","Download options",,100
2017,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Download options",,85.7
2017,"Open Data Inventory (ODIN)","Agriculture and land use","Download options",,100
2017,"Open Data Inventory (ODIN)","Resource use","Download options",,50
2017,"Open Data Inventory (ODIN)","Energy use","Download options",,100
2017,"Open Data Inventory (ODIN)","Pollution","Download options",,100
2017,"Open Data Inventory (ODIN)","Built environment","Download options",,100
2017,"Open Data Inventory (ODIN)","Environment subscore","Download options",,90
2017,"Open Data Inventory (ODIN)","All categories","Download options",,84.5
2018,"Open Data Inventory (ODIN)","Population and vital statistics","Download options",,50
2018,"Open Data Inventory (ODIN)","Education facilities","Download options",,50
2018,"Open Data Inventory (ODIN)","Education outcomes","Download options",,50
2018,"Open Data Inventory (ODIN)","Health facilities","Download options",,50
2018,"Open Data Inventory (ODIN)","Health outcomes","Download options",,50
2018,"Open Data Inventory (ODIN)","Reproductive health","Download options",,100
2018,"Open Data Inventory (ODIN)","Gender statistics","Download options",,100
2018,"Open Data Inventory (ODIN)","Crime and justice","Download options",,50
2018,"Open Data Inventory (ODIN)","Poverty and income","Download options",,100
2018,"Open Data Inventory (ODIN)","Social statistics subscore","Download options",,66.7
2018,"Open Data Inventory (ODIN)","National accounts","Download options",,50
2018,"Open Data Inventory (ODIN)","Labor","Download options",,50
2018,"Open Data Inventory (ODIN)","Price indexes","Download options",,50
2018,"Open Data Inventory (ODIN)","Government finance","Download options",,100
2018,"Open Data Inventory (ODIN)","Money and banking","Download options",,100
2018,"Open Data Inventory (ODIN)","International trade","Download options",,100
2018,"Open Data Inventory (ODIN)","Balance of payments","Download options",,100
2018,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Download options",,78.6
2018,"Open Data Inventory (ODIN)","Agriculture and land use","Download options",,50
2018,"Open Data Inventory (ODIN)","Resource use","Download options",,50
2018,"Open Data Inventory (ODIN)","Energy use","Download options",,50
2018,"Open Data Inventory (ODIN)","Pollution","Download options",,50
2018,"Open Data Inventory (ODIN)","Built environment","Download options",,50
2018,"Open Data Inventory (ODIN)","Environment subscore","Download options",,50
2018,"Open Data Inventory (ODIN)","All categories","Download options",,65.1
2020,"Open Data Inventory (ODIN)","Population and vital statistics","Download options",,100
2020,"Open Data Inventory (ODIN)","Education facilities","Download options",,50
2020,"Open Data Inventory (ODIN)","Education outcomes","Download options",,50
2020,"Open Data Inventory (ODIN)","Health facilities","Download options",,50
2020,"Open Data Inventory (ODIN)","Health outcomes","Download options",,50
2020,"Open Data Inventory (ODIN)","Reproductive health","Download options",,100
2020,"Open Data Inventory (ODIN)","Food security and nutrition","Download options",,100
2020,"Open Data Inventory (ODIN)","Gender statistics","Download options",,100
2020,"Open Data Inventory (ODIN)","Crime and justice","Download options",,50
2020,"Open Data Inventory (ODIN)","Poverty and income","Download options",,100
2020,"Open Data Inventory (ODIN)","Social statistics subscore","Download options",,75
2020,"Open Data Inventory (ODIN)","National accounts","Download options",,100
2020,"Open Data Inventory (ODIN)","Labor","Download options",,100
2020,"Open Data Inventory (ODIN)","Price indexes","Download options",,100
2020,"Open Data Inventory (ODIN)","Government finance","Download options",,100
2020,"Open Data Inventory (ODIN)","Money and banking","Download options",,100
2020,"Open Data Inventory (ODIN)","International trade","Download options",,100
2020,"Open Data Inventory (ODIN)","Balance of payments","Download options",,100
2020,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Download options",,100
2020,"Open Data Inventory (ODIN)","Agriculture and land use","Download options",,50
2020,"Open Data Inventory (ODIN)","Resource use","Download options",,50
2020,"Open Data Inventory (ODIN)","Energy use","Download options",,50
2020,"Open Data Inventory (ODIN)","Pollution","Download options",,50
2020,"Open Data Inventory (ODIN)","Built environment","Download options",,100
2020,"Open Data Inventory (ODIN)","Environment subscore","Download options",,60
2020,"Open Data Inventory (ODIN)","All categories","Download options",,78.3
2022,"Open Data Inventory (ODIN)","Population and vital statistics","Download options",,50
2022,"Open Data Inventory (ODIN)","Education facilities","Download options",,50
2022,"Open Data Inventory (ODIN)","Education outcomes","Download options",,50
2022,"Open Data Inventory (ODIN)","Health facilities","Download options",,50
2022,"Open Data Inventory (ODIN)","Health outcomes","Download options",,50
2022,"Open Data Inventory (ODIN)","Reproductive health","Download options",,50
2022,"Open Data Inventory (ODIN)","Food security and nutrition","Download options",,50
2022,"Open Data Inventory (ODIN)","Gender statistics","Download options",,50
2022,"Open Data Inventory (ODIN)","Crime and justice","Download options",,50
2022,"Open Data Inventory (ODIN)","Poverty and income","Download options",,100
2022,"Open Data Inventory (ODIN)","Social statistics subscore","Download options",,55
2022,"Open Data Inventory (ODIN)","National accounts","Download options",,50
2022,"Open Data Inventory (ODIN)","Labor","Download options",,100
2022,"Open Data Inventory (ODIN)","Price indexes","Download options",,50
2022,"Open Data Inventory (ODIN)","Government finance","Download options",,100
2022,"Open Data Inventory (ODIN)","Money and banking","Download options",,100
2022,"Open Data Inventory (ODIN)","International trade","Download options",,100
2022,"Open Data Inventory (ODIN)","Balance of payments","Download options",,100
2022,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Download options",,85.7
2022,"Open Data Inventory (ODIN)","Agriculture and land use","Download options",,50
2022,"Open Data Inventory (ODIN)","Resource use","Download options",,50
2022,"Open Data Inventory (ODIN)","Energy use","Download options",,50
2022,"Open Data Inventory (ODIN)","Pollution","Download options",,50
2022,"Open Data Inventory (ODIN)","Built environment","Download options",,50
2022,"Open Data Inventory (ODIN)","Environment subscore","Download options",,50
2022,"Open Data Inventory (ODIN)","All categories","Download options",,63.6
2024,"Open Data Inventory (ODIN)","Population and vital statistics","Download options",,50
2024,"Open Data Inventory (ODIN)","Education facilities","Download options",,50
2024,"Open Data Inventory (ODIN)","Education outcomes","Download options",,50
2024,"Open Data Inventory (ODIN)","Health facilities","Download options",,50
2024,"Open Data Inventory (ODIN)","Health outcomes","Download options",,100
2024,"Open Data Inventory (ODIN)","Reproductive health","Download options",,100
2024,"Open Data Inventory (ODIN)","Food security and nutrition","Download options",,100
2024,"Open Data Inventory (ODIN)","Gender statistics","Download options",,50
2024,"Open Data Inventory (ODIN)","Crime and justice","Download options",,50
2024,"Open Data Inventory (ODIN)","Poverty and income","Download options",,100
2024,"Open Data Inventory (ODIN)","Social statistics subscore","Download options",,70
2024,"Open Data Inventory (ODIN)","National accounts","Download options",,100
2024,"Open Data Inventory (ODIN)","Labor","Download options",,100
2024,"Open Data Inventory (ODIN)","Price indexes","Download options",,100
2024,"Open Data Inventory (ODIN)","Government finance","Download options",,100
2024,"Open Data Inventory (ODIN)","Money and banking","Download options",,100
2024,"Open Data Inventory (ODIN)","International trade","Download options",,100
2024,"Open Data Inventory (ODIN)","Balance of payments","Download options",,100
2024,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Download options",,100
2024,"Open Data Inventory (ODIN)","Agriculture and land use","Download options",,50
2024,"Open Data Inventory (ODIN)","Resource use","Download options",,50
2024,"Open Data Inventory (ODIN)","Energy use","Download options",,100
2024,"Open Data Inventory (ODIN)","Pollution","Download options",,50
2024,"Open Data Inventory (ODIN)","Built environment","Download options",,100
2024,"Open Data Inventory (ODIN)","Environment subscore","Download options",,70
2024,"Open Data Inventory (ODIN)","All categories","Download options",,80
2016,"Open Data Inventory (ODIN)","Population and vital statistics","Metadata available",,100
2016,"Open Data Inventory (ODIN)","Education facilities","Metadata available",,100
2016,"Open Data Inventory (ODIN)","Education outcomes","Metadata available",,100
2016,"Open Data Inventory (ODIN)","Health facilities","Metadata available",,0
2016,"Open Data Inventory (ODIN)","Health outcomes","Metadata available",,100
2016,"Open Data Inventory (ODIN)","Reproductive health","Metadata available",,100
2016,"Open Data Inventory (ODIN)","Gender statistics","Metadata available",,50
2016,"Open Data Inventory (ODIN)","Poverty and income","Metadata available",,100
2016,"Open Data Inventory (ODIN)","Social statistics subscore","Metadata available",,81.3
2016,"Open Data Inventory (ODIN)","National accounts","Metadata available",,100
2016,"Open Data Inventory (ODIN)","Labor","Metadata available",,100
2016,"Open Data Inventory (ODIN)","Price indexes","Metadata available",,100
2016,"Open Data Inventory (ODIN)","Government finance","Metadata available",,100
2016,"Open Data Inventory (ODIN)","Money and banking","Metadata available",,100
2016,"Open Data Inventory (ODIN)","International trade","Metadata available",,100
2016,"Open Data Inventory (ODIN)","Balance of payments","Metadata available",,100
2016,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Metadata available",,100
2016,"Open Data Inventory (ODIN)","Agriculture and land use","Metadata available",,100
2016,"Open Data Inventory (ODIN)","Resource use","Metadata available",,50
2016,"Open Data Inventory (ODIN)","Energy use","Metadata available",,100
2016,"Open Data Inventory (ODIN)","Pollution","Metadata available",,100
2016,"Open Data Inventory (ODIN)","Built environment","Metadata available",,100
2016,"Open Data Inventory (ODIN)","Environment subscore","Metadata available",,90
2016,"Open Data Inventory (ODIN)","All categories","Metadata available",,90.4
2017,"Open Data Inventory (ODIN)","Population and vital statistics","Metadata available",,100
2017,"Open Data Inventory (ODIN)","Education facilities","Metadata available",,100
2017,"Open Data Inventory (ODIN)","Education outcomes","Metadata available",,100
2017,"Open Data Inventory (ODIN)","Health facilities","Metadata available",,100
2017,"Open Data Inventory (ODIN)","Health outcomes","Metadata available",,100
2017,"Open Data Inventory (ODIN)","Reproductive health","Metadata available",,50
2017,"Open Data Inventory (ODIN)","Gender statistics","Metadata available",,100
2017,"Open Data Inventory (ODIN)","Crime and justice","Metadata available",,100
2017,"Open Data Inventory (ODIN)","Poverty and income","Metadata available",,100
2017,"Open Data Inventory (ODIN)","Social statistics subscore","Metadata available",,94.4
2017,"Open Data Inventory (ODIN)","National accounts","Metadata available",,100
2017,"Open Data Inventory (ODIN)","Labor","Metadata available",,100
2017,"Open Data Inventory (ODIN)","Price indexes","Metadata available",,100
2017,"Open Data Inventory (ODIN)","Government finance","Metadata available",,100
2017,"Open Data Inventory (ODIN)","Money and banking","Metadata available",,50
2017,"Open Data Inventory (ODIN)","International trade","Metadata available",,100
2017,"Open Data Inventory (ODIN)","Balance of payments","Metadata available",,100
2017,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Metadata available",,92.9
2017,"Open Data Inventory (ODIN)","Agriculture and land use","Metadata available",,100
2017,"Open Data Inventory (ODIN)","Resource use","Metadata available",,100
2017,"Open Data Inventory (ODIN)","Energy use","Metadata available",,100
2017,"Open Data Inventory (ODIN)","Pollution","Metadata available",,100
2017,"Open Data Inventory (ODIN)","Built environment","Metadata available",,100
2017,"Open Data Inventory (ODIN)","Environment subscore","Metadata available",,100
2017,"Open Data Inventory (ODIN)","All categories","Metadata available",,95.8
2018,"Open Data Inventory (ODIN)","Population and vital statistics","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Education facilities","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Education outcomes","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Health facilities","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Health outcomes","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Reproductive health","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Gender statistics","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Crime and justice","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Poverty and income","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Social statistics subscore","Metadata available",,100
2018,"Open Data Inventory (ODIN)","National accounts","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Labor","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Price indexes","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Government finance","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Money and banking","Metadata available",,100
2018,"Open Data Inventory (ODIN)","International trade","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Balance of payments","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Agriculture and land use","Metadata available",,50
2018,"Open Data Inventory (ODIN)","Resource use","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Energy use","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Pollution","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Built environment","Metadata available",,100
2018,"Open Data Inventory (ODIN)","Environment subscore","Metadata available",,90
2018,"Open Data Inventory (ODIN)","All categories","Metadata available",,96.7
2020,"Open Data Inventory (ODIN)","Population and vital statistics","Metadata available",,100
2020,"Open Data Inventory (ODIN)","Education facilities","Metadata available",,100
2020,"Open Data Inventory (ODIN)","Education outcomes","Metadata available",,50
2020,"Open Data Inventory (ODIN)","Health facilities","Metadata available",,50
2020,"Open Data Inventory (ODIN)","Health outcomes","Metadata available",,100
2020,"Open Data Inventory (ODIN)","Reproductive health","Metadata available",,50
2020,"Open Data Inventory (ODIN)","Food security and nutrition","Metadata available",,50
2020,"Open Data Inventory (ODIN)","Gender statistics","Metadata available",,100
2020,"Open Data Inventory (ODIN)","Crime and justice","Metadata available",,100
2020,"Open Data Inventory (ODIN)","Poverty and income","Metadata available",,100
2020,"Open Data Inventory (ODIN)","Social statistics subscore","Metadata available",,80
2020,"Open Data Inventory (ODIN)","National accounts","Metadata available",,100
2020,"Open Data Inventory (ODIN)","Labor","Metadata available",,100
2020,"Open Data Inventory (ODIN)","Price indexes","Metadata available",,100
2020,"Open Data Inventory (ODIN)","Government finance","Metadata available",,100
2020,"Open Data Inventory (ODIN)","Money and banking","Metadata available",,50
2020,"Open Data Inventory (ODIN)","International trade","Metadata available",,100
2020,"Open Data Inventory (ODIN)","Balance of payments","Metadata available",,100
2020,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Metadata available",,92.9
2020,"Open Data Inventory (ODIN)","Agriculture and land use","Metadata available",,50
2020,"Open Data Inventory (ODIN)","Resource use","Metadata available",,50
2020,"Open Data Inventory (ODIN)","Energy use","Metadata available",,100
2020,"Open Data Inventory (ODIN)","Pollution","Metadata available",,50
2020,"Open Data Inventory (ODIN)","Built environment","Metadata available",,100
2020,"Open Data Inventory (ODIN)","Environment subscore","Metadata available",,70
2020,"Open Data Inventory (ODIN)","All categories","Metadata available",,81
2022,"Open Data Inventory (ODIN)","Population and vital statistics","Metadata available",,100
2022,"Open Data Inventory (ODIN)","Education facilities","Metadata available",,100
2022,"Open Data Inventory (ODIN)","Education outcomes","Metadata available",,100
2022,"Open Data Inventory (ODIN)","Health facilities","Metadata available",,50
2022,"Open Data Inventory (ODIN)","Health outcomes","Metadata available",,100
2022,"Open Data Inventory (ODIN)","Reproductive health","Metadata available",,100
2022,"Open Data Inventory (ODIN)","Food security and nutrition","Metadata available",,100
2022,"Open Data Inventory (ODIN)","Gender statistics","Metadata available",,100
2022,"Open Data Inventory (ODIN)","Crime and justice","Metadata available",,100
2022,"Open Data Inventory (ODIN)","Poverty and income","Metadata available",,100
2022,"Open Data Inventory (ODIN)","Social statistics subscore","Metadata available",,95
2022,"Open Data Inventory (ODIN)","National accounts","Metadata available",,100
2022,"Open Data Inventory (ODIN)","Labor","Metadata available",,100
2022,"Open Data Inventory (ODIN)","Price indexes","Metadata available",,100
2022,"Open Data Inventory (ODIN)","Government finance","Metadata available",,100
2022,"Open Data Inventory (ODIN)","Money and banking","Metadata available",,50
2022,"Open Data Inventory (ODIN)","International trade","Metadata available",,100
2022,"Open Data Inventory (ODIN)","Balance of payments","Metadata available",,100
2022,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Metadata available",,92.9
2022,"Open Data Inventory (ODIN)","Agriculture and land use","Metadata available",,100
2022,"Open Data Inventory (ODIN)","Resource use","Metadata available",,50
2022,"Open Data Inventory (ODIN)","Energy use","Metadata available",,100
2022,"Open Data Inventory (ODIN)","Pollution","Metadata available",,50
2022,"Open Data Inventory (ODIN)","Built environment","Metadata available",,100
2022,"Open Data Inventory (ODIN)","Environment subscore","Metadata available",,80
2022,"Open Data Inventory (ODIN)","All categories","Metadata available",,89.3
2024,"Open Data Inventory (ODIN)","Population and vital statistics","Metadata available",,100
2024,"Open Data Inventory (ODIN)","Education facilities","Metadata available",,100
2024,"Open Data Inventory (ODIN)","Education outcomes","Metadata available",,100
2024,"Open Data Inventory (ODIN)","Health facilities","Metadata available",,50
2024,"Open Data Inventory (ODIN)","Health outcomes","Metadata available",,100
2024,"Open Data Inventory (ODIN)","Reproductive health","Metadata available",,100
2024,"Open Data Inventory (ODIN)","Food security and nutrition","Metadata available",,100
2024,"Open Data Inventory (ODIN)","Gender statistics","Metadata available",,50
2024,"Open Data Inventory (ODIN)","Crime and justice","Metadata available",,100
2024,"Open Data Inventory (ODIN)","Poverty and income","Metadata available",,100
2024,"Open Data Inventory (ODIN)","Social statistics subscore","Metadata available",,90
2024,"Open Data Inventory (ODIN)","National accounts","Metadata available",,100
2024,"Open Data Inventory (ODIN)","Labor","Metadata available",,100
2024,"Open Data Inventory (ODIN)","Price indexes","Metadata available",,100
2024,"Open Data Inventory (ODIN)","Government finance","Metadata available",,100
2024,"Open Data Inventory (ODIN)","Money and banking","Metadata available",,50
2024,"Open Data Inventory (ODIN)","International trade","Metadata available",,100
2024,"Open Data Inventory (ODIN)","Balance of payments","Metadata available",,100
2024,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Metadata available",,92.9
2024,"Open Data Inventory (ODIN)","Agriculture and land use","Metadata available",,50
2024,"Open Data Inventory (ODIN)","Resource use","Metadata available",,50
2024,"Open Data Inventory (ODIN)","Energy use","Metadata available",,100
2024,"Open Data Inventory (ODIN)","Pollution","Metadata available",,50
2024,"Open Data Inventory (ODIN)","Built environment","Metadata available",,100
2024,"Open Data Inventory (ODIN)","Environment subscore","Metadata available",,70
2024,"Open Data Inventory (ODIN)","All categories","Metadata available",,84.3
2016,"Open Data Inventory (ODIN)","Population and vital statistics","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Education facilities","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Education outcomes","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Health facilities","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Health outcomes","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Reproductive health","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Gender statistics","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Poverty and income","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Social statistics subscore","Terms of use",,100
2016,"Open Data Inventory (ODIN)","National accounts","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Labor","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Price indexes","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Government finance","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Money and banking","Terms of use",,100
2016,"Open Data Inventory (ODIN)","International trade","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Balance of payments","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Agriculture and land use","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Resource use","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Energy use","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Pollution","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Built environment","Terms of use",,100
2016,"Open Data Inventory (ODIN)","Environment subscore","Terms of use",,100
2016,"Open Data Inventory (ODIN)","All categories","Terms of use",,100
2017,"Open Data Inventory (ODIN)","Population and vital statistics","Terms of use",,50
2017,"Open Data Inventory (ODIN)","Education facilities","Terms of use",,50
2017,"Open Data Inventory (ODIN)","Education outcomes","Terms of use",,50
2017,"Open Data Inventory (ODIN)","Health facilities","Terms of use",,0
2017,"Open Data Inventory (ODIN)","Health outcomes","Terms of use",,50
2017,"Open Data Inventory (ODIN)","Reproductive health","Terms of use",,50
2017,"Open Data Inventory (ODIN)","Gender statistics","Terms of use",,50
2017,"Open Data Inventory (ODIN)","Crime and justice","Terms of use",,50
2017,"Open Data Inventory (ODIN)","Poverty and income","Terms of use",,50
2017,"Open Data Inventory (ODIN)","Social statistics subscore","Terms of use",,44.4
2017,"Open Data Inventory (ODIN)","National accounts","Terms of use",,50
2017,"Open Data Inventory (ODIN)","Labor","Terms of use",,50
2017,"Open Data Inventory (ODIN)","Price indexes","Terms of use",,50
2017,"Open Data Inventory (ODIN)","Government finance","Terms of use",,50
2017,"Open Data Inventory (ODIN)","Money and banking","Terms of use",,50
2017,"Open Data Inventory (ODIN)","International trade","Terms of use",,50
2017,"Open Data Inventory (ODIN)","Balance of payments","Terms of use",,50
2017,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Terms of use",,50
2017,"Open Data Inventory (ODIN)","Agriculture and land use","Terms of use",,50
2017,"Open Data Inventory (ODIN)","Resource use","Terms of use",,50
