Year,Geography,Type of employee,Industry,GeoCode,Value
2021,Quebec,Salaried employees paid a fixed salary,Pharmaceutical and medicine manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,"Paint, coating and adhesive manufacturing",NA,NA
2021,Quebec,Salaried employees paid a fixed salary,"Soap, cleaning compound and toilet preparation manufacturing",NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Other chemical product manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Plastics and rubber products manufacturing,NA,0.16
2021,Quebec,Salaried employees paid a fixed salary,Plastic product manufacturing,NA,0.14
2021,Quebec,Salaried employees paid a fixed salary,Rubber product manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Durable goods,NA,1.76
2021,Quebec,Salaried employees paid a fixed salary,Wood product manufacturing,NA,0.13
2021,Quebec,Salaried employees paid a fixed salary,Sawmills and wood preservation,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,"Veneer, plywood and engineered wood product manufacturing",NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Other wood product manufacturing,NA,0.07
2021,Quebec,Salaried employees paid a fixed salary,Non-metallic mineral product manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Clay product and refractory manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Glass and glass product manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Cement and concrete product manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Other non-metallic mineral product manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Primary metal manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Iron and steel mills and ferro-alloy manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Steel product manufacturing from purchased steel,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Alumina and aluminum production and processing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Non-ferrous metal (except aluminum) production and processing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Foundries,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Fabricated metal product manufacturing,NA,0.13
2021,Quebec,Salaried employees paid a fixed salary,Forging and stamping,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Cutlery and hand tool manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Architectural and structural metals manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Hardware manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Spring and wire product manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,"Machine shops, turned product, and screw, nut and bolt manufacturing",NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Other fabricated metal product manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Machinery manufacturing,NA,0.33
2021,Quebec,Salaried employees paid a fixed salary,"Agricultural, construction and mining machinery manufacturing",NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Industrial machinery manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Commercial and service industry machinery manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Metalworking machinery manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,"Engine, turbine and power transmission equipment manufacturing",NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Other general-purpose machinery manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Communications equipment manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Audio and video equipment manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Semiconductor and other electronic component manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,"Navigational, measuring, medical and control instruments manufacturing",NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Manufacturing and reproducing magnetic and optical media,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,"Electrical equipment, appliance and component manufacturing",NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Electric lighting equipment manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Household appliance manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Electrical equipment manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Other electrical equipment and component manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Transportation equipment manufacturing,NA,0.42
2021,Quebec,Salaried employees paid a fixed salary,Aerospace product and parts manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Other transportation equipment manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Furniture and related product manufacturing,NA,0.06
2021,Quebec,Salaried employees paid a fixed salary,Household and institutional furniture and kitchen cabinet manufacturing,NA,0.05
2021,Quebec,Salaried employees paid a fixed salary,Office furniture (including fixtures) manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Miscellaneous manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Medical equipment and supplies manufacturing,NA,NA
2021,Quebec,Salaried employees paid a fixed salary,Other miscellaneous manufacturing,NA,0.07
2021,Quebec,Employees paid by the hour,Manufacturing,NA,8.18
2021,Quebec,Employees paid by the hour,Non-durable goods,NA,3.32
2021,Quebec,Employees paid by the hour,Food manufacturing,NA,1.44
2021,Quebec,Employees paid by the hour,Animal food manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Grain and oilseed milling,NA,NA
2021,Quebec,Employees paid by the hour,Fruit and vegetable preserving and specialty food manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Dairy product manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Meat product manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Bakeries and tortilla manufacturing,NA,0.27
2021,Quebec,Employees paid by the hour,Other food manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Beverage and tobacco product manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Cannabis product manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Textile mills,NA,NA
2021,Quebec,Employees paid by the hour,"Fibre, yarn and thread mills",NA,NA
2021,Quebec,Employees paid by the hour,Fabric mills,NA,NA
2021,Quebec,Employees paid by the hour,Textile and fabric finishing and fabric coating,NA,NA
2021,Quebec,Employees paid by the hour,Textile product mills,NA,NA
2021,Quebec,Employees paid by the hour,Textile furnishings mills,NA,NA
2021,Quebec,Employees paid by the hour,Other textile product mills,NA,NA
2021,Quebec,Employees paid by the hour,Clothing manufacturing,NA,0.13
2021,Quebec,Employees paid by the hour,Clothing knitting mills,NA,NA
2021,Quebec,Employees paid by the hour,Cut and sew clothing manufacturing,NA,0.1
2021,Quebec,Employees paid by the hour,Clothing accessories and other clothing manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Leather and hide tanning and finishing,NA,NA
2021,Quebec,Employees paid by the hour,Footwear manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Other leather and allied product manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Paper manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,"Pulp, paper and paperboard mills",NA,NA
2021,Quebec,Employees paid by the hour,Printing and related support activities,NA,0.2
2021,Quebec,Employees paid by the hour,Petroleum and coal product manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Chemical manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Basic chemical manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",NA,NA
2021,Quebec,Employees paid by the hour,Pharmaceutical and medicine manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,"Paint, coating and adhesive manufacturing",NA,NA
2021,Quebec,Employees paid by the hour,"Soap, cleaning compound and toilet preparation manufacturing",NA,NA
2021,Quebec,Employees paid by the hour,Other chemical product manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Plastics and rubber products manufacturing,NA,0.56
2021,Quebec,Employees paid by the hour,Plastic product manufacturing,NA,0.48
2021,Quebec,Employees paid by the hour,Rubber product manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Durable goods,NA,4.86
2021,Quebec,Employees paid by the hour,Wood product manufacturing,NA,0.62
2021,Quebec,Employees paid by the hour,Sawmills and wood preservation,NA,NA
2021,Quebec,Employees paid by the hour,"Veneer, plywood and engineered wood product manufacturing",NA,NA
2021,Quebec,Employees paid by the hour,Other wood product manufacturing,NA,0.29
2021,Quebec,Employees paid by the hour,Non-metallic mineral product manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Clay product and refractory manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Glass and glass product manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Cement and concrete product manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Other non-metallic mineral product manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Primary metal manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Iron and steel mills and ferro-alloy manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Steel product manufacturing from purchased steel,NA,NA
2021,Quebec,Employees paid by the hour,Alumina and aluminum production and processing,NA,NA
2021,Quebec,Employees paid by the hour,Non-ferrous metal (except aluminum) production and processing,NA,NA
2021,Quebec,Employees paid by the hour,Foundries,NA,NA
2021,Quebec,Employees paid by the hour,Fabricated metal product manufacturing,NA,1.01
2021,Quebec,Employees paid by the hour,Forging and stamping,NA,NA
2021,Quebec,Employees paid by the hour,Cutlery and hand tool manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Architectural and structural metals manufacturing,NA,0.43
2021,Quebec,Employees paid by the hour,Hardware manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Spring and wire product manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,"Machine shops, turned product, and screw, nut and bolt manufacturing",NA,0.2
2021,Quebec,Employees paid by the hour,Other fabricated metal product manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Machinery manufacturing,NA,0.56
2021,Quebec,Employees paid by the hour,"Agricultural, construction and mining machinery manufacturing",NA,NA
2021,Quebec,Employees paid by the hour,Industrial machinery manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Commercial and service industry machinery manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",NA,NA
2021,Quebec,Employees paid by the hour,Metalworking machinery manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,"Engine, turbine and power transmission equipment manufacturing",NA,NA
2021,Quebec,Employees paid by the hour,Other general-purpose machinery manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Communications equipment manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Audio and video equipment manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Semiconductor and other electronic component manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,"Navigational, measuring, medical and control instruments manufacturing",NA,NA
2021,Quebec,Employees paid by the hour,Manufacturing and reproducing magnetic and optical media,NA,NA
2021,Quebec,Employees paid by the hour,"Electrical equipment, appliance and component manufacturing",NA,NA
2021,Quebec,Employees paid by the hour,Electric lighting equipment manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Household appliance manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Electrical equipment manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Other electrical equipment and component manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Transportation equipment manufacturing,NA,0.91
2021,Quebec,Employees paid by the hour,Aerospace product and parts manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Other transportation equipment manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Furniture and related product manufacturing,NA,0.51
2021,Quebec,Employees paid by the hour,Household and institutional furniture and kitchen cabinet manufacturing,NA,0.35
2021,Quebec,Employees paid by the hour,Office furniture (including fixtures) manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Miscellaneous manufacturing,NA,0.3
2021,Quebec,Employees paid by the hour,Medical equipment and supplies manufacturing,NA,NA
2021,Quebec,Employees paid by the hour,Other miscellaneous manufacturing,NA,0.19
2021,Ontario,All employees,Manufacturing,35,10.38
2021,Ontario,All employees,Non-durable goods,NA,4
2021,Ontario,All employees,Food manufacturing,NA,1.44
2021,Ontario,All employees,Animal food manufacturing,NA,0.07
2021,Ontario,All employees,Grain and oilseed milling,NA,0.06
2021,Ontario,All employees,Sugar and confectionery product manufacturing,NA,0.06
2021,Ontario,All employees,Fruit and vegetable preserving and specialty food manufacturing,NA,0.09
2021,Ontario,All employees,Dairy product manufacturing,NA,0.16
2021,Ontario,All employees,Meat product manufacturing,NA,0.36
2021,Ontario,All employees,Seafood product preparation and packaging,NA,0.01
2021,Ontario,All employees,Bakeries and tortilla manufacturing,NA,0.41
2021,Ontario,All employees,Other food manufacturing,NA,0.22
2021,Ontario,All employees,Beverage and tobacco product manufacturing,NA,0.33
2021,Ontario,All employees,Cannabis product manufacturing,NA,NA
2021,Ontario,All employees,Textile mills,NA,0.04
2021,Ontario,All employees,"Fibre, yarn and thread mills",NA,0
2021,Ontario,All employees,Fabric mills,NA,0.02
2021,Ontario,All employees,Textile and fabric finishing and fabric coating,NA,0.02
2021,Ontario,All employees,Textile product mills,NA,0.04
2021,Ontario,All employees,Textile furnishings mills,NA,0.01
2021,Ontario,All employees,Other textile product mills,NA,0.03
2021,Ontario,All employees,Clothing manufacturing,NA,0.08
2021,Ontario,All employees,Clothing knitting mills,NA,NA
2021,Ontario,All employees,Cut and sew clothing manufacturing,NA,0.06
2021,Ontario,All employees,Clothing accessories and other clothing manufacturing,NA,NA
2021,Ontario,All employees,Leather and allied product manufacturing,NA,0.01
2021,Ontario,All employees,Leather and hide tanning and finishing,NA,0
2021,Ontario,All employees,Footwear manufacturing,NA,0
2021,Ontario,All employees,Other leather and allied product manufacturing,NA,0.01
2021,Ontario,All employees,Paper manufacturing,NA,0.24
2021,Ontario,All employees,"Pulp, paper and paperboard mills",NA,0.05
2021,Ontario,All employees,Converted paper product manufacturing,NA,0.19
2021,Ontario,All employees,Printing and related support activities,NA,0.31
2021,Ontario,All employees,Petroleum and coal product manufacturing,NA,0.09
2021,Ontario,All employees,Chemical manufacturing,NA,0.67
2021,Ontario,All employees,Basic chemical manufacturing,NA,0.08
2021,Ontario,All employees,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",NA,0.05
2021,Ontario,All employees,"Pesticide, fertilizer and other agricultural chemical manufacturing",NA,0.03
2021,Ontario,All employees,Pharmaceutical and medicine manufacturing,NA,0.25
2021,Ontario,All employees,"Paint, coating and adhesive manufacturing",NA,0.06
2021,Ontario,All employees,"Soap, cleaning compound and toilet preparation manufacturing",NA,0.14
2021,Ontario,All employees,Other chemical product manufacturing,NA,0.07
2021,Ontario,All employees,Plastics and rubber products manufacturing,NA,0.76
2021,Ontario,All employees,Plastic product manufacturing,NA,0.68
2021,Ontario,All employees,Rubber product manufacturing,NA,0.07
2021,Ontario,All employees,Durable goods,NA,6.38
2021,Ontario,All employees,Wood product manufacturing,NA,0.28
2021,Ontario,All employees,Sawmills and wood preservation,NA,0.05
2021,Ontario,All employees,"Veneer, plywood and engineered wood product manufacturing",NA,0.07
2021,Ontario,All employees,Other wood product manufacturing,NA,0.16
2021,Ontario,All employees,Non-metallic mineral product manufacturing,NA,0.31
2021,Ontario,All employees,Clay product and refractory manufacturing,NA,0.01
2021,Ontario,All employees,Glass and glass product manufacturing,NA,0.05
2021,Ontario,All employees,Cement and concrete product manufacturing,NA,0.17
2021,Ontario,All employees,Lime and gypsum product manufacturing,NA,0.01
2021,Ontario,All employees,Other non-metallic mineral product manufacturing,NA,0.06
2021,Ontario,All employees,Primary metal manufacturing,NA,0.46
2021,Ontario,All employees,Iron and steel mills and ferro-alloy manufacturing,NA,0.22
2021,Ontario,All employees,Steel product manufacturing from purchased steel,NA,0.08
2021,Ontario,All employees,Alumina and aluminum production and processing,NA,0.04
2021,Ontario,All employees,Non-ferrous metal (except aluminum) production and processing,NA,0.08
2021,Ontario,All employees,Foundries,NA,0.05
2021,Ontario,All employees,Fabricated metal product manufacturing,NA,1.05
2021,Ontario,All employees,Forging and stamping,NA,0.04
2021,Ontario,All employees,Cutlery and hand tool manufacturing,NA,0.02
2021,Ontario,All employees,Architectural and structural metals manufacturing,NA,0.36
2021,Ontario,All employees,"Boiler, tank and shipping container manufacturing",NA,0.07
2021,Ontario,All employees,Hardware manufacturing,NA,0.06
2021,Ontario,All employees,Spring and wire product manufacturing,NA,0.03
2021,Ontario,All employees,"Machine shops, turned product, and screw, nut and bolt manufacturing",NA,0.22
2021,Ontario,All employees,"Coating, engraving, cold and heat treating and allied activities",NA,0.08
2021,Ontario,All employees,Other fabricated metal product manufacturing,NA,0.17
2021,Ontario,All employees,Machinery manufacturing,NA,0.96
2021,Ontario,All employees,"Agricultural, construction and mining machinery manufacturing",NA,0.14
2021,Ontario,All employees,Industrial machinery manufacturing,NA,0.12
2021,Ontario,All employees,Commercial and service industry machinery manufacturing,NA,0.09
2021,Ontario,All employees,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",NA,0.09
2021,Ontario,All employees,Metalworking machinery manufacturing,NA,0.24
2021,Ontario,All employees,"Engine, turbine and power transmission equipment manufacturing",NA,0.02
2021,Ontario,All employees,Other general-purpose machinery manufacturing,NA,0.26
2021,Ontario,All employees,Computer and electronic product manufacturing,NA,0.43
2021,Ontario,All employees,Computer and peripheral equipment manufacturing,NA,0.05
2021,Ontario,All employees,Communications equipment manufacturing,NA,0.09
2021,Ontario,All employees,Audio and video equipment manufacturing,NA,0.01
2021,Ontario,All employees,Semiconductor and other electronic component manufacturing,NA,0.12
2021,Ontario,All employees,"Navigational, measuring, medical and control instruments manufacturing",NA,0.15
2021,Ontario,All employees,"Electrical equipment, appliance and component manufacturing",NA,0.27
2021,Ontario,All employees,Electric lighting equipment manufacturing,NA,0.03
2021,Ontario,All employees,Household appliance manufacturing,NA,0.03
2021,Ontario,All employees,Electrical equipment manufacturing,NA,0.12
2021,Ontario,All employees,Other electrical equipment and component manufacturing,NA,0.1
2021,Ontario,All employees,Transportation equipment manufacturing,NA,1.79
2021,Ontario,All employees,Motor vehicle manufacturing,NA,0.48
2021,Ontario,All employees,Motor vehicle body and trailer manufacturing,NA,0.06
2021,Ontario,All employees,Motor vehicle parts manufacturing,NA,0.98
2021,Ontario,All employees,Aerospace product and parts manufacturing,NA,0.16
2021,Ontario,All employees,Railroad rolling stock manufacturing,NA,0.04
2021,Ontario,All employees,Furniture and related product manufacturing,NA,0.41
2021,Ontario,All employees,Household and institutional furniture and kitchen cabinet manufacturing,NA,0.21
2021,Ontario,All employees,Office furniture (including fixtures) manufacturing,NA,0.18
2021,Ontario,All employees,Other furniture-related product manufacturing,NA,0.03
2021,Ontario,All employees,Miscellaneous manufacturing,NA,0.41
2021,Ontario,All employees,Medical equipment and supplies manufacturing,NA,0.17
2021,Ontario,All employees,Other miscellaneous manufacturing,NA,0.25
2021,Ontario,Salaried employees paid a fixed salary,Manufacturing,NA,2.69
2021,Ontario,Salaried employees paid a fixed salary,Non-durable goods,NA,1.12
2021,Ontario,Salaried employees paid a fixed salary,Food manufacturing,NA,0.23
2021,Ontario,Salaried employees paid a fixed salary,Animal food manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Grain and oilseed milling,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Sugar and confectionery product manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Fruit and vegetable preserving and specialty food manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Dairy product manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Meat product manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Bakeries and tortilla manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Other food manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Beverage and tobacco product manufacturing,NA,0.12
2021,Ontario,Salaried employees paid a fixed salary,Cannabis product manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Textile mills,NA,0.01
2021,Ontario,Salaried employees paid a fixed salary,"Fibre, yarn and thread mills",NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Fabric mills,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Textile and fabric finishing and fabric coating,NA,0
2021,Ontario,Salaried employees paid a fixed salary,Textile furnishings mills,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Other textile product mills,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Clothing manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Leather and allied product manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Leather and hide tanning and finishing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Footwear manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Other leather and allied product manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Paper manufacturing,NA,0.08
2021,Ontario,Salaried employees paid a fixed salary,"Pulp, paper and paperboard mills",NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Printing and related support activities,NA,0.09
2021,Ontario,Salaried employees paid a fixed salary,Petroleum and coal product manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Chemical manufacturing,NA,0.33
2021,Ontario,Salaried employees paid a fixed salary,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",NA,NA
2021,Ontario,Salaried employees paid a fixed salary,"Pesticide, fertilizer and other agricultural chemical manufacturing",NA,NA
2021,Ontario,Salaried employees paid a fixed salary,"Paint, coating and adhesive manufacturing",NA,NA
2021,Ontario,Salaried employees paid a fixed salary,"Soap, cleaning compound and toilet preparation manufacturing",NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Other chemical product manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Plastics and rubber products manufacturing,NA,0.18
2021,Ontario,Salaried employees paid a fixed salary,Plastic product manufacturing,NA,0.16
2021,Ontario,Salaried employees paid a fixed salary,Rubber product manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Durable goods,NA,1.57
2021,Ontario,Salaried employees paid a fixed salary,Wood product manufacturing,NA,0.04
2021,Ontario,Salaried employees paid a fixed salary,Sawmills and wood preservation,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,"Veneer, plywood and engineered wood product manufacturing",NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Other wood product manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Non-metallic mineral product manufacturing,NA,0.08
2021,Ontario,Salaried employees paid a fixed salary,Clay product and refractory manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Glass and glass product manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Cement and concrete product manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Lime and gypsum product manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Primary metal manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Iron and steel mills and ferro-alloy manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Steel product manufacturing from purchased steel,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Alumina and aluminum production and processing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Non-ferrous metal (except aluminum) production and processing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Foundries,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Fabricated metal product manufacturing,NA,0.17
2021,Ontario,Salaried employees paid a fixed salary,Forging and stamping,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Cutlery and hand tool manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Architectural and structural metals manufacturing,NA,0.05
2021,Ontario,Salaried employees paid a fixed salary,"Boiler, tank and shipping container manufacturing",NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Hardware manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Spring and wire product manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,"Machine shops, turned product, and screw, nut and bolt manufacturing",NA,NA
2021,Ontario,Salaried employees paid a fixed salary,"Coating, engraving, cold and heat treating and allied activities",NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Other fabricated metal product manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Machinery manufacturing,NA,0.26
2021,Ontario,Salaried employees paid a fixed salary,"Agricultural, construction and mining machinery manufacturing",NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Industrial machinery manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Commercial and service industry machinery manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Metalworking machinery manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,"Engine, turbine and power transmission equipment manufacturing",NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Other general-purpose machinery manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Computer and electronic product manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Computer and peripheral equipment manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Communications equipment manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Audio and video equipment manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Semiconductor and other electronic component manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,"Navigational, measuring, medical and control instruments manufacturing",NA,NA
2021,Ontario,Salaried employees paid a fixed salary,"Electrical equipment, appliance and component manufacturing",NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Electric lighting equipment manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Household appliance manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Electrical equipment manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Other electrical equipment and component manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Transportation equipment manufacturing,NA,0.31
2021,Ontario,Salaried employees paid a fixed salary,Motor vehicle manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Motor vehicle body and trailer manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Motor vehicle parts manufacturing,NA,0.19
2021,Ontario,Salaried employees paid a fixed salary,Aerospace product and parts manufacturing,NA,0.06
2021,Ontario,Salaried employees paid a fixed salary,Railroad rolling stock manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Furniture and related product manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Household and institutional furniture and kitchen cabinet manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Office furniture (including fixtures) manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Miscellaneous manufacturing,NA,0.14
2021,Ontario,Salaried employees paid a fixed salary,Medical equipment and supplies manufacturing,NA,NA
2021,Ontario,Salaried employees paid a fixed salary,Other miscellaneous manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Manufacturing,NA,7.28
2021,Ontario,Employees paid by the hour,Non-durable goods,NA,2.75
2021,Ontario,Employees paid by the hour,Food manufacturing,NA,1.19
2021,Ontario,Employees paid by the hour,Animal food manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Grain and oilseed milling,NA,NA
2021,Ontario,Employees paid by the hour,Sugar and confectionery product manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Fruit and vegetable preserving and specialty food manufacturing,NA,NA
