Year,Series,Catégories de données,Éléments,Pilier,Value
2024,Inventaire des données ouvertes (ODIN),Santé reproductive,Métadonnées disponibles,,100.0
2024,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Métadonnées disponibles,,100.0
2024,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Métadonnées disponibles,,50.0
2024,Inventaire des données ouvertes (ODIN),Criminalité et justice,Métadonnées disponibles,,100.0
2024,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Métadonnées disponibles,,100.0
2024,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Métadonnées disponibles,,90.0
2024,Inventaire des données ouvertes (ODIN),Comptes nationaux,Métadonnées disponibles,,100.0
2024,Inventaire des données ouvertes (ODIN),Travail,Métadonnées disponibles,,100.0
2024,Inventaire des données ouvertes (ODIN),Indices de prix,Métadonnées disponibles,,100.0
2024,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Métadonnées disponibles,,100.0
2024,Inventaire des données ouvertes (ODIN),Monnaie et banque,Métadonnées disponibles,,50.0
2024,Inventaire des données ouvertes (ODIN),Commerce international,Métadonnées disponibles,,100.0
2024,Inventaire des données ouvertes (ODIN),Balance des paiements,Métadonnées disponibles,,100.0
2024,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Métadonnées disponibles,,92.9
2024,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Métadonnées disponibles,,50.0
2024,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Métadonnées disponibles,,50.0
2024,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Métadonnées disponibles,,100.0
2024,Inventaire des données ouvertes (ODIN),Pollution,Métadonnées disponibles,,50.0
2024,Inventaire des données ouvertes (ODIN),Environnement bâti,Métadonnées disponibles,,100.0
2024,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Métadonnées disponibles,,70.0
2024,Inventaire des données ouvertes (ODIN),Toutes les catégories,Métadonnées disponibles,,84.3
2016,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Santé reproductive,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Comptes nationaux,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Travail,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Indices de prix,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Monnaie et banque,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Commerce international,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Balance des paiements,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Pollution,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Environnement bâti,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Conditions d'utilisation,,100.0
2016,Inventaire des données ouvertes (ODIN),Toutes les catégories,Conditions d'utilisation,,100.0
2017,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Conditions d'utilisation,,0.0
2017,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Santé reproductive,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Criminalité et justice,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Conditions d'utilisation,,44.4
2017,Inventaire des données ouvertes (ODIN),Comptes nationaux,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Travail,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Indices de prix,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Monnaie et banque,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Commerce international,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Balance des paiements,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Pollution,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Environnement bâti,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Conditions d'utilisation,,50.0
2017,Inventaire des données ouvertes (ODIN),Toutes les catégories,Conditions d'utilisation,,48.1
2018,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Conditions d'utilisation,,0.0
2018,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Santé reproductive,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Criminalité et justice,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Conditions d'utilisation,,44.4
2018,Inventaire des données ouvertes (ODIN),Comptes nationaux,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Travail,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Indices de prix,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Monnaie et banque,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Commerce international,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Balance des paiements,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Pollution,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Environnement bâti,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Conditions d'utilisation,,50.0
2018,Inventaire des données ouvertes (ODIN),Toutes les catégories,Conditions d'utilisation,,48.1
2020,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Conditions d'utilisation,,0.0
2020,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Conditions d'utilisation,,0.0
2020,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Santé reproductive,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Criminalité et justice,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Conditions d'utilisation,,40.0
2020,Inventaire des données ouvertes (ODIN),Comptes nationaux,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Travail,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Indices de prix,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Monnaie et banque,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Commerce international,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Balance des paiements,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Pollution,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Environnement bâti,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Conditions d'utilisation,,50.0
2020,Inventaire des données ouvertes (ODIN),Toutes les catégories,Conditions d'utilisation,,46.7
2022,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Conditions d'utilisation,,0.0
2022,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Santé reproductive,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Criminalité et justice,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Conditions d'utilisation,,45.0
2022,Inventaire des données ouvertes (ODIN),Comptes nationaux,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Travail,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Indices de prix,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Monnaie et banque,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Commerce international,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Balance des paiements,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Pollution,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Environnement bâti,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Conditions d'utilisation,,50.0
2022,Inventaire des données ouvertes (ODIN),Toutes les catégories,Conditions d'utilisation,,48.3
2024,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Conditions d'utilisation,,0.0
2024,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Santé reproductive,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Criminalité et justice,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Conditions d'utilisation,,45.0
2024,Inventaire des données ouvertes (ODIN),Comptes nationaux,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Travail,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Indices de prix,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Monnaie et banque,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Commerce international,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Balance des paiements,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Pollution,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Environnement bâti,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Conditions d'utilisation,,50.0
2024,Inventaire des données ouvertes (ODIN),Toutes les catégories,Conditions d'utilisation,,48.3
2016,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Sous-score d'ouverture,,90.0
2016,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Sous-score d'ouverture,,90.0
2016,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Sous-score d'ouverture,,90.0
2016,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Sous-score d'ouverture,,40.0
2016,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Sous-score d'ouverture,,90.0
2016,Inventaire des données ouvertes (ODIN),Santé reproductive,Sous-score d'ouverture,,80.0
2016,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Sous-score d'ouverture,,70.0
2016,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Sous-score d'ouverture,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Sous-score d'ouverture,,80.0
2016,Inventaire des données ouvertes (ODIN),Comptes nationaux,Sous-score d'ouverture,,90.0
2016,Inventaire des données ouvertes (ODIN),Travail,Sous-score d'ouverture,,90.0
2016,Inventaire des données ouvertes (ODIN),Indices de prix,Sous-score d'ouverture,,90.0
2016,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Sous-score d'ouverture,,90.0
2016,Inventaire des données ouvertes (ODIN),Monnaie et banque,Sous-score d'ouverture,,90.0
2016,Inventaire des données ouvertes (ODIN),Commerce international,Sous-score d'ouverture,,90.0
2016,Inventaire des données ouvertes (ODIN),Balance des paiements,Sous-score d'ouverture,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Sous-score d'ouverture,,90.0
2016,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Sous-score d'ouverture,,90.0
2016,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Sous-score d'ouverture,,70.0
2016,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Sous-score d'ouverture,,90.0
2016,Inventaire des données ouvertes (ODIN),Pollution,Sous-score d'ouverture,,90.0
2016,Inventaire des données ouvertes (ODIN),Environnement bâti,Sous-score d'ouverture,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Sous-score d'ouverture,,86.0
2016,Inventaire des données ouvertes (ODIN),Toutes les catégories,Sous-score d'ouverture,,85.3
2017,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Sous-score d'ouverture,,80.0
2017,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Sous-score d'ouverture,,90.0
2017,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Sous-score d'ouverture,,90.0
2017,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Sous-score d'ouverture,,70.0
2017,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Sous-score d'ouverture,,90.0
2017,Inventaire des données ouvertes (ODIN),Santé reproductive,Sous-score d'ouverture,,80.0
2017,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Sous-score d'ouverture,,90.0
2017,Inventaire des données ouvertes (ODIN),Criminalité et justice,Sous-score d'ouverture,,80.0
2017,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Sous-score d'ouverture,,80.0
2017,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Sous-score d'ouverture,,83.3
2017,Inventaire des données ouvertes (ODIN),Comptes nationaux,Sous-score d'ouverture,,80.0
2017,Inventaire des données ouvertes (ODIN),Travail,Sous-score d'ouverture,,90.0
2017,Inventaire des données ouvertes (ODIN),Indices de prix,Sous-score d'ouverture,,80.0
2017,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Sous-score d'ouverture,,90.0
2017,Inventaire des données ouvertes (ODIN),Monnaie et banque,Sous-score d'ouverture,,80.0
2017,Inventaire des données ouvertes (ODIN),Commerce international,Sous-score d'ouverture,,90.0
2017,Inventaire des données ouvertes (ODIN),Balance des paiements,Sous-score d'ouverture,,90.0
2017,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Sous-score d'ouverture,,85.7
2017,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Sous-score d'ouverture,,90.0
2017,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Sous-score d'ouverture,,80.0
2017,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Sous-score d'ouverture,,90.0
2017,Inventaire des données ouvertes (ODIN),Pollution,Sous-score d'ouverture,,90.0
2017,Inventaire des données ouvertes (ODIN),Environnement bâti,Sous-score d'ouverture,,90.0
2017,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Sous-score d'ouverture,,88.0
2017,Inventaire des données ouvertes (ODIN),Toutes les catégories,Sous-score d'ouverture,,85.7
2018,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Sous-score d'ouverture,,80.0
2018,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Sous-score d'ouverture,,80.0
2018,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Sous-score d'ouverture,,70.0
2018,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Sous-score d'ouverture,,70.0
2018,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Sous-score d'ouverture,,80.0
2018,Inventaire des données ouvertes (ODIN),Santé reproductive,Sous-score d'ouverture,,90.0
2018,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Sous-score d'ouverture,,90.0
2018,Inventaire des données ouvertes (ODIN),Criminalité et justice,Sous-score d'ouverture,,80.0
2018,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Sous-score d'ouverture,,90.0
2018,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Sous-score d'ouverture,,81.1
2018,Inventaire des données ouvertes (ODIN),Comptes nationaux,Sous-score d'ouverture,,80.0
2018,Inventaire des données ouvertes (ODIN),Travail,Sous-score d'ouverture,,80.0
2018,Inventaire des données ouvertes (ODIN),Indices de prix,Sous-score d'ouverture,,80.0
2018,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Sous-score d'ouverture,,90.0
2018,Inventaire des données ouvertes (ODIN),Monnaie et banque,Sous-score d'ouverture,,90.0
2018,Inventaire des données ouvertes (ODIN),Commerce international,Sous-score d'ouverture,,90.0
2018,Inventaire des données ouvertes (ODIN),Balance des paiements,Sous-score d'ouverture,,90.0
2018,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Sous-score d'ouverture,,85.7
2018,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Sous-score d'ouverture,,60.0
2018,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Sous-score d'ouverture,,80.0
2018,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Sous-score d'ouverture,,80.0
2018,Inventaire des données ouvertes (ODIN),Pollution,Sous-score d'ouverture,,60.0
2018,Inventaire des données ouvertes (ODIN),Environnement bâti,Sous-score d'ouverture,,80.0
2018,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Sous-score d'ouverture,,72.0
2018,Inventaire des données ouvertes (ODIN),Toutes les catégories,Sous-score d'ouverture,,79.6
2020,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Sous-score d'ouverture,,90.0
2020,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Sous-score d'ouverture,,80.0
2020,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Sous-score d'ouverture,,50.0
2020,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Sous-score d'ouverture,,60.0
2020,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Sous-score d'ouverture,,80.0
2020,Inventaire des données ouvertes (ODIN),Santé reproductive,Sous-score d'ouverture,,70.0
2020,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Sous-score d'ouverture,,80.0
2020,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Sous-score d'ouverture,,90.0
2020,Inventaire des données ouvertes (ODIN),Criminalité et justice,Sous-score d'ouverture,,80.0
2020,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Sous-score d'ouverture,,90.0
2020,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Sous-score d'ouverture,,77.0
2020,Inventaire des données ouvertes (ODIN),Comptes nationaux,Sous-score d'ouverture,,90.0
2020,Inventaire des données ouvertes (ODIN),Travail,Sous-score d'ouverture,,90.0
2020,Inventaire des données ouvertes (ODIN),Indices de prix,Sous-score d'ouverture,,90.0
2020,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Sous-score d'ouverture,,90.0
2020,Inventaire des données ouvertes (ODIN),Monnaie et banque,Sous-score d'ouverture,,80.0
2020,Inventaire des données ouvertes (ODIN),Commerce international,Sous-score d'ouverture,,90.0
2020,Inventaire des données ouvertes (ODIN),Balance des paiements,Sous-score d'ouverture,,90.0
2020,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Sous-score d'ouverture,,88.6
2020,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Sous-score d'ouverture,,60.0
2020,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Sous-score d'ouverture,,70.0
2020,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Sous-score d'ouverture,,80.0
2020,Inventaire des données ouvertes (ODIN),Pollution,Sous-score d'ouverture,,60.0
2020,Inventaire des données ouvertes (ODIN),Environnement bâti,Sous-score d'ouverture,,90.0
2020,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Sous-score d'ouverture,,72.0
2020,Inventaire des données ouvertes (ODIN),Toutes les catégories,Sous-score d'ouverture,,79.2
2022,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Sous-score d'ouverture,,80.0
2022,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Sous-score d'ouverture,,80.0
2022,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Sous-score d'ouverture,,70.0
2022,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Sous-score d'ouverture,,60.0
2022,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Sous-score d'ouverture,,80.0
2022,Inventaire des données ouvertes (ODIN),Santé reproductive,Sous-score d'ouverture,,80.0
2022,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Sous-score d'ouverture,,80.0
2022,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Sous-score d'ouverture,,70.0
2022,Inventaire des données ouvertes (ODIN),Criminalité et justice,Sous-score d'ouverture,,80.0
2022,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Sous-score d'ouverture,,90.0
2022,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Sous-score d'ouverture,,77.0
2022,Inventaire des données ouvertes (ODIN),Comptes nationaux,Sous-score d'ouverture,,80.0
2022,Inventaire des données ouvertes (ODIN),Travail,Sous-score d'ouverture,,90.0
2022,Inventaire des données ouvertes (ODIN),Indices de prix,Sous-score d'ouverture,,80.0
2022,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Sous-score d'ouverture,,90.0
2022,Inventaire des données ouvertes (ODIN),Monnaie et banque,Sous-score d'ouverture,,80.0
2022,Inventaire des données ouvertes (ODIN),Commerce international,Sous-score d'ouverture,,90.0
2022,Inventaire des données ouvertes (ODIN),Balance des paiements,Sous-score d'ouverture,,90.0
2022,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Sous-score d'ouverture,,85.7
2022,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Sous-score d'ouverture,,80.0
2022,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Sous-score d'ouverture,,60.0
