Year,Geography,Educational attainment level,Status,Sex,Age group,GeoCode,Value
2021,Quebec,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,24,4
2021,Quebec,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,24,5
2021,Quebec,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,24,6
2021,Quebec,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,24,4
2021,Quebec,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,24,6
2021,Quebec,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,24,8
2021,Quebec,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,24,5
2021,Quebec,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,24,6
2021,Quebec,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,24,7
2021,Quebec,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,24,4
2021,Quebec,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,24,10
2021,Quebec,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,24,9
2021,Quebec,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,24,11
2021,Quebec,Below upper secondary,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,24,57
2021,Quebec,Below upper secondary,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,24,50
2021,Quebec,Below upper secondary,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,24,67
2021,Quebec,Below upper secondary,"Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,24,13
2021,Quebec,Below upper secondary,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,24,44
2021,Quebec,Below upper secondary,"Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,24,38
2021,Quebec,Below upper secondary,"Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,24,52
2021,Quebec,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,24,19
2021,Quebec,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,24,17
2021,Quebec,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,24,22
2021,Quebec,Upper secondary and post-secondary non-tertiary,"Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,24,8
2021,Quebec,Upper secondary and post-secondary non-tertiary,"Unemployed, Not in employment, education or training (NEET)",Males,25 to 29 years,24,8
2021,Quebec,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,24,10
2021,Quebec,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,24,9
2021,Quebec,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,24,14
2021,Quebec,Tertiary education,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,24,10
2021,Quebec,Tertiary education,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,24,9
2021,Quebec,Tertiary education,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,24,10
2021,Quebec,Tertiary education,"Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,24,4
2021,Quebec,Tertiary education,"Unemployed, Not in employment, education or training (NEET)",Males,25 to 29 years,24,5
2021,Quebec,Tertiary education,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,24,6
2021,Quebec,Tertiary education,"Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,24,4
2021,Quebec,Tertiary education,"Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,24,7
2021,Ontario,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",35,15
2021,Ontario,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",35,16
2021,Ontario,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",35,14
2021,Ontario,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,35,6
2021,Ontario,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,15 to 19 years,35,7
2021,Ontario,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,15 to 19 years,35,5
2021,Ontario,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,35,11
2021,Ontario,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,15 to 24 years,35,13
2021,Ontario,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,15 to 24 years,35,9
2021,Ontario,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,35,15
2021,Ontario,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,18 to 24 years,35,18
2021,Ontario,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,18 to 24 years,35,12
2021,Ontario,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,35,16
2021,Ontario,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,20 to 24 years,35,19
2021,Ontario,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,20 to 24 years,35,13
2021,Ontario,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,35,21
2021,Ontario,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,25 to 29 years,35,20
2021,Ontario,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,25 to 29 years,35,21
2021,Ontario,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",35,6
2021,Ontario,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",35,8
2021,Ontario,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",35,5
2021,Ontario,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,35,2
2021,Ontario,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,35,3
2021,Ontario,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,15 to 19 years,35,1
2021,Ontario,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,35,5
2021,Ontario,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,35,7
2021,Ontario,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,35,4
2021,Ontario,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,35,7
2021,Ontario,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,35,9
2021,Ontario,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,35,5
2021,Ontario,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,35,8
2021,Ontario,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,35,9
2021,Ontario,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,35,6
2021,Ontario,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,35,8
2021,Ontario,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,25 to 29 years,35,10
2021,Ontario,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,25 to 29 years,35,7
2021,Ontario,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",35,8
2021,Ontario,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",35,8
2021,Ontario,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",35,9
2021,Ontario,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,35,4
2021,Ontario,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,35,4
2021,Ontario,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,35,3
2021,Ontario,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,35,6
2021,Ontario,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,35,7
2021,Ontario,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,35,6
2021,Ontario,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,35,8
2021,Ontario,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,35,9
2021,Ontario,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,35,7
2021,Ontario,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,35,8
2021,Ontario,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,35,9
2021,Ontario,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,35,7
2021,Ontario,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,35,12
2021,Ontario,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,35,11
2021,Ontario,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,35,14
2021,Ontario,Below upper secondary,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,35,46
2021,Ontario,Below upper secondary,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,35,41
2021,Ontario,Below upper secondary,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,35,58
2021,Ontario,Below upper secondary,"Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,35,10
2021,Ontario,Below upper secondary,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,35,36
2021,Ontario,Below upper secondary,"Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,35,29
2021,Ontario,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,35,31
2021,Ontario,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,35,27
2021,Ontario,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,35,38
2021,Ontario,Upper secondary and post-secondary non-tertiary,"Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,35,11
2021,Ontario,Upper secondary and post-secondary non-tertiary,"Unemployed, Not in employment, education or training (NEET)",Males,25 to 29 years,35,12
2021,Ontario,Upper secondary and post-secondary non-tertiary,"Unemployed, Not in employment, education or training (NEET)",Females,25 to 29 years,35,10
2021,Ontario,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,35,20
2021,Ontario,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,35,15
2021,Ontario,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,35,29
2021,Ontario,Tertiary education,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,35,16
2021,Ontario,Tertiary education,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,35,15
2021,Ontario,Tertiary education,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,35,16
2021,Ontario,Tertiary education,"Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,35,7
2021,Ontario,Tertiary education,"Unemployed, Not in employment, education or training (NEET)",Males,25 to 29 years,35,8
2021,Ontario,Tertiary education,"Unemployed, Not in employment, education or training (NEET)",Females,25 to 29 years,35,7
2021,Ontario,Tertiary education,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,35,8
2021,Ontario,Tertiary education,"Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,35,7
2021,Ontario,Tertiary education,"Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,35,9
2021,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",46,13
2021,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",46,13
2021,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",46,13
2021,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,46,8
2021,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,15 to 19 years,46,9
2021,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,15 to 19 years,46,8
2021,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,46,12
2021,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,15 to 24 years,46,13
2021,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,15 to 24 years,46,10
2021,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,46,15
2021,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,18 to 24 years,46,17
2021,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,18 to 24 years,46,13
2021,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,46,15
2021,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,20 to 24 years,46,17
2021,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,20 to 24 years,46,12
2021,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,16
2021,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,25 to 29 years,46,14
2021,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,25 to 29 years,46,17
2021,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",46,5
2021,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",46,6
2021,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",46,4
2021,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,46,3
2021,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,46,4
2021,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,15 to 19 years,46,3
2021,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,46,5
2021,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,46,6
2021,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,46,4
2021,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,46,7
2021,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,46,9
2021,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,46,6
2021,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,46,7
2021,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,46,8
2021,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,46,5
2021,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,5
2021,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,25 to 29 years,46,7
2021,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,25 to 29 years,46,4
2021,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",46,8
2021,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",46,7
2021,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",46,9
2021,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,46,5
2021,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,46,5
2021,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,46,5
2021,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,46,7
2021,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,46,7
2021,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,46,6
2021,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,46,8
2021,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,46,8
2021,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,46,8
2021,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,46,8
2021,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,46,8
2021,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,46,7
2021,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,10
2021,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,46,7
2021,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,46,13
2021,Manitoba,Below upper secondary,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,32
2021,Manitoba,Below upper secondary,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,46,32
2021,Manitoba,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,24
2021,Manitoba,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,46,22
2021,Manitoba,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,46,27
2021,Manitoba,Upper secondary and post-secondary non-tertiary,"Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,9
2021,Manitoba,Upper secondary and post-secondary non-tertiary,"Unemployed, Not in employment, education or training (NEET)",Males,25 to 29 years,46,10
2021,Manitoba,Upper secondary and post-secondary non-tertiary,"Unemployed, Not in employment, education or training (NEET)",Females,25 to 29 years,46,7
2021,Manitoba,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,15
2021,Manitoba,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,46,12
2021,Manitoba,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,46,20
2021,Manitoba,Tertiary education,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,8
2021,Manitoba,Tertiary education,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,46,5
2021,Manitoba,Tertiary education,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,46,11
2021,Manitoba,Tertiary education,"Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,3
2021,Manitoba,Tertiary education,"Unemployed, Not in employment, education or training (NEET)",Females,25 to 29 years,46,3
2021,Manitoba,Tertiary education,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,5
2021,Manitoba,Tertiary education,"Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,46,8
2021,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",47,15
2021,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",47,16
2021,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",47,15
2021,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,47,9
2021,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,15 to 19 years,47,12
2021,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,15 to 19 years,47,7
2021,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,47,14
2021,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,15 to 24 years,47,16
2021,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,15 to 24 years,47,10
2021,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,47,18
2021,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,18 to 24 years,47,22
2021,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,18 to 24 years,47,14
2021,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,47,18
2021,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,20 to 24 years,47,21
2021,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,20 to 24 years,47,14
2021,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,47,19
2021,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,25 to 29 years,47,15
2021,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,25 to 29 years,47,23
2021,Saskatchewan,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",47,6
2021,Saskatchewan,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",47,9
2021,Saskatchewan,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",47,4
2021,Saskatchewan,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,47,2
2021,Saskatchewan,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,47,4
2021,Saskatchewan,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,47,6
2021,Saskatchewan,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,47,8
2021,Saskatchewan,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,47,3
2021,Saskatchewan,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,47,8
2021,Saskatchewan,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,47,12
2021,Saskatchewan,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,47,5
2021,Saskatchewan,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,47,9
2021,Saskatchewan,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,47,12
2021,Saskatchewan,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,47,6
2021,Saskatchewan,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,47,7
2021,Saskatchewan,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,25 to 29 years,47,9
2021,Saskatchewan,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,25 to 29 years,47,5
2021,Saskatchewan,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",47,9
2021,Saskatchewan,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",47,7
2021,Saskatchewan,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",47,11
2021,Saskatchewan,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,47,7
2021,Saskatchewan,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,47,8
2021,Saskatchewan,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,47,8
2021,Saskatchewan,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,47,8
2021,Saskatchewan,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,47,7
2021,Saskatchewan,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,47,10
2021,Saskatchewan,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,47,10
2021,Saskatchewan,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,47,9
2021,Saskatchewan,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,47,8
2021,Saskatchewan,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,47,8
2021,Saskatchewan,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,47,8
2021,Saskatchewan,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,47,12
2021,Saskatchewan,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,47,6
2021,Saskatchewan,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,47,18
2021,Saskatchewan,Below upper secondary,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,47,41
2021,Saskatchewan,Below upper secondary,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,47,33
2021,Saskatchewan,Below upper secondary,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,47,55
2021,Saskatchewan,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,47,23
2021,Saskatchewan,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,47,16
2021,Saskatchewan,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,47,34
2021,Saskatchewan,Upper secondary and post-secondary non-tertiary,"Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,47,9
2021,Saskatchewan,Upper secondary and post-secondary non-tertiary,"Unemployed, Not in employment, education or training (NEET)",Males,25 to 29 years,47,11
2021,Saskatchewan,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,47,14
