Year,Persons in low income,Geography,GeoCode,Value
2021,Men+,Nova Scotia,,12.1
2021,"Men+, under 18 years",Nova Scotia,,9.2
2021,"Men+, 18 to 64 years",Nova Scotia,,10.6
2021,"Men+, 65 years and over",Nova Scotia,,19.2
2021,Women+,Nova Scotia,,14.7
2021,"Women+, under 18 years",Nova Scotia,,8.3
2021,"Women+, 18 to 64 years",Nova Scotia,,12.5
2021,"Women+, 65 years and over",Nova Scotia,,25.2
2021,All persons,New Brunswick,13,11.5
2021,Persons under 18 years,New Brunswick,,9.5
2021,Persons 18 to 64 years,New Brunswick,,8.1
2021,Persons 65 years and over,New Brunswick,,22.1
2021,Men+,New Brunswick,,9.9
2021,"Men+, under 18 years",New Brunswick,,8.4
2021,"Men+, 18 to 64 years",New Brunswick,,7.5
2021,"Men+, 65 years and over",New Brunswick,,17.9
2021,Women+,New Brunswick,,13.1
2021,"Women+, under 18 years",New Brunswick,,10.7
2021,"Women+, 18 to 64 years",New Brunswick,,8.8
2021,"Women+, 65 years and over",New Brunswick,,25.8
2021,All persons,Quebec,24,11.9
2021,Persons under 18 years,Quebec,,8.1
2021,Persons 18 to 64 years,Quebec,,9.2
2021,Persons 65 years and over,Quebec,,23.8
2021,Men+,Quebec,,10.9
2021,"Men+, under 18 years",Quebec,,7.8
2021,"Men+, 18 to 64 years",Quebec,,9.1
2021,"Men+, 65 years and over",Quebec,,20.2
2021,Women+,Quebec,,12.9
2021,"Women+, under 18 years",Quebec,,8.5
2021,"Women+, 18 to 64 years",Quebec,,9.3
2021,"Women+, 65 years and over",Quebec,,26.9
2021,All persons,Ontario,35,9.9
2021,Persons under 18 years,Ontario,,9.7
2021,Persons 18 to 64 years,Ontario,,9.0
2021,Persons 65 years and over,Ontario,,13.3
2021,Men+,Ontario,,9.0
2021,"Men+, under 18 years",Ontario,,9.3
2021,"Men+, 18 to 64 years",Ontario,,8.4
2021,"Men+, 65 years and over",Ontario,,11.3
2021,Women+,Ontario,,10.8
2021,"Women+, under 18 years",Ontario,,10.1
2021,"Women+, 18 to 64 years",Ontario,,9.7
2021,"Women+, 65 years and over",Ontario,,14.9
2021,All persons,Prairie provinces,,10.5
2021,Persons under 18 years,Prairie provinces,,11.0
2021,Persons 18 to 64 years,Prairie provinces,,9.4
2021,Persons 65 years and over,Prairie provinces,,14.7
2021,Men+,Prairie provinces,,10.1
2021,"Men+, under 18 years",Prairie provinces,,11.1
2021,"Men+, 18 to 64 years",Prairie provinces,,9.2
2021,"Men+, 65 years and over",Prairie provinces,,12.7
2021,Women+,Prairie provinces,,10.9
2021,"Women+, under 18 years",Prairie provinces,,10.9
2021,"Women+, 18 to 64 years",Prairie provinces,,9.5
2021,"Women+, 65 years and over",Prairie provinces,,16.6
2021,All persons,Manitoba,46,13.0
2021,Persons under 18 years,Manitoba,,15.9
2021,Persons 18 to 64 years,Manitoba,,10.6
2021,Persons 65 years and over,Manitoba,,17.7
2021,Men+,Manitoba,,11.9
2021,"Men+, under 18 years",Manitoba,,14.9
2021,"Men+, 18 to 64 years",Manitoba,,10.2
2021,"Men+, 65 years and over",Manitoba,,14.3
2021,Women+,Manitoba,,14.1
2021,"Women+, under 18 years",Manitoba,,17.0
2021,"Women+, 18 to 64 years",Manitoba,,11.0
2021,"Women+, 65 years and over",Manitoba,,20.6
2021,All persons,Saskatchewan,47,12.0
2021,Persons under 18 years,Saskatchewan,,11.7
2021,Persons 18 to 64 years,Saskatchewan,,10.7
2021,Persons 65 years and over,Saskatchewan,,17.0
2021,Men+,Saskatchewan,,11.7
2021,"Men+, under 18 years",Saskatchewan,,12.9
2021,"Men+, 18 to 64 years",Saskatchewan,,10.6
2021,"Men+, 65 years and over",Saskatchewan,,14.4
2021,Women+,Saskatchewan,,12.4
2021,"Women+, under 18 years",Saskatchewan,,10.5
2021,"Women+, 18 to 64 years",Saskatchewan,,10.9
2021,"Women+, 65 years and over",Saskatchewan,,19.4
2021,All persons,Alberta,48,9.4
2021,Persons under 18 years,Alberta,,9.3
2021,Persons 18 to 64 years,Alberta,,8.7
2021,Persons 65 years and over,Alberta,,13.0
2021,Men+,Alberta,,9.2
2021,"Men+, under 18 years",Alberta,,9.5
2021,"Men+, 18 to 64 years",Alberta,,8.6
2021,"Men+, 65 years and over",Alberta,,11.6
2021,Women+,Alberta,,9.7
2021,"Women+, under 18 years",Alberta,,9.2
2021,"Women+, 18 to 64 years",Alberta,,8.7
2021,"Women+, 65 years and over",Alberta,,14.3
2021,All persons,British Columbia,59,9.5
2021,Persons under 18 years,British Columbia,,8.2
2021,Persons 18 to 64 years,British Columbia,,8.2
2021,Persons 65 years and over,British Columbia,,14.9
2021,Men+,British Columbia,,8.5
2021,"Men+, under 18 years",British Columbia,,8.1
2021,"Men+, 18 to 64 years",British Columbia,,7.6
2021,"Men+, 65 years and over",British Columbia,,12.1
2021,Women+,British Columbia,,10.4
2021,"Women+, under 18 years",British Columbia,,8.4
2021,"Women+, 18 to 64 years",British Columbia,,8.7
2021,"Women+, 65 years and over",British Columbia,,17.4
2021,All persons,Territories,,11.0
2021,Persons under 18 years,Territories,,14.8
2021,Persons 18 to 64 years,Territories,,9.1
2021,Persons 65 years and over,Territories,,13.6
2021,Men+,Territories,,11.0
2021,"Men+, 18 to 64 years",Territories,,10.3
2021,Women+,Territories,,11.0
2021,"Women+, under 18 years",Territories,,19.0
2021,"Women+, 18 to 64 years",Territories,,7.9
2021,All persons,Yukon,60,6.2
2021,Men+,Yukon,,6.4
2021,All persons,Northwest Territories,61,10.5
2021,Persons 18 to 64 years,Northwest Territories,,8.0
2021,All persons,Nunavut,62,16.8
2021,Persons under 18 years,Nunavut,,18.8
2021,Persons 18 to 64 years,Nunavut,,16.3
2021,Men+,Nunavut,,16.2
2021,"Men+, 18 to 64 years",Nunavut,,18.7
2021,Women+,Nunavut,,17.5
2021,"Women+, under 18 years",Nunavut,,25.8
2021,"Women+, 18 to 64 years",Nunavut,,13.9
2021,All persons,"Québec, Quebec",,9.5
2021,Persons 18 to 64 years,"Québec, Quebec",,6.9
2021,Persons 65 years and over,"Québec, Quebec",,20.4
2021,Men+,"Québec, Quebec",,8.2
2021,"Men+, 18 to 64 years","Québec, Quebec",,5.8
2021,"Men+, 65 years and over","Québec, Quebec",,15.8
2021,Women+,"Québec, Quebec",,10.7
2021,"Women+, 18 to 64 years","Québec, Quebec",,8.0
2021,"Women+, 65 years and over","Québec, Quebec",,24.2
2021,All persons,"Montréal, Quebec",,11.6
2021,Persons under 18 years,"Montréal, Quebec",,9.6
2021,Persons 18 to 64 years,"Montréal, Quebec",,9.5
2021,Persons 65 years and over,"Montréal, Quebec",,21.9
2021,Men+,"Montréal, Quebec",,10.5
2021,"Men+, under 18 years","Montréal, Quebec",,7.6
2021,"Men+, 18 to 64 years","Montréal, Quebec",,9.5
2021,"Men+, 65 years and over","Montréal, Quebec",,18.6
2021,Women+,"Montréal, Quebec",,12.7
2021,"Women+, under 18 years","Montréal, Quebec",,11.8
2021,"Women+, 18 to 64 years","Montréal, Quebec",,9.5
2021,"Women+, 65 years and over","Montréal, Quebec",,24.7
2021,All persons,"Ottawa-Gatineau, Ontario/Quebec",,8.3
2021,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,6.9
2021,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,8.2
2021,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,9.7
2021,Men+,"Ottawa-Gatineau, Ontario/Quebec",,7.1
2021,"Men+, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,5.8
2021,"Men+, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,7.6
2021,"Men+, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,6.6
2021,Women+,"Ottawa-Gatineau, Ontario/Quebec",,9.5
2021,"Women+, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,8.9
2021,"Women+, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,12.7
2021,All persons,"Toronto, Ontario",,9.4
2021,Persons under 18 years,"Toronto, Ontario",,8.9
2021,Persons 18 to 64 years,"Toronto, Ontario",,8.6
2021,Persons 65 years and over,"Toronto, Ontario",,13.0
2021,Men+,"Toronto, Ontario",,8.7
2021,"Men+, under 18 years","Toronto, Ontario",,9.7
2021,"Men+, 18 to 64 years","Toronto, Ontario",,7.6
2021,"Men+, 65 years and over","Toronto, Ontario",,12.4
2021,Women+,"Toronto, Ontario",,10.0
2021,"Women+, under 18 years","Toronto, Ontario",,8.1
2021,"Women+, 18 to 64 years","Toronto, Ontario",,9.7
2021,"Women+, 65 years and over","Toronto, Ontario",,13.5
2021,All persons,"Winnipeg, Manitoba",,12.0
2021,Persons under 18 years,"Winnipeg, Manitoba",,14.9
2021,Persons 18 to 64 years,"Winnipeg, Manitoba",,9.9
2021,Persons 65 years and over,"Winnipeg, Manitoba",,16.5
2021,Men+,"Winnipeg, Manitoba",,11.2
2021,"Men+, under 18 years","Winnipeg, Manitoba",,14.1
2021,"Men+, 18 to 64 years","Winnipeg, Manitoba",,9.9
2021,"Men+, 65 years and over","Winnipeg, Manitoba",,13.0
2021,Women+,"Winnipeg, Manitoba",,12.8
2021,"Women+, under 18 years","Winnipeg, Manitoba",,15.8
2021,"Women+, 18 to 64 years","Winnipeg, Manitoba",,9.8
2021,"Women+, 65 years and over","Winnipeg, Manitoba",,19.4
2021,All persons,"Calgary, Alberta",,10.2
2021,Persons under 18 years,"Calgary, Alberta",,9.6
2021,Persons 18 to 64 years,"Calgary, Alberta",,9.5
2021,Persons 65 years and over,"Calgary, Alberta",,14.4
2021,Men+,"Calgary, Alberta",,10.4
2021,"Men+, under 18 years","Calgary, Alberta",,11.3
2021,"Men+, 18 to 64 years","Calgary, Alberta",,9.3
2021,"Men+, 65 years and over","Calgary, Alberta",,14.9
2021,Women+,"Calgary, Alberta",,10.0
2021,"Women+, under 18 years","Calgary, Alberta",,8.1
2021,"Women+, 18 to 64 years","Calgary, Alberta",,9.7
2021,"Women+, 65 years and over","Calgary, Alberta",,14.0
2021,All persons,"Edmonton, Alberta",,8.7
2021,Persons under 18 years,"Edmonton, Alberta",,9.9
2021,Persons 18 to 64 years,"Edmonton, Alberta",,7.9
2021,Persons 65 years and over,"Edmonton, Alberta",,10.7
2021,Men+,"Edmonton, Alberta",,8.8
2021,"Men+, under 18 years","Edmonton, Alberta",,11.0
2021,"Men+, 18 to 64 years","Edmonton, Alberta",,8.1
2021,"Men+, 65 years and over","Edmonton, Alberta",,8.7
2021,Women+,"Edmonton, Alberta",,8.5
2021,"Women+, under 18 years","Edmonton, Alberta",,8.7
2021,"Women+, 18 to 64 years","Edmonton, Alberta",,7.6
2021,"Women+, 65 years and over","Edmonton, Alberta",,12.5
2021,All persons,"Vancouver, British Columbia",,9.6
2021,Persons under 18 years,"Vancouver, British Columbia",,8.8
2021,Persons 18 to 64 years,"Vancouver, British Columbia",,8.3
2021,Persons 65 years and over,"Vancouver, British Columbia",,15.6
2021,Men+,"Vancouver, British Columbia",,8.7
2021,"Men+, under 18 years","Vancouver, British Columbia",,9.4
2021,"Men+, 18 to 64 years","Vancouver, British Columbia",,7.6
2021,"Men+, 65 years and over","Vancouver, British Columbia",,12.6
2021,Women+,"Vancouver, British Columbia",,10.5
2021,"Women+, under 18 years","Vancouver, British Columbia",,8.3
2021,"Women+, 18 to 64 years","Vancouver, British Columbia",,9.0
2021,"Women+, 65 years and over","Vancouver, British Columbia",,18.4
2022,Persons under 18 years,Canada,,12.1
2022,Persons 18 to 64 years,Canada,,10.8
2022,Persons 65 years and over,Canada,,15.8
2022,Men+,Canada,,11.3
2022,"Men+, under 18 years",Canada,,12.0
2022,"Men+, 18 to 64 years",Canada,,10.5
2022,"Men+, 65 years and over",Canada,,13.6
2022,Women+,Canada,,12.6
2022,"Women+, under 18 years",Canada,,12.3
2022,"Women+, 18 to 64 years",Canada,,11.1
2022,"Women+, 65 years and over",Canada,,17.7
2022,All persons,Atlantic provinces,,16.3
2022,Persons under 18 years,Atlantic provinces,,15.7
2022,Persons 18 to 64 years,Atlantic provinces,,13.1
2022,Persons 65 years and over,Atlantic provinces,,25.1
2022,Men+,Atlantic provinces,,15.2
2022,"Men+, under 18 years",Atlantic provinces,,16.0
2022,"Men+, 18 to 64 years",Atlantic provinces,,12.8
2022,"Men+, 65 years and over",Atlantic provinces,,21.6
2022,Women+,Atlantic provinces,,17.3
2022,"Women+, under 18 years",Atlantic provinces,,15.4
2022,"Women+, 18 to 64 years",Atlantic provinces,,13.5
2022,"Women+, 65 years and over",Atlantic provinces,,28.2
2022,All persons,Newfoundland and Labrador,10,16.3
2022,Persons under 18 years,Newfoundland and Labrador,,14.3
2022,Persons 18 to 64 years,Newfoundland and Labrador,,12.5
2022,Persons 65 years and over,Newfoundland and Labrador,,26.9
2022,Men+,Newfoundland and Labrador,,14.4
2022,"Men+, under 18 years",Newfoundland and Labrador,,13.8
2022,"Men+, 18 to 64 years",Newfoundland and Labrador,,11.4
2022,"Men+, 65 years and over",Newfoundland and Labrador,,22.7
2022,Women+,Newfoundland and Labrador,,18.1
2022,"Women+, under 18 years",Newfoundland and Labrador,,15.0
2022,"Women+, 18 to 64 years",Newfoundland and Labrador,,13.6
2022,"Women+, 65 years and over",Newfoundland and Labrador,,30.6
2022,All persons,Prince Edward Island,11,12.4
2022,Persons under 18 years,Prince Edward Island,,10.1
2022,Persons 18 to 64 years,Prince Edward Island,,10.3
2022,Persons 65 years and over,Prince Edward Island,,21.0
2022,Men+,Prince Edward Island,,11.4
2022,"Men+, under 18 years",Prince Edward Island,,8.2
2022,"Men+, 18 to 64 years",Prince Edward Island,,10.5
2022,"Men+, 65 years and over",Prince Edward Island,,17.3
2022,Women+,Prince Edward Island,,13.4
2022,"Women+, under 18 years",Prince Edward Island,,12.1
2022,"Women+, 18 to 64 years",Prince Edward Island,,10.0
2022,"Women+, 65 years and over",Prince Edward Island,,24.2
2022,All persons,Nova Scotia,12,17.2
2022,Persons under 18 years,Nova Scotia,,17.3
2022,Persons 18 to 64 years,Nova Scotia,,14.3
2022,Persons 65 years and over,Nova Scotia,,25.0
2022,Men+,Nova Scotia,,16.5
2022,"Men+, under 18 years",Nova Scotia,,18.3
2022,"Men+, 18 to 64 years",Nova Scotia,,14.1
2022,"Men+, 65 years and over",Nova Scotia,,22.0
2022,Women+,Nova Scotia,,17.8
2022,"Women+, under 18 years",Nova Scotia,,16.3
2022,"Women+, 18 to 64 years",Nova Scotia,,14.5
2022,"Women+, 65 years and over",Nova Scotia,,27.7
2022,All persons,New Brunswick,13,16.0
2022,Persons under 18 years,New Brunswick,,15.7
2022,Persons 18 to 64 years,New Brunswick,,12.7
2022,Persons 65 years and over,New Brunswick,,24.7
2022,Men+,New Brunswick,,15.0
2022,"Men+, under 18 years",New Brunswick,,16.2
2022,"Men+, 18 to 64 years",New Brunswick,,12.5
2022,"Men+, 65 years and over",New Brunswick,,21.1
2022,Women+,New Brunswick,,16.9
2022,"Women+, under 18 years",New Brunswick,,15.3
2022,"Women+, 18 to 64 years",New Brunswick,,12.8
2022,"Women+, 65 years and over",New Brunswick,,28.0
2022,All persons,Quebec,24,10.9
2022,Persons under 18 years,Quebec,,8.3
2022,Persons 18 to 64 years,Quebec,,10.0
2022,Persons 65 years and over,Quebec,,16.0
2022,Men+,Quebec,,10.3
2022,"Men+, under 18 years",Quebec,,7.7
2022,"Men+, 18 to 64 years",Quebec,,10.2
2022,"Men+, 65 years and over",Quebec,,13.4
2022,Women+,Quebec,,11.5
2022,"Women+, under 18 years",Quebec,,9.0
2022,"Women+, 18 to 64 years",Quebec,,9.9
2022,"Women+, 65 years and over",Quebec,,18.3
2022,All persons,Ontario,35,12.0
2022,Persons under 18 years,Ontario,,12.8
2022,Persons 18 to 64 years,Ontario,,11.1
2022,Persons 65 years and over,Ontario,,14.2
2022,Men+,Ontario,,11.3
2022,"Men+, under 18 years",Ontario,,12.9
2022,"Men+, 18 to 64 years",Ontario,,10.7
2022,"Men+, 65 years and over",Ontario,,12.0
2022,Women+,Ontario,,12.6
2022,"Women+, under 18 years",Ontario,,12.8
2022,"Women+, 18 to 64 years",Ontario,,11.5
2022,"Women+, 65 years and over",Ontario,,16.1
2022,All persons,Prairie provinces,,11.9
2022,Persons under 18 years,Prairie provinces,,14.4
2022,Persons 18 to 64 years,Prairie provinces,,10.6
2022,Persons 65 years and over,Prairie provinces,,13.7
2022,Men+,Prairie provinces,,11.4
2022,"Men+, under 18 years",Prairie provinces,,14.5
2022,"Men+, 18 to 64 years",Prairie provinces,,10.1
2022,"Men+, 65 years and over",Prairie provinces,,12.1
2022,Women+,Prairie provinces,,12.5
2022,"Women+, under 18 years",Prairie provinces,,14.3
2022,"Women+, 18 to 64 years",Prairie provinces,,11.2
2022,"Women+, 65 years and over",Prairie provinces,,15.2
2022,All persons,Manitoba,46,15.1
2022,Persons under 18 years,Manitoba,,19.7
2022,Persons 18 to 64 years,Manitoba,,13.1
2022,Persons 65 years and over,Manitoba,,16.4
2022,Men+,Manitoba,,14.6
2022,"Men+, under 18 years",Manitoba,,20.2
2022,"Men+, 18 to 64 years",Manitoba,,12.6
2022,"Men+, 65 years and over",Manitoba,,14.4
2022,Women+,Manitoba,,15.6
2022,"Women+, under 18 years",Manitoba,,19.2
2022,"Women+, 18 to 64 years",Manitoba,,13.5
2022,"Women+, 65 years and over",Manitoba,,18.2
2022,All persons,Saskatchewan,47,13.5
2022,Persons under 18 years,Saskatchewan,,16.7
2022,Persons 18 to 64 years,Saskatchewan,,11.7
2022,Persons 65 years and over,Saskatchewan,,15.6
2022,Men+,Saskatchewan,,13.3
2022,"Men+, under 18 years",Saskatchewan,,17.7
2022,"Men+, 18 to 64 years",Saskatchewan,,11.4
2022,"Men+, 65 years and over",Saskatchewan,,13.8
2022,Women+,Saskatchewan,,13.8
2022,"Women+, under 18 years",Saskatchewan,,15.7
2022,"Women+, 18 to 64 years",Saskatchewan,,12.1
2022,"Women+, 65 years and over",Saskatchewan,,17.1
2022,All persons,Alberta,48,10.6
2022,Persons under 18 years,Alberta,,12.2
2022,Persons 18 to 64 years,Alberta,,9.6
2022,Persons 65 years and over,Alberta,,12.3
2022,Men+,Alberta,,10.0
2022,"Men+, under 18 years",Alberta,,12.0
2022,"Men+, 18 to 64 years",Alberta,,9.0
2022,"Men+, 65 years and over",Alberta,,10.9
2022,Women+,Alberta,,11.3
2022,"Women+, under 18 years",Alberta,,12.5
2022,"Women+, 18 to 64 years",Alberta,,10.3
2022,"Women+, 65 years and over",Alberta,,13.5
2022,All persons,British Columbia,59,11.7
2022,Persons under 18 years,British Columbia,,11.1
2022,Persons 18 to 64 years,British Columbia,,10.2
2022,Persons 65 years and over,British Columbia,,16.9
2022,Men+,British Columbia,,10.9
2022,"Men+, under 18 years",British Columbia,,10.6
2022,"Men+, 18 to 64 years",British Columbia,,9.7
2022,"Men+, 65 years and over",British Columbia,,15.5
2022,Women+,British Columbia,,12.4
2022,"Women+, under 18 years",British Columbia,,11.7
2022,"Women+, 18 to 64 years",British Columbia,,10.7
2022,"Women+, 65 years and over",British Columbia,,18.2
2022,All persons,Territories,,13.3
2022,Persons under 18 years,Territories,,16.6
2022,Persons 18 to 64 years,Territories,,11.0
2022,Persons 65 years and over,Territories,,19.8
2022,Men+,Territories,,15.4
2022,"Men+, under 18 years",Territories,,18.5
2022,"Men+, 18 to 64 years",Territories,,12.7
2022,"Men+, 65 years and over",Territories,,24.3
2022,Women+,Territories,,11.2
2022,"Women+, under 18 years",Territories,,14.6
2022,"Women+, 18 to 64 years",Territories,,9.3
2022,"Women+, 65 years and over",Territories,,15.0
2022,All persons,Yukon,60,10.4
2022,Persons 18 to 64 years,Yukon,,7.5
2022,Persons 65 years and over,Yukon,,20.1
2022,Men+,Yukon,,12.4
2022,"Men+, 18 to 64 years",Yukon,,8.8
2022,"Men+, 65 years and over",Yukon,,25.9
2022,Women+,Yukon,,8.4
2022,"Women+, 65 years and over",Yukon,,13.7
2022,All persons,Northwest Territories,61,12.8
2022,Persons under 18 years,Northwest Territories,,15.6
2022,Persons 18 to 64 years,Northwest Territories,,11.1
2022,Persons 65 years and over,Northwest Territories,,17.7
2022,Men+,Northwest Territories,,15.6
2022,"Men+, under 18 years",Northwest Territories,,19.0
2022,"Men+, 18 to 64 years",Northwest Territories,,13.5
2022,"Men+, 65 years and over",Northwest Territories,,21.0
2022,Women+,Northwest Territories,,9.9
2022,"Women+, under 18 years",Northwest Territories,,11.9
2022,"Women+, 18 to 64 years",Northwest Territories,,8.6
2022,All persons,Nunavut,62,16.9
2022,Persons under 18 years,Nunavut,,19.2
2022,Persons 18 to 64 years,Nunavut,,15.0
2022,Persons 65 years and over,Nunavut,,24.2
2022,Men+,Nunavut,,18.2
2022,"Men+, under 18 years",Nunavut,,20.5
2022,"Men+, 18 to 64 years",Nunavut,,16.1
2022,"Men+, 65 years and over",Nunavut,,26.8
2022,Women+,Nunavut,,15.6
2022,"Women+, 18 to 64 years",Nunavut,,13.8
2022,All persons,"Québec, Quebec",,8.6
2022,Persons under 18 years,"Québec, Quebec",,4.8
2022,Persons 18 to 64 years,"Québec, Quebec",,8.4
2022,Persons 65 years and over,"Québec, Quebec",,12.2
2022,Men+,"Québec, Quebec",,8.1
2022,"Men+, under 18 years","Québec, Quebec",,4.4
2022,"Men+, 18 to 64 years","Québec, Quebec",,9.1
2022,"Men+, 65 years and over","Québec, Quebec",,8.8
2022,Women+,"Québec, Quebec",,9.1
2022,"Women+, under 18 years","Québec, Quebec",,5.3
2022,"Women+, 18 to 64 years","Québec, Quebec",,7.8
2022,"Women+, 65 years and over","Québec, Quebec",,15.1
2022,All persons,"Montréal, Quebec",,10.8
2022,Persons under 18 years,"Montréal, Quebec",,8.7
2022,Persons 18 to 64 years,"Montréal, Quebec",,10.1
2022,Persons 65 years and over,"Montréal, Quebec",,16.3
2022,Men+,"Montréal, Quebec",,10.5
2022,"Men+, under 18 years","Montréal, Quebec",,8.4
2022,"Men+, 18 to 64 years","Montréal, Quebec",,10.2
2022,"Men+, 65 years and over","Montréal, Quebec",,14.5
2022,Women+,"Montréal, Quebec",,11.2
2022,"Women+, under 18 years","Montréal, Quebec",,9.0
2022,"Women+, 18 to 64 years","Montréal, Quebec",,9.9
2022,"Women+, 65 years and over","Montréal, Quebec",,17.7
2022,All persons,"Ottawa-Gatineau, Ontario/Quebec",,9.6
2022,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,8.7
2022,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,9.6
2022,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,10.7
2022,Men+,"Ottawa-Gatineau, Ontario/Quebec",,9.3
2022,"Men+, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,7.5
2022,"Men+, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,9.8
2022,"Men+, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,9.7
2022,Women+,"Ottawa-Gatineau, Ontario/Quebec",,10.0
2022,"Women+, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,10.0
2022,"Women+, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,9.5
2022,"Women+, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,11.6
2022,All persons,"Toronto, Ontario",,12.2
2022,Persons under 18 years,"Toronto, Ontario",,13.5
2022,Persons 18 to 64 years,"Toronto, Ontario",,11.3
2022,Persons 65 years and over,"Toronto, Ontario",,14.7
2022,Men+,"Toronto, Ontario",,11.7
2022,"Men+, under 18 years","Toronto, Ontario",,14.1
2022,"Men+, 18 to 64 years","Toronto, Ontario",,10.9
2022,"Men+, 65 years and over","Toronto, Ontario",,12.4
2022,Women+,"Toronto, Ontario",,12.7
2022,"Women+, under 18 years","Toronto, Ontario",,12.8
2022,"Women+, 18 to 64 years","Toronto, Ontario",,11.7
2022,"Women+, 65 years and over","Toronto, Ontario",,16.7
2022,All persons,"Winnipeg, Manitoba",,13.6
2022,Persons under 18 years,"Winnipeg, Manitoba",,17.7
2022,Persons 18 to 64 years,"Winnipeg, Manitoba",,12.2
2022,Persons 65 years and over,"Winnipeg, Manitoba",,14.2
2022,Men+,"Winnipeg, Manitoba",,13.0
2022,"Men+, under 18 years","Winnipeg, Manitoba",,18.0
2022,"Men+, 18 to 64 years","Winnipeg, Manitoba",,11.6
2022,"Men+, 65 years and over","Winnipeg, Manitoba",,12.1
2022,Women+,"Winnipeg, Manitoba",,14.2
2022,"Women+, under 18 years","Winnipeg, Manitoba",,17.3
2022,"Women+, 18 to 64 years","Winnipeg, Manitoba",,12.7
2022,"Women+, 65 years and over","Winnipeg, Manitoba",,16.0
2022,All persons,"Calgary, Alberta",,10.1
2022,Persons under 18 years,"Calgary, Alberta",,11.3
2022,Persons 18 to 64 years,"Calgary, Alberta",,9.5
2022,Persons 65 years and over,"Calgary, Alberta",,10.9
2022,Men+,"Calgary, Alberta",,9.2
2022,"Men+, under 18 years","Calgary, Alberta",,10.9
2022,"Men+, 18 to 64 years","Calgary, Alberta",,8.7
2022,"Men+, 65 years and over","Calgary, Alberta",,9.0
2022,Women+,"Calgary, Alberta",,10.9
2022,"Women+, under 18 years","Calgary, Alberta",,11.7
2022,"Women+, 18 to 64 years","Calgary, Alberta",,10.3
2022,"Women+, 65 years and over","Calgary, Alberta",,12.6
2022,All persons,"Edmonton, Alberta",,10.8
2022,Persons under 18 years,"Edmonton, Alberta",,13.2
2022,Persons 18 to 64 years,"Edmonton, Alberta",,10.1
2022,Persons 65 years and over,"Edmonton, Alberta",,10.5
2022,Men+,"Edmonton, Alberta",,10.4
2022,"Men+, under 18 years","Edmonton, Alberta",,12.1
2022,"Men+, 18 to 64 years","Edmonton, Alberta",,9.9
2022,"Men+, 65 years and over","Edmonton, Alberta",,10.2
2022,Women+,"Edmonton, Alberta",,11.2
2022,"Women+, under 18 years","Edmonton, Alberta",,14.5
2022,"Women+, 18 to 64 years","Edmonton, Alberta",,10.3
2022,"Women+, 65 years and over","Edmonton, Alberta",,10.9
2022,All persons,"Vancouver, British Columbia",,11.4
2022,Persons under 18 years,"Vancouver, British Columbia",,10.5
2022,Persons 18 to 64 years,"Vancouver, British Columbia",,10.1
2022,Persons 65 years and over,"Vancouver, British Columbia",,17.0
2022,Men+,"Vancouver, British Columbia",,10.9
2022,"Men+, under 18 years","Vancouver, British Columbia",,10.1
2022,"Men+, 18 to 64 years","Vancouver, British Columbia",,9.7
2022,"Men+, 65 years and over","Vancouver, British Columbia",,16.4
2022,Women+,"Vancouver, British Columbia",,11.9
2022,"Women+, under 18 years","Vancouver, British Columbia",,11.0
2022,"Women+, 18 to 64 years","Vancouver, British Columbia",,10.6
2022,"Women+, 65 years and over","Vancouver, British Columbia",,17.5
2023,Persons under 18 years,Canada,,13.4
2023,Persons 18 to 64 years,Canada,,11.2
2023,Persons 65 years and over,Canada,,14.2
2023,Men+,Canada,,11.7
2023,"Men+, under 18 years",Canada,,13.6
2023,"Men+, 18 to 64 years",Canada,,10.8
2023,"Men+, 65 years and over",Canada,,12.5
2023,Women+,Canada,,12.6
2023,"Women+, under 18 years",Canada,,13.1
2023,"Women+, 18 to 64 years",Canada,,11.5
2023,"Women+, 65 years and over",Canada,,15.7
2023,All persons,Atlantic provinces,,16.3
2023,Persons under 18 years,Atlantic provinces,,17.8
2023,Persons 18 to 64 years,Atlantic provinces,,13.2
2023,Persons 65 years and over,Atlantic provinces,,23.4
2023,Men+,Atlantic provinces,,15.5
2023,"Men+, under 18 years",Atlantic provinces,,18.4
2023,"Men+, 18 to 64 years",Atlantic provinces,,12.8
2023,"Men+, 65 years and over",Atlantic provinces,,20.9
