Year,Âge au décès,Sexe,Causes of death,Value
2021,30 à 34 ans,Les deux sexes,Maladies du coeur,3.6
2021,30 à 34 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.1
2021,30 à 34 ans,Les deux sexes,Cerebrovascular diseases,0.7
2021,30 à 34 ans,Les deux sexes,Atherosclerosis,0.0
2021,30 à 34 ans,Les deux sexes,Aortic aneurysm and dissection,0.2
2021,30 à 34 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.3
2021,30 à 34 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2021,30 à 34 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.1
2021,30 à 34 ans,Hommes,Tumeurs malignes,7.3
2021,30 à 34 ans,Hommes,Diabète sucré,1.5
2021,30 à 34 ans,Hommes,Maladies du coeur,5.3
2021,30 à 34 ans,Hommes,Essential hypertension and hypertensive renal disease,0.2
2021,30 à 34 ans,Hommes,Cerebrovascular diseases,0.6
2021,30 à 34 ans,Hommes,Atherosclerosis,0.0
2021,30 à 34 ans,Hommes,Aortic aneurysm and dissection,0.2
2021,30 à 34 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.6
2021,30 à 34 ans,Hommes,Pneumoconioses and chemical effects,0.0
2021,30 à 34 ans,Hommes,Pneumonitis due to solids and liquids,0.1
2021,30 à 34 ans,Femmes,Tumeurs malignes,8.4
2021,30 à 34 ans,Femmes,Diabète sucré,1.1
2021,30 à 34 ans,Femmes,Maladies du coeur,1.8
2021,30 à 34 ans,Femmes,Essential hypertension and hypertensive renal disease,0.0
2021,30 à 34 ans,Femmes,Cerebrovascular diseases,0.8
2021,30 à 34 ans,Femmes,Atherosclerosis,0.0
2021,30 à 34 ans,Femmes,Aortic aneurysm and dissection,0.2
2021,30 à 34 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.1
2021,30 à 34 ans,Femmes,Pneumoconioses and chemical effects,0.0
2021,30 à 34 ans,Femmes,Pneumonitis due to solids and liquids,0.0
2021,35 à 44 ans,Les deux sexes,Tumeurs malignes,21.9
2021,35 à 44 ans,Les deux sexes,Diabète sucré,2.2
2021,35 à 44 ans,Les deux sexes,Maladies du coeur,9.9
2021,35 à 44 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.1
2021,35 à 44 ans,Les deux sexes,Cerebrovascular diseases,2.1
2021,35 à 44 ans,Les deux sexes,Atherosclerosis,0.1
2021,35 à 44 ans,Les deux sexes,Aortic aneurysm and dissection,0.6
2021,35 à 44 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.3
2021,35 à 44 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2021,35 à 44 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.1
2021,35 à 44 ans,Hommes,Tumeurs malignes,17.7
2021,35 à 44 ans,Hommes,Diabète sucré,3.0
2021,35 à 44 ans,Hommes,Maladies du coeur,14.1
2021,35 à 44 ans,Hommes,Essential hypertension and hypertensive renal disease,0.2
2021,35 à 44 ans,Hommes,Cerebrovascular diseases,2.4
2021,35 à 44 ans,Hommes,Atherosclerosis,0.1
2021,35 à 44 ans,Hommes,Aortic aneurysm and dissection,1.1
2021,35 à 44 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.3
2021,35 à 44 ans,Hommes,Pneumoconioses and chemical effects,0.0
2021,35 à 44 ans,Hommes,Pneumonitis due to solids and liquids,0.2
2021,35 à 44 ans,Femmes,Tumeurs malignes,26.0
2021,35 à 44 ans,Femmes,Diabète sucré,1.4
2021,35 à 44 ans,Femmes,Maladies du coeur,5.6
2021,35 à 44 ans,Femmes,Essential hypertension and hypertensive renal disease,0.1
2021,35 à 44 ans,Femmes,Cerebrovascular diseases,1.8
2021,35 à 44 ans,Femmes,Atherosclerosis,0.1
2021,35 à 44 ans,Femmes,Aortic aneurysm and dissection,0.2
2021,35 à 44 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2021,35 à 44 ans,Femmes,Pneumoconioses and chemical effects,0.1
2021,35 à 44 ans,Femmes,Pneumonitis due to solids and liquids,0.1
2021,35 à 39 ans,Les deux sexes,Tumeurs malignes,15.8
2021,35 à 39 ans,Les deux sexes,Diabète sucré,1.8
2021,35 à 39 ans,Les deux sexes,Maladies du coeur,7.2
2021,35 à 39 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.2
2021,35 à 39 ans,Les deux sexes,Cerebrovascular diseases,1.7
2021,35 à 39 ans,Les deux sexes,Atherosclerosis,0.0
2021,35 à 39 ans,Les deux sexes,Aortic aneurysm and dissection,0.4
2021,35 à 39 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.3
2021,35 à 39 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2021,35 à 39 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.0
2021,35 à 39 ans,Hommes,Tumeurs malignes,11.7
2021,35 à 39 ans,Hommes,Diabète sucré,2.4
2021,35 à 39 ans,Hommes,Maladies du coeur,9.9
2021,35 à 39 ans,Hommes,Essential hypertension and hypertensive renal disease,0.2
2021,35 à 39 ans,Hommes,Cerebrovascular diseases,1.7
2021,35 à 39 ans,Hommes,Atherosclerosis,0.0
2021,35 à 39 ans,Hommes,Aortic aneurysm and dissection,0.7
2021,35 à 39 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.4
2021,35 à 39 ans,Hommes,Pneumoconioses and chemical effects,0.0
2021,35 à 39 ans,Hommes,Pneumonitis due to solids and liquids,0.0
2021,35 à 39 ans,Femmes,Tumeurs malignes,19.9
2021,35 à 39 ans,Femmes,Diabète sucré,1.3
2021,35 à 39 ans,Femmes,Maladies du coeur,4.5
2021,35 à 39 ans,Femmes,Essential hypertension and hypertensive renal disease,0.1
2021,35 à 39 ans,Femmes,Cerebrovascular diseases,1.6
2021,35 à 39 ans,Femmes,Atherosclerosis,0.0
2021,35 à 39 ans,Femmes,Aortic aneurysm and dissection,0.0
2021,35 à 39 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2021,35 à 39 ans,Femmes,Pneumoconioses and chemical effects,0.1
2021,35 à 39 ans,Femmes,Pneumonitis due to solids and liquids,0.1
2021,40 à 44 ans,Les deux sexes,Tumeurs malignes,28.4
2021,40 à 44 ans,Les deux sexes,Diabète sucré,2.6
2021,40 à 44 ans,Les deux sexes,Maladies du coeur,12.7
2021,40 à 44 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.1
2021,40 à 44 ans,Les deux sexes,Cerebrovascular diseases,2.6
2021,40 à 44 ans,Les deux sexes,Atherosclerosis,0.1
2021,40 à 44 ans,Les deux sexes,Aortic aneurysm and dissection,0.8
2021,40 à 44 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.2
2021,40 à 44 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2021,40 à 44 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.2
2021,40 à 44 ans,Hommes,Tumeurs malignes,24.2
2021,40 à 44 ans,Hommes,Diabète sucré,3.7
2021,40 à 44 ans,Hommes,Maladies du coeur,18.7
2021,40 à 44 ans,Hommes,Essential hypertension and hypertensive renal disease,0.2
2021,40 à 44 ans,Hommes,Cerebrovascular diseases,3.2
2021,40 à 44 ans,Hommes,Atherosclerosis,0.1
2021,40 à 44 ans,Hommes,Aortic aneurysm and dissection,1.5
2021,40 à 44 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.2
2021,40 à 44 ans,Hommes,Pneumoconioses and chemical effects,0.0
2021,40 à 44 ans,Hommes,Pneumonitis due to solids and liquids,0.2
2021,40 à 44 ans,Femmes,Tumeurs malignes,32.4
2021,40 à 44 ans,Femmes,Diabète sucré,1.5
2021,40 à 44 ans,Femmes,Maladies du coeur,6.8
2021,40 à 44 ans,Femmes,Essential hypertension and hypertensive renal disease,0.0
2021,40 à 44 ans,Femmes,Cerebrovascular diseases,2.1
2021,40 à 44 ans,Femmes,Atherosclerosis,0.1
2021,40 à 44 ans,Femmes,Aortic aneurysm and dissection,0.2
2021,40 à 44 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2021,40 à 44 ans,Femmes,Pneumoconioses and chemical effects,0.0
2021,40 à 44 ans,Femmes,Pneumonitis due to solids and liquids,0.2
2021,45 à 54 ans,Les deux sexes,Tumeurs malignes,69.5
2021,45 à 54 ans,Les deux sexes,Diabète sucré,6.1
2021,45 à 54 ans,Les deux sexes,Maladies du coeur,33.9
2021,45 à 54 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.3
2021,45 à 54 ans,Les deux sexes,Cerebrovascular diseases,6.3
2021,45 à 54 ans,Les deux sexes,Atherosclerosis,0.1
2021,45 à 54 ans,Les deux sexes,Aortic aneurysm and dissection,1.3
2021,45 à 54 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,2.3
2021,45 à 54 ans,Les deux sexes,Pneumoconioses and chemical effects,0.1
2021,45 à 54 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.5
2021,45 à 54 ans,Hommes,Tumeurs malignes,64.8
2021,45 à 54 ans,Hommes,Diabète sucré,8.2
2021,45 à 54 ans,Hommes,Maladies du coeur,52.7
2021,45 à 54 ans,Hommes,Essential hypertension and hypertensive renal disease,0.4
2021,45 à 54 ans,Hommes,Cerebrovascular diseases,7.4
2021,45 à 54 ans,Hommes,Atherosclerosis,0.1
2021,45 à 54 ans,Hommes,Aortic aneurysm and dissection,2.4
2021,45 à 54 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,3.0
2021,45 à 54 ans,Hommes,Pneumoconioses and chemical effects,0.1
2021,45 à 54 ans,Hommes,Pneumonitis due to solids and liquids,0.8
2021,45 à 54 ans,Femmes,Tumeurs malignes,74.2
2021,45 à 54 ans,Femmes,Diabète sucré,4.0
2021,45 à 54 ans,Femmes,Maladies du coeur,15.3
2021,45 à 54 ans,Femmes,Essential hypertension and hypertensive renal disease,0.2
2021,45 à 54 ans,Femmes,Cerebrovascular diseases,5.2
2021,45 à 54 ans,Femmes,Atherosclerosis,0.1
2021,45 à 54 ans,Femmes,Aortic aneurysm and dissection,0.2
2021,45 à 54 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,1.7
2021,45 à 54 ans,Femmes,Pneumoconioses and chemical effects,0.2
2021,45 à 54 ans,Femmes,Pneumonitis due to solids and liquids,0.2
2021,45 à 49 ans,Les deux sexes,Tumeurs malignes,47.5
2021,45 à 49 ans,Les deux sexes,Diabète sucré,4.5
2021,45 à 49 ans,Les deux sexes,Maladies du coeur,23.8
2021,45 à 49 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.1
2021,45 à 49 ans,Les deux sexes,Cerebrovascular diseases,4.7
2021,45 à 49 ans,Les deux sexes,Atherosclerosis,0.0
2021,45 à 49 ans,Les deux sexes,Aortic aneurysm and dissection,1.1
2021,45 à 49 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,1.3
2021,45 à 49 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2021,45 à 49 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.3
2021,45 à 49 ans,Hommes,Tumeurs malignes,40.3
2021,45 à 49 ans,Hommes,Diabète sucré,6.5
2021,45 à 49 ans,Hommes,Maladies du coeur,36.1
2021,45 à 49 ans,Hommes,Essential hypertension and hypertensive renal disease,0.2
2021,45 à 49 ans,Hommes,Cerebrovascular diseases,6.4
2021,45 à 49 ans,Hommes,Atherosclerosis,0.1
2021,45 à 49 ans,Hommes,Aortic aneurysm and dissection,1.9
2021,45 à 49 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,2.1
2021,45 à 49 ans,Hommes,Pneumoconioses and chemical effects,0.1
2021,45 à 49 ans,Hommes,Pneumonitis due to solids and liquids,0.4
2021,45 à 49 ans,Femmes,Tumeurs malignes,54.5
2021,45 à 49 ans,Femmes,Diabète sucré,2.5
2021,45 à 49 ans,Femmes,Maladies du coeur,11.8
2021,45 à 49 ans,Femmes,Essential hypertension and hypertensive renal disease,0.1
2021,45 à 49 ans,Femmes,Cerebrovascular diseases,3.1
2021,45 à 49 ans,Femmes,Atherosclerosis,0.0
2021,45 à 49 ans,Femmes,Aortic aneurysm and dissection,0.2
2021,45 à 49 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.6
2021,45 à 49 ans,Femmes,Pneumoconioses and chemical effects,0.0
2021,45 à 49 ans,Femmes,Pneumonitis due to solids and liquids,0.1
2021,50 à 54 ans,Les deux sexes,Tumeurs malignes,91.2
2021,50 à 54 ans,Les deux sexes,Diabète sucré,7.7
2021,50 à 54 ans,Les deux sexes,Maladies du coeur,43.7
2021,50 à 54 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.5
2021,50 à 54 ans,Les deux sexes,Cerebrovascular diseases,7.8
2021,50 à 54 ans,Les deux sexes,Atherosclerosis,0.1
2021,50 à 54 ans,Les deux sexes,Aortic aneurysm and dissection,1.6
2021,50 à 54 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,3.3
2021,50 à 54 ans,Les deux sexes,Pneumoconioses and chemical effects,0.1
2021,50 à 54 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.7
2021,50 à 54 ans,Hommes,Tumeurs malignes,88.7
2021,50 à 54 ans,Hommes,Diabète sucré,9.9
2021,50 à 54 ans,Hommes,Maladies du coeur,69.0
2021,50 à 54 ans,Hommes,Essential hypertension and hypertensive renal disease,0.7
2021,50 à 54 ans,Hommes,Cerebrovascular diseases,8.5
2021,50 à 54 ans,Hommes,Atherosclerosis,0.2
2021,50 à 54 ans,Hommes,Aortic aneurysm and dissection,2.9
2021,50 à 54 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,3.8
2021,50 à 54 ans,Hommes,Pneumoconioses and chemical effects,0.1
2021,50 à 54 ans,Hommes,Pneumonitis due to solids and liquids,1.2
2021,50 à 54 ans,Femmes,Tumeurs malignes,93.5
2021,50 à 54 ans,Femmes,Diabète sucré,5.6
2021,50 à 54 ans,Femmes,Maladies du coeur,18.8
2021,50 à 54 ans,Femmes,Essential hypertension and hypertensive renal disease,0.3
2021,50 à 54 ans,Femmes,Cerebrovascular diseases,7.2
2021,50 à 54 ans,Femmes,Atherosclerosis,0.1
2021,50 à 54 ans,Femmes,Aortic aneurysm and dissection,0.2
2021,50 à 54 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,2.9
2021,50 à 54 ans,Femmes,Pneumoconioses and chemical effects,0.2
2021,50 à 54 ans,Femmes,Pneumonitis due to solids and liquids,0.2
2021,55 à 64 ans,Les deux sexes,Tumeurs malignes,229.5
2021,55 à 64 ans,Les deux sexes,Diabète sucré,16.5
2021,55 à 64 ans,Les deux sexes,Maladies du coeur,98.3
2021,55 à 64 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,1.5
2021,55 à 64 ans,Les deux sexes,Cerebrovascular diseases,16.1
2021,55 à 64 ans,Les deux sexes,Atherosclerosis,0.5
2021,55 à 64 ans,Les deux sexes,Aortic aneurysm and dissection,2.8
2021,55 à 64 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,17.3
2021,55 à 64 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2021,55 à 64 ans,Les deux sexes,Pneumonitis due to solids and liquids,1.6
2021,55 à 64 ans,Hommes,Tumeurs malignes,242.4
2021,55 à 64 ans,Hommes,Diabète sucré,21.7
2021,55 à 64 ans,Hommes,Maladies du coeur,149.1
2021,55 à 64 ans,Hommes,Essential hypertension and hypertensive renal disease,1.8
2021,55 à 64 ans,Hommes,Cerebrovascular diseases,18.6
2021,55 à 64 ans,Hommes,Atherosclerosis,0.8
2021,55 à 64 ans,Hommes,Aortic aneurysm and dissection,4.5
2021,55 à 64 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,20.3
2021,55 à 64 ans,Hommes,Pneumoconioses and chemical effects,0.0
2021,55 à 64 ans,Hommes,Pneumonitis due to solids and liquids,2.2
2021,55 à 64 ans,Femmes,Tumeurs malignes,216.9
2021,55 à 64 ans,Femmes,Diabète sucré,11.4
2021,55 à 64 ans,Femmes,Maladies du coeur,48.6
2021,55 à 64 ans,Femmes,Essential hypertension and hypertensive renal disease,1.2
2021,55 à 64 ans,Femmes,Cerebrovascular diseases,13.7
2021,55 à 64 ans,Femmes,Atherosclerosis,0.3
2021,55 à 64 ans,Femmes,Aortic aneurysm and dissection,1.2
2021,55 à 64 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,14.4
2021,55 à 64 ans,Femmes,Pneumoconioses and chemical effects,0.0
2021,55 à 64 ans,Femmes,Pneumonitis due to solids and liquids,1.1
2021,55 à 59 ans,Les deux sexes,Tumeurs malignes,169.7
2021,55 à 59 ans,Les deux sexes,Diabète sucré,13.8
2021,55 à 59 ans,Les deux sexes,Maladies du coeur,76.1
2021,55 à 59 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,1.2
2021,55 à 59 ans,Les deux sexes,Cerebrovascular diseases,11.5
2021,55 à 59 ans,Les deux sexes,Atherosclerosis,0.4
2021,55 à 59 ans,Les deux sexes,Aortic aneurysm and dissection,2.4
2021,55 à 59 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,10.3
2021,55 à 59 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2021,55 à 59 ans,Les deux sexes,Pneumonitis due to solids and liquids,1.2
2021,55 à 59 ans,Hommes,Tumeurs malignes,171.8
2021,55 à 59 ans,Hommes,Diabète sucré,18.9
2021,55 à 59 ans,Hommes,Maladies du coeur,115.4
2021,55 à 59 ans,Hommes,Essential hypertension and hypertensive renal disease,1.6
2021,55 à 59 ans,Hommes,Cerebrovascular diseases,12.9
2021,55 à 59 ans,Hommes,Atherosclerosis,0.8
2021,55 à 59 ans,Hommes,Aortic aneurysm and dissection,3.7
2021,55 à 59 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,12.5
2021,55 à 59 ans,Hommes,Pneumoconioses and chemical effects,0.0
2021,55 à 59 ans,Hommes,Pneumonitis due to solids and liquids,1.7
2021,55 à 59 ans,Femmes,Tumeurs malignes,167.6
2021,55 à 59 ans,Femmes,Diabète sucré,8.8
2021,55 à 59 ans,Femmes,Maladies du coeur,37.3
2021,55 à 59 ans,Femmes,Essential hypertension and hypertensive renal disease,0.8
2021,55 à 59 ans,Femmes,Cerebrovascular diseases,10.2
2021,55 à 59 ans,Femmes,Atherosclerosis,0.0
2021,55 à 59 ans,Femmes,Aortic aneurysm and dissection,1.0
2021,55 à 59 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,8.2
2021,55 à 59 ans,Femmes,Pneumoconioses and chemical effects,0.0
2021,55 à 59 ans,Femmes,Pneumonitis due to solids and liquids,0.7
2021,60 à 64 ans,Les deux sexes,Tumeurs malignes,291.5
2021,60 à 64 ans,Les deux sexes,Diabète sucré,19.3
2021,60 à 64 ans,Les deux sexes,Maladies du coeur,121.3
2021,60 à 64 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,1.8
2021,60 à 64 ans,Les deux sexes,Cerebrovascular diseases,20.8
2021,60 à 64 ans,Les deux sexes,Atherosclerosis,0.6
2021,60 à 64 ans,Les deux sexes,Aortic aneurysm and dissection,3.3
2021,60 à 64 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,24.6
2021,60 à 64 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2021,60 à 64 ans,Les deux sexes,Pneumonitis due to solids and liquids,2.1
2021,60 à 64 ans,Hommes,Tumeurs malignes,316.3
2021,60 à 64 ans,Hommes,Diabète sucré,24.6
2021,60 à 64 ans,Hommes,Maladies du coeur,184.4
2021,60 à 64 ans,Hommes,Essential hypertension and hypertensive renal disease,2.0
2021,60 à 64 ans,Hommes,Cerebrovascular diseases,24.5
2021,60 à 64 ans,Hommes,Atherosclerosis,0.9
2021,60 à 64 ans,Hommes,Aortic aneurysm and dissection,5.2
2021,60 à 64 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,28.5
2021,60 à 64 ans,Hommes,Pneumoconioses and chemical effects,0.0
2021,60 à 64 ans,Hommes,Pneumonitis due to solids and liquids,2.7
2021,60 à 64 ans,Femmes,Tumeurs malignes,267.5
2021,60 à 64 ans,Femmes,Diabète sucré,14.1
2021,60 à 64 ans,Femmes,Maladies du coeur,60.2
2021,60 à 64 ans,Femmes,Essential hypertension and hypertensive renal disease,1.5
2021,60 à 64 ans,Femmes,Cerebrovascular diseases,17.2
2021,60 à 64 ans,Femmes,Atherosclerosis,0.3
2021,60 à 64 ans,Femmes,Aortic aneurysm and dissection,1.4
2021,60 à 64 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,20.9
2021,60 à 64 ans,Femmes,Pneumoconioses and chemical effects,0.0
2021,60 à 64 ans,Femmes,Pneumonitis due to solids and liquids,1.5
2021,65 à 74 ans,Les deux sexes,Tumeurs malignes,567.0
2021,65 à 74 ans,Les deux sexes,Diabète sucré,41.4
2021,65 à 74 ans,Les deux sexes,Maladies du coeur,233.7
2021,65 à 74 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,5.7
2021,65 à 74 ans,Les deux sexes,Cerebrovascular diseases,48.4
2021,65 à 74 ans,Les deux sexes,Atherosclerosis,1.5
2021,65 à 74 ans,Les deux sexes,Aortic aneurysm and dissection,8.1
2021,65 à 74 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,65.5
2021,65 à 74 ans,Les deux sexes,Pneumoconioses and chemical effects,0.5
2021,65 à 74 ans,Les deux sexes,Pneumonitis due to solids and liquids,4.9
2021,65 à 74 ans,Hommes,Tumeurs malignes,652.3
2021,65 à 74 ans,Hommes,Diabète sucré,50.6
2021,65 à 74 ans,Hommes,Maladies du coeur,332.8
2021,65 à 74 ans,Hommes,Essential hypertension and hypertensive renal disease,6.8
2021,65 à 74 ans,Hommes,Cerebrovascular diseases,55.6
2021,65 à 74 ans,Hommes,Atherosclerosis,2.2
2021,65 à 74 ans,Hommes,Aortic aneurysm and dissection,12.3
2021,65 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,73.6
2021,65 à 74 ans,Hommes,Pneumoconioses and chemical effects,0.8
2021,65 à 74 ans,Hommes,Pneumonitis due to solids and liquids,6.8
2021,65 à 74 ans,Femmes,Tumeurs malignes,487.8
2021,65 à 74 ans,Femmes,Diabète sucré,32.9
2021,65 à 74 ans,Femmes,Maladies du coeur,141.6
2021,65 à 74 ans,Femmes,Essential hypertension and hypertensive renal disease,4.6
2021,65 à 74 ans,Femmes,Cerebrovascular diseases,41.6
2021,65 à 74 ans,Femmes,Atherosclerosis,0.8
2021,65 à 74 ans,Femmes,Aortic aneurysm and dissection,4.2
2021,65 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,57.9
2021,65 à 74 ans,Femmes,Pneumoconioses and chemical effects,0.1
2021,65 à 74 ans,Femmes,Pneumonitis due to solids and liquids,3.1
2021,65 à 69 ans,Les deux sexes,Tumeurs malignes,467.6
2021,65 à 69 ans,Les deux sexes,Diabète sucré,33.5
2021,65 à 69 ans,Les deux sexes,Maladies du coeur,183.3
2021,65 à 69 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,4.5
2021,65 à 69 ans,Les deux sexes,Cerebrovascular diseases,36.4
2021,65 à 69 ans,Les deux sexes,Atherosclerosis,1.4
2021,65 à 69 ans,Les deux sexes,Aortic aneurysm and dissection,6.6
2021,65 à 69 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,50.3
2021,65 à 69 ans,Les deux sexes,Pneumoconioses and chemical effects,0.1
2021,65 à 69 ans,Les deux sexes,Pneumonitis due to solids and liquids,3.2
2021,65 à 69 ans,Hommes,Tumeurs malignes,532.1
2021,65 à 69 ans,Hommes,Diabète sucré,41.4
2021,65 à 69 ans,Hommes,Maladies du coeur,269.1
2021,65 à 69 ans,Hommes,Essential hypertension and hypertensive renal disease,5.5
2021,65 à 69 ans,Hommes,Cerebrovascular diseases,41.4
2021,65 à 69 ans,Hommes,Atherosclerosis,2.3
2021,65 à 69 ans,Hommes,Aortic aneurysm and dissection,10.1
2021,65 à 69 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,60.3
2021,65 à 69 ans,Hommes,Pneumoconioses and chemical effects,0.1
2021,65 à 69 ans,Hommes,Pneumonitis due to solids and liquids,4.5
2021,65 à 69 ans,Femmes,Tumeurs malignes,407.0
2021,65 à 69 ans,Femmes,Diabète sucré,26.2
2021,65 à 69 ans,Femmes,Maladies du coeur,102.5
2021,65 à 69 ans,Femmes,Essential hypertension and hypertensive renal disease,3.5
2021,65 à 69 ans,Femmes,Cerebrovascular diseases,31.7
2021,65 à 69 ans,Femmes,Atherosclerosis,0.5
2021,65 à 69 ans,Femmes,Aortic aneurysm and dissection,3.3
2021,65 à 69 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,40.9
2021,65 à 69 ans,Femmes,Pneumoconioses and chemical effects,0.2
2021,65 à 69 ans,Femmes,Pneumonitis due to solids and liquids,1.9
2021,70 à 74 ans,Les deux sexes,Tumeurs malignes,686.8
2021,70 à 74 ans,Les deux sexes,Diabète sucré,50.8
2021,70 à 74 ans,Les deux sexes,Maladies du coeur,294.4
2021,70 à 74 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,7.1
2021,70 à 74 ans,Les deux sexes,Cerebrovascular diseases,62.8
2021,70 à 74 ans,Les deux sexes,Atherosclerosis,1.6
2021,70 à 74 ans,Les deux sexes,Aortic aneurysm and dissection,9.9
2021,70 à 74 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,83.7
2021,70 à 74 ans,Les deux sexes,Pneumoconioses and chemical effects,0.9
2021,70 à 74 ans,Les deux sexes,Pneumonitis due to solids and liquids,6.9
2021,70 à 74 ans,Hommes,Tumeurs malignes,799.1
2021,70 à 74 ans,Hommes,Diabète sucré,61.7
2021,70 à 74 ans,Hommes,Maladies du coeur,410.5
2021,70 à 74 ans,Hommes,Essential hypertension and hypertensive renal disease,8.2
2021,70 à 74 ans,Hommes,Cerebrovascular diseases,73.0
2021,70 à 74 ans,Hommes,Atherosclerosis,2.0
2021,70 à 74 ans,Hommes,Aortic aneurysm and dissection,15.0
2021,70 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,89.8
2021,70 à 74 ans,Hommes,Pneumoconioses and chemical effects,1.7
2021,70 à 74 ans,Hommes,Pneumonitis due to solids and liquids,9.6
2021,70 à 74 ans,Femmes,Tumeurs malignes,583.8
2021,70 à 74 ans,Femmes,Diabète sucré,40.8
2021,70 à 74 ans,Femmes,Maladies du coeur,188.1
2021,70 à 74 ans,Femmes,Essential hypertension and hypertensive renal disease,6.0
2021,70 à 74 ans,Femmes,Cerebrovascular diseases,53.3
2021,70 à 74 ans,Femmes,Atherosclerosis,1.2
2021,70 à 74 ans,Femmes,Aortic aneurysm and dissection,5.3
2021,70 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,78.1
2021,70 à 74 ans,Femmes,Pneumoconioses and chemical effects,0.1
2021,70 à 74 ans,Femmes,Pneumonitis due to solids and liquids,4.4
2021,75 à 84 ans,Les deux sexes,Tumeurs malignes,1155.8
2021,75 à 84 ans,Les deux sexes,Diabète sucré,100.1
2021,75 à 84 ans,Les deux sexes,Maladies du coeur,647.4
2021,75 à 84 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,19.0
2021,75 à 84 ans,Les deux sexes,Cerebrovascular diseases,183.4
2021,75 à 84 ans,Les deux sexes,Atherosclerosis,5.9
2021,75 à 84 ans,Les deux sexes,Aortic aneurysm and dissection,21.7
2021,75 à 84 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,174.6
