Year,Géographie,Sexe,Groupe d'âge,Compétences,Niveau de compétence,GeoCode,Value
2012,Territoires du Nord-Ouest,Hommes,45 à 54 ans,Alphabétisme,3 ou plus,61,31.6
2012,Territoires du Nord-Ouest,Hommes,45 à 54 ans,Arithmétique,2 ou moins,61,71.1
2012,Territoires du Nord-Ouest,Hommes,45 à 54 ans,Arithmétique,3 ou plus,61,28.9
2012,Territoires du Nord-Ouest,Hommes,55 à 65 ans,Alphabétisme,2 ou moins,61,69.7
2012,Territoires du Nord-Ouest,Hommes,55 à 65 ans,Alphabétisme,3 ou plus,61,30.3
2012,Territoires du Nord-Ouest,Hommes,55 à 65 ans,Arithmétique,2 ou moins,61,69.5
2012,Territoires du Nord-Ouest,Hommes,55 à 65 ans,Arithmétique,3 ou plus,61,30.5
2012,Territoires du Nord-Ouest,Femmes,Total,Alphabétisme,2 ou moins,61,64.7
2012,Territoires du Nord-Ouest,Femmes,Total,Alphabétisme,3 ou plus,61,35.3
2012,Territoires du Nord-Ouest,Femmes,Total,Arithmétique,2 ou moins,61,73.6
2012,Territoires du Nord-Ouest,Femmes,Total,Arithmétique,3 ou plus,61,26.4
2012,Territoires du Nord-Ouest,Femmes,16 à 24 ans,Alphabétisme,2 ou moins,61,68.0
2012,Territoires du Nord-Ouest,Femmes,16 à 24 ans,Alphabétisme,3 ou plus,61,32.0
2012,Territoires du Nord-Ouest,Femmes,16 à 24 ans,Arithmétique,2 ou moins,61,76.6
2012,Territoires du Nord-Ouest,Femmes,16 à 24 ans,Arithmétique,3 ou plus,61,23.4
2012,Territoires du Nord-Ouest,Femmes,25 à 34 ans,Alphabétisme,2 ou moins,61,53.7
2012,Territoires du Nord-Ouest,Femmes,25 à 34 ans,Alphabétisme,3 ou plus,61,46.3
2012,Territoires du Nord-Ouest,Femmes,25 à 34 ans,Arithmétique,2 ou moins,61,64.2
2012,Territoires du Nord-Ouest,Femmes,25 à 34 ans,Arithmétique,3 ou plus,61,35.8
2012,Territoires du Nord-Ouest,Femmes,35 à 44 ans,Alphabétisme,2 ou moins,61,62.0
2012,Territoires du Nord-Ouest,Femmes,35 à 44 ans,Alphabétisme,3 ou plus,61,38.0
2012,Territoires du Nord-Ouest,Femmes,35 à 44 ans,Arithmétique,2 ou moins,61,71.7
2012,Territoires du Nord-Ouest,Femmes,35 à 44 ans,Arithmétique,3 ou plus,61,28.3
2012,Territoires du Nord-Ouest,Femmes,45 à 54 ans,Alphabétisme,2 ou moins,61,73.6
2012,Territoires du Nord-Ouest,Femmes,45 à 54 ans,Alphabétisme,3 ou plus,61,26.4
2012,Territoires du Nord-Ouest,Femmes,45 à 54 ans,Arithmétique,2 ou moins,61,80.5
2012,Territoires du Nord-Ouest,Femmes,45 à 54 ans,Arithmétique,3 ou plus,61,19.5
2012,Territoires du Nord-Ouest,Femmes,55 à 65 ans,Alphabétisme,2 ou moins,61,70.3
2012,Territoires du Nord-Ouest,Femmes,55 à 65 ans,Alphabétisme,3 ou plus,61,29.7
2012,Territoires du Nord-Ouest,Femmes,55 à 65 ans,Arithmétique,2 ou moins,61,78.5
2012,Territoires du Nord-Ouest,Femmes,55 à 65 ans,Arithmétique,3 ou plus,61,21.5
2012,Nunavut,Les deux sexes,Total,Alphabétisme,2 ou moins,62,83.1
2012,Nunavut,Les deux sexes,Total,Alphabétisme,3 ou plus,62,16.9
2012,Nunavut,Les deux sexes,Total,Arithmétique,2 ou moins,62,87.3
2012,Nunavut,Les deux sexes,Total,Arithmétique,3 ou plus,62,12.7
2012,Nunavut,Les deux sexes,16 à 24 ans,Alphabétisme,2 ou moins,62,90.7
2012,Nunavut,Les deux sexes,16 à 24 ans,Alphabétisme,3 ou plus,62,9.3
2012,Nunavut,Les deux sexes,16 à 24 ans,Arithmétique,2 ou moins,62,93.2
2012,Nunavut,Les deux sexes,16 à 24 ans,Arithmétique,3 ou plus,62,6.8
2012,Nunavut,Les deux sexes,25 à 34 ans,Alphabétisme,2 ou moins,62,79.1
2012,Nunavut,Les deux sexes,25 à 34 ans,Alphabétisme,3 ou plus,62,20.9
2012,Nunavut,Les deux sexes,25 à 34 ans,Arithmétique,2 ou moins,62,84.4
2012,Nunavut,Les deux sexes,25 à 34 ans,Arithmétique,3 ou plus,62,15.6
2012,Nunavut,Les deux sexes,35 à 44 ans,Alphabétisme,2 ou moins,62,80.2
2012,Nunavut,Les deux sexes,35 à 44 ans,Alphabétisme,3 ou plus,62,19.8
2012,Nunavut,Les deux sexes,35 à 44 ans,Arithmétique,2 ou moins,62,84.3
2012,Nunavut,Les deux sexes,35 à 44 ans,Arithmétique,3 ou plus,62,15.7
2012,Nunavut,Les deux sexes,45 à 54 ans,Alphabétisme,2 ou moins,62,81.9
2012,Nunavut,Les deux sexes,45 à 54 ans,Alphabétisme,3 ou plus,62,18.1
2012,Nunavut,Les deux sexes,45 à 54 ans,Arithmétique,2 ou moins,62,87.1
2012,Nunavut,Les deux sexes,45 à 54 ans,Arithmétique,3 ou plus,62,12.9
2012,Nunavut,Les deux sexes,55 à 65 ans,Alphabétisme,2 ou moins,62,81.7
2012,Nunavut,Les deux sexes,55 à 65 ans,Alphabétisme,3 ou plus,62,18.3
2012,Nunavut,Les deux sexes,55 à 65 ans,Arithmétique,2 ou moins,62,85.5
2012,Nunavut,Les deux sexes,55 à 65 ans,Arithmétique,3 ou plus,62,14.5
2012,Nunavut,Hommes,Total,Alphabétisme,2 ou moins,62,83.1
2012,Nunavut,Hommes,Total,Alphabétisme,3 ou plus,62,16.9
2012,Nunavut,Hommes,Total,Arithmétique,2 ou moins,62,84.7
2012,Nunavut,Hommes,Total,Arithmétique,3 ou plus,62,15.3
2012,Nunavut,Hommes,16 à 24 ans,Alphabétisme,2 ou moins,62,91.1
2012,Nunavut,Hommes,16 à 24 ans,Alphabétisme,3 ou plus,62,8.9
2012,Nunavut,Hommes,16 à 24 ans,Arithmétique,2 ou moins,62,91.5
2012,Nunavut,Hommes,16 à 24 ans,Arithmétique,3 ou plus,62,8.5
2012,Nunavut,Hommes,25 à 34 ans,Alphabétisme,2 ou moins,62,77.3
2012,Nunavut,Hommes,25 à 34 ans,Alphabétisme,3 ou plus,62,22.7
2012,Nunavut,Hommes,25 à 34 ans,Arithmétique,2 ou moins,62,79.2
2012,Nunavut,Hommes,25 à 34 ans,Arithmétique,3 ou plus,62,20.8
2012,Nunavut,Hommes,35 à 44 ans,Alphabétisme,2 ou moins,62,81.1
2012,Nunavut,Hommes,35 à 44 ans,Alphabétisme,3 ou plus,62,18.9
2012,Nunavut,Hommes,35 à 44 ans,Arithmétique,2 ou moins,62,81.5
2012,Nunavut,Hommes,35 à 44 ans,Arithmétique,3 ou plus,62,18.5
2012,Nunavut,Hommes,45 à 54 ans,Alphabétisme,2 ou moins,62,84.0
2012,Nunavut,Hommes,45 à 54 ans,Alphabétisme,3 ou plus,62,16.0
2012,Nunavut,Hommes,45 à 54 ans,Arithmétique,2 ou moins,62,86.4
2012,Nunavut,Hommes,45 à 54 ans,Arithmétique,3 ou plus,62,13.6
2012,Nunavut,Hommes,55 à 65 ans,Alphabétisme,2 ou moins,62,78.4
2012,Nunavut,Hommes,55 à 65 ans,Alphabétisme,3 ou plus,62,21.6
2012,Nunavut,Hommes,55 à 65 ans,Arithmétique,2 ou moins,62,82.6
2012,Nunavut,Hommes,55 à 65 ans,Arithmétique,3 ou plus,62,17.4
2012,Nunavut,Femmes,Total,Alphabétisme,2 ou moins,62,83.2
2012,Nunavut,Femmes,Total,Alphabétisme,3 ou plus,62,16.8
2012,Nunavut,Femmes,Total,Arithmétique,2 ou moins,62,90.0
2012,Nunavut,Femmes,Total,Arithmétique,3 ou plus,62,10.0
2012,Nunavut,Femmes,16 à 24 ans,Alphabétisme,2 ou moins,62,90.2
2012,Nunavut,Femmes,16 à 24 ans,Alphabétisme,3 ou plus,62,9.8
2012,Nunavut,Femmes,16 à 24 ans,Arithmétique,2 ou moins,62,95.0
2012,Nunavut,Femmes,16 à 24 ans,Arithmétique,3 ou plus,62,
2012,Nunavut,Femmes,25 à 34 ans,Alphabétisme,2 ou moins,62,80.8
2012,Nunavut,Femmes,25 à 34 ans,Alphabétisme,3 ou plus,62,19.2
2012,Nunavut,Femmes,25 à 34 ans,Arithmétique,2 ou moins,62,89.5
2012,Nunavut,Femmes,25 à 34 ans,Arithmétique,3 ou plus,62,10.5
2012,Nunavut,Femmes,35 à 44 ans,Alphabétisme,2 ou moins,62,79.4
2012,Nunavut,Femmes,35 à 44 ans,Alphabétisme,3 ou plus,62,20.6
2012,Nunavut,Femmes,35 à 44 ans,Arithmétique,2 ou moins,62,87.0
2012,Nunavut,Femmes,35 à 44 ans,Arithmétique,3 ou plus,62,13.0
2012,Nunavut,Femmes,45 à 54 ans,Alphabétisme,2 ou moins,62,79.5
2012,Nunavut,Femmes,45 à 54 ans,Alphabétisme,3 ou plus,62,20.5
2012,Nunavut,Femmes,45 à 54 ans,Arithmétique,2 ou moins,62,88.0
2012,Nunavut,Femmes,45 à 54 ans,Arithmétique,3 ou plus,62,12.0
2012,Nunavut,Femmes,55 à 65 ans,Alphabétisme,2 ou moins,62,85.2
2012,Nunavut,Femmes,55 à 65 ans,Alphabétisme,3 ou plus,62,14.8
2012,Nunavut,Femmes,55 à 65 ans,Arithmétique,2 ou moins,62,88.6
2012,Nunavut,Femmes,55 à 65 ans,Arithmétique,3 ou plus,62,11.4
