Year,Niveau de sécurité alimentaire du ménage,Géographie,Genre,Groupe d'âge,Type de famille économique,Minorité visible,Population autochtone,GeoCode,Value
2022,Insécurité alimentaire grave,Colombie-Britannique,,,,Population des minorités visibles,,59,4.4
2022,Sécurité alimentaire,Colombie-Britannique,,,,Sud-Asiatique,,59,78.2
2022,Insécurité alimentaire,Colombie-Britannique,,,,Sud-Asiatique,,59,21.8
2022,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,,,Sud-Asiatique,,59,15.6
2022,Insécurité alimentaire modérée,Colombie-Britannique,,,,Sud-Asiatique,,59,12.6
2022,Sécurité alimentaire,Colombie-Britannique,,,,Chinois,,59,78.9
2022,Insécurité alimentaire,Colombie-Britannique,,,,Chinois,,59,21.1
2022,Insécurité alimentaire marginale,Colombie-Britannique,,,,Chinois,,59,6.5
2022,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,,,Chinois,,59,14.6
2022,Insécurité alimentaire modérée,Colombie-Britannique,,,,Chinois,,59,12.0
2022,Sécurité alimentaire,Colombie-Britannique,,,,Noir,,59,60.6
2022,Insécurité alimentaire,Colombie-Britannique,,,,Noir,,59,39.4
2022,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,,,Noir,,59,28.0
2022,Sécurité alimentaire,Colombie-Britannique,,,,Philippin,,59,70.3
2022,Insécurité alimentaire,Colombie-Britannique,,,,Philippin,,59,29.7
2022,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,,,Philippin,,59,19.3
2022,Sécurité alimentaire,Colombie-Britannique,,,,Latino-Américain,,59,73.3
2022,Insécurité alimentaire,Colombie-Britannique,,,,Latino-Américain,,59,26.7
2022,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,,,Latino-Américain,,59,18.3
2022,Sécurité alimentaire,Colombie-Britannique,,,,Asiatique du Sud-Est,,59,73.1
2022,Insécurité alimentaire,Colombie-Britannique,,,,Asiatique du Sud-Est,,59,26.9
2022,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,,,Asiatique du Sud-Est,,59,15.6
2022,Sécurité alimentaire,Colombie-Britannique,,,,Autre minorité visible,,59,82.3
2022,Insécurité alimentaire,Colombie-Britannique,,,,Autre minorité visible,,59,17.7
2022,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,,,Autre minorité visible,,59,14.9
2022,Insécurité alimentaire modérée,Colombie-Britannique,,,,Autre minorité visible,,59,9.8
2022,Sécurité alimentaire,Colombie-Britannique,,,,Pas une minorité visible,,59,78.8
2022,Insécurité alimentaire,Colombie-Britannique,,,,Pas une minorité visible,,59,21.2
2022,Insécurité alimentaire marginale,Colombie-Britannique,,,,Pas une minorité visible,,59,5.6
2022,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,,,Pas une minorité visible,,59,15.5
2022,Insécurité alimentaire modérée,Colombie-Britannique,,,,Pas une minorité visible,,59,8.9
2022,Insécurité alimentaire grave,Colombie-Britannique,,,,Pas une minorité visible,,59,6.6
2022,Sécurité alimentaire,Colombie-Britannique,,,,,Population autochtone,59,60.6
2022,Insécurité alimentaire,Colombie-Britannique,,,,,Population autochtone,59,39.4
2022,Insécurité alimentaire marginale,Colombie-Britannique,,,,,Population autochtone,59,5.4
2022,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,,,,Population autochtone,59,34.1
2022,Insécurité alimentaire modérée,Colombie-Britannique,,,,,Population autochtone,59,19.7
2022,Insécurité alimentaire grave,Colombie-Britannique,,,,,Population autochtone,59,14.4
2022,Sécurité alimentaire,Colombie-Britannique,,,,,Population non autochtone,59,78.6
2022,Insécurité alimentaire,Colombie-Britannique,,,,,Population non autochtone,59,21.4
2022,Insécurité alimentaire marginale,Colombie-Britannique,,,,,Population non autochtone,59,6.4
2022,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,,,,Population non autochtone,59,15.0
2022,Insécurité alimentaire modérée,Colombie-Britannique,,,,,Population non autochtone,59,9.5
2022,Insécurité alimentaire grave,Colombie-Britannique,,,,,Population non autochtone,59,5.4
2022,Sécurité alimentaire,Colombie-Britannique,,,,,Pas une minorité visible ni autochtone,59,80.0
2022,Insécurité alimentaire,Colombie-Britannique,,,,,Pas une minorité visible ni autochtone,59,20.0
2022,Insécurité alimentaire marginale,Colombie-Britannique,,,,,Pas une minorité visible ni autochtone,59,5.6
2022,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,,,,Pas une minorité visible ni autochtone,59,14.3
2022,Insécurité alimentaire modérée,Colombie-Britannique,,,,,Pas une minorité visible ni autochtone,59,8.2
2022,Insécurité alimentaire grave,Colombie-Britannique,,,,,Pas une minorité visible ni autochtone,59,6.1
2022,Sécurité alimentaire,Territoires,Both genders,Moins de 18 ans,,,,,49.2
2022,Insécurité alimentaire,Territoires,Both genders,Moins de 18 ans,,,,,50.8
2022,Insécurité alimentaire marginale,Territoires,Both genders,Moins de 18 ans,,,,,8.5
2022,Insécurité alimentaire modérée ou grave,Territoires,Both genders,Moins de 18 ans,,,,,42.3
2022,Insécurité alimentaire modérée,Territoires,Both genders,Moins de 18 ans,,,,,22.4
2022,Insécurité alimentaire grave,Territoires,Both genders,Moins de 18 ans,,,,,19.9
2022,Sécurité alimentaire,Territoires,Both genders,18 à 64 ans,,,,,66.2
2022,Insécurité alimentaire,Territoires,Both genders,18 à 64 ans,,,,,33.8
2022,Insécurité alimentaire marginale,Territoires,Both genders,18 à 64 ans,,,,,4.3
2022,Insécurité alimentaire modérée ou grave,Territoires,Both genders,18 à 64 ans,,,,,29.5
2022,Insécurité alimentaire modérée,Territoires,Both genders,18 à 64 ans,,,,,14.9
2022,Insécurité alimentaire grave,Territoires,Both genders,18 à 64 ans,,,,,14.7
2022,Sécurité alimentaire,Territoires,Both genders,18 à 24 ans,,,,,58.2
2022,Insécurité alimentaire,Territoires,Both genders,18 à 24 ans,,,,,41.8
2022,Insécurité alimentaire modérée ou grave,Territoires,Both genders,18 à 24 ans,,,,,40.0
2022,Insécurité alimentaire modérée,Territoires,Both genders,18 à 24 ans,,,,,14.6
2022,Insécurité alimentaire grave,Territoires,Both genders,18 à 24 ans,,,,,25.4
2022,Sécurité alimentaire,Territoires,Both genders,25 à 34 ans,,,,,63.3
2022,Insécurité alimentaire,Territoires,Both genders,25 à 34 ans,,,,,36.7
2022,Insécurité alimentaire marginale,Territoires,Both genders,25 à 34 ans,,,,,6.6
2022,Insécurité alimentaire modérée ou grave,Territoires,Both genders,25 à 34 ans,,,,,30.1
2022,Insécurité alimentaire modérée,Territoires,Both genders,25 à 34 ans,,,,,17.3
2022,Insécurité alimentaire grave,Territoires,Both genders,25 à 34 ans,,,,,12.8
2022,Sécurité alimentaire,Territoires,Both genders,35 à 44 ans,,,,,69.1
2022,Insécurité alimentaire,Territoires,Both genders,35 à 44 ans,,,,,30.9
2022,Insécurité alimentaire marginale,Territoires,Both genders,35 à 44 ans,,,,,4.5
2022,Insécurité alimentaire modérée ou grave,Territoires,Both genders,35 à 44 ans,,,,,26.4
2022,Insécurité alimentaire modérée,Territoires,Both genders,35 à 44 ans,,,,,16.4
2022,Insécurité alimentaire grave,Territoires,Both genders,35 à 44 ans,,,,,10.0
2022,Sécurité alimentaire,Territoires,Both genders,45 à 54 ans,,,,,65.6
2022,Insécurité alimentaire,Territoires,Both genders,45 à 54 ans,,,,,34.4
2022,Insécurité alimentaire modérée ou grave,Territoires,Both genders,45 à 54 ans,,,,,30.4
2022,Insécurité alimentaire modérée,Territoires,Both genders,45 à 54 ans,,,,,12.2
2022,Insécurité alimentaire grave,Territoires,Both genders,45 à 54 ans,,,,,18.2
2022,Sécurité alimentaire,Territoires,Both genders,55 à 64 ans,,,,,73.3
2022,Insécurité alimentaire,Territoires,Both genders,55 à 64 ans,,,,,26.7
2022,Insécurité alimentaire modérée ou grave,Territoires,Both genders,55 à 64 ans,,,,,23.8
2022,Insécurité alimentaire modérée,Territoires,Both genders,55 à 64 ans,,,,,12.4
2022,Insécurité alimentaire grave,Territoires,Both genders,55 à 64 ans,,,,,11.5
2022,Sécurité alimentaire,Territoires,Both genders,65 ans et plus,,,,,75.0
2022,Insécurité alimentaire,Territoires,Both genders,65 ans et plus,,,,,25.0
2022,Insécurité alimentaire modérée ou grave,Territoires,Both genders,65 ans et plus,,,,,21.6
2022,Insécurité alimentaire modérée,Territoires,Both genders,65 ans et plus,,,,,14.2
2022,Insécurité alimentaire grave,Territoires,Both genders,65 ans et plus,,,,,7.4
2022,Sécurité alimentaire,Territoires,Man+,,Toutes les personnes,,,,61.4
2022,Insécurité alimentaire,Territoires,Man+,,Toutes les personnes,,,,38.6
2022,Insécurité alimentaire marginale,Territoires,Man+,,Toutes les personnes,,,,5.2
2022,Insécurité alimentaire modérée ou grave,Territoires,Man+,,Toutes les personnes,,,,33.4
2022,Insécurité alimentaire modérée,Territoires,Man+,,Toutes les personnes,,,,16.7
2022,Insécurité alimentaire grave,Territoires,Man+,,Toutes les personnes,,,,16.7
2022,Sécurité alimentaire,Territoires,Man+,"Hommes+, moins de 18 ans",,,,,47.4
2022,Insécurité alimentaire,Territoires,Man+,"Hommes+, moins de 18 ans",,,,,52.6
2022,Insécurité alimentaire marginale,Territoires,Man+,"Hommes+, moins de 18 ans",,,,,7.5
2022,Insécurité alimentaire modérée ou grave,Territoires,Man+,"Hommes+, moins de 18 ans",,,,,45.1
2022,Insécurité alimentaire modérée,Territoires,Man+,"Hommes+, moins de 18 ans",,,,,21.8
2022,Insécurité alimentaire grave,Territoires,Man+,"Hommes+, moins de 18 ans",,,,,23.3
2022,Sécurité alimentaire,Territoires,Man+,"Hommes+, 18 à 64 ans",,,,,65.2
2022,Insécurité alimentaire,Territoires,Man+,"Hommes+, 18 à 64 ans",,,,,34.8
2022,Insécurité alimentaire marginale,Territoires,Man+,"Hommes+, 18 à 64 ans",,,,,4.4
2022,Insécurité alimentaire modérée ou grave,Territoires,Man+,"Hommes+, 18 à 64 ans",,,,,30.3
2022,Insécurité alimentaire modérée,Territoires,Man+,"Hommes+, 18 à 64 ans",,,,,14.9
2022,Insécurité alimentaire grave,Territoires,Man+,"Hommes+, 18 à 64 ans",,,,,15.4
2022,Sécurité alimentaire,Territoires,Man+,"Hommes+, 65 ans et plus",,,,,74.1
2022,Insécurité alimentaire,Territoires,Man+,"Hommes+, 65 ans et plus",,,,,25.9
2022,Insécurité alimentaire modérée ou grave,Territoires,Man+,"Hommes+, 65 ans et plus",,,,,21.5
2022,Insécurité alimentaire modérée,Territoires,Man+,"Hommes+, 65 ans et plus",,,,,14.7
2022,Insécurité alimentaire grave,Territoires,Man+,"Hommes+, 65 ans et plus",,,,,6.8
2022,Sécurité alimentaire,Territoires,Woman+,,Toutes les personnes,,,,63.8
2022,Insécurité alimentaire,Territoires,Woman+,,Toutes les personnes,,,,36.2
2022,Insécurité alimentaire marginale,Territoires,Woman+,,Toutes les personnes,,,,5.4
2022,Insécurité alimentaire modérée ou grave,Territoires,Woman+,,Toutes les personnes,,,,30.8
2022,Insécurité alimentaire modérée,Territoires,Woman+,,Toutes les personnes,,,,16.9
2022,Insécurité alimentaire grave,Territoires,Woman+,,Toutes les personnes,,,,14.0
2022,Sécurité alimentaire,Territoires,Woman+,"Femmes+, moins de 18 ans",,,,,51.1
2022,Insécurité alimentaire,Territoires,Woman+,"Femmes+, moins de 18 ans",,,,,48.9
2022,Insécurité alimentaire marginale,Territoires,Woman+,"Femmes+, moins de 18 ans",,,,,9.5
2022,Insécurité alimentaire modérée ou grave,Territoires,Woman+,"Femmes+, moins de 18 ans",,,,,39.3
2022,Insécurité alimentaire modérée,Territoires,Woman+,"Femmes+, moins de 18 ans",,,,,23.0
2022,Insécurité alimentaire grave,Territoires,Woman+,"Femmes+, moins de 18 ans",,,,,16.3
2022,Sécurité alimentaire,Territoires,Woman+,"Femmes+, 18 à 64 ans",,,,,67.1
2022,Insécurité alimentaire,Territoires,Woman+,"Femmes+, 18 à 64 ans",,,,,32.9
2022,Insécurité alimentaire marginale,Territoires,Woman+,"Femmes+, 18 à 64 ans",,,,,4.2
2022,Insécurité alimentaire modérée ou grave,Territoires,Woman+,"Femmes+, 18 à 64 ans",,,,,28.7
2022,Insécurité alimentaire modérée,Territoires,Woman+,"Femmes+, 18 à 64 ans",,,,,14.8
2022,Insécurité alimentaire grave,Territoires,Woman+,"Femmes+, 18 à 64 ans",,,,,13.9
2022,Sécurité alimentaire,Territoires,Woman+,"Femmes+, 65 ans et plus",,,,,75.9
2022,Insécurité alimentaire,Territoires,Woman+,"Femmes+, 65 ans et plus",,,,,24.1
2022,Insécurité alimentaire modérée ou grave,Territoires,Woman+,"Femmes+, 65 ans et plus",,,,,21.7
2022,Insécurité alimentaire modérée,Territoires,Woman+,"Femmes+, 65 ans et plus",,,,,13.6
2022,Sécurité alimentaire,Territoires,,,,,,,28.4
2022,Insécurité alimentaire,Territoires,,,,,,,71.6
2022,Insécurité alimentaire modérée ou grave,Territoires,,,,,,,65.7
2022,Insécurité alimentaire modérée,Territoires,,,,,,,27.2
2022,Insécurité alimentaire grave,Territoires,,,,,,,38.5
2022,Sécurité alimentaire,Yukon,Both genders,Moins de 18 ans,,,,60,67.1
2022,Insécurité alimentaire,Yukon,Both genders,Moins de 18 ans,,,,60,32.9
2022,Insécurité alimentaire modérée ou grave,Yukon,Both genders,Moins de 18 ans,,,,60,23.1
2022,Sécurité alimentaire,Yukon,Both genders,18 à 64 ans,,,,60,81.9
2022,Insécurité alimentaire,Yukon,Both genders,18 à 64 ans,,,,60,18.1
2022,Insécurité alimentaire modérée ou grave,Yukon,Both genders,18 à 64 ans,,,,60,14.0
2022,Insécurité alimentaire modérée,Yukon,Both genders,18 à 64 ans,,,,60,10.4
2022,Sécurité alimentaire,Yukon,Both genders,18 à 24 ans,,,,60,88.0
2022,Sécurité alimentaire,Yukon,Both genders,25 à 34 ans,,,,60,73.8
2022,Insécurité alimentaire,Yukon,Both genders,25 à 34 ans,,,,60,26.2
2022,Insécurité alimentaire modérée ou grave,Yukon,Both genders,25 à 34 ans,,,,60,18.7
2022,Sécurité alimentaire,Yukon,Both genders,35 à 44 ans,,,,60,81.7
2022,Insécurité alimentaire,Yukon,Both genders,35 à 44 ans,,,,60,18.3
2022,Insécurité alimentaire modérée ou grave,Yukon,Both genders,35 à 44 ans,,,,60,14.5
2022,Insécurité alimentaire modérée,Yukon,Both genders,35 à 44 ans,,,,60,12.3
2022,Sécurité alimentaire,Yukon,Both genders,45 à 54 ans,,,,60,82.6
2022,Insécurité alimentaire,Yukon,Both genders,45 à 54 ans,,,,60,17.4
2022,Sécurité alimentaire,Yukon,Both genders,55 à 64 ans,,,,60,87.7
2022,Sécurité alimentaire,Yukon,Both genders,65 ans et plus,,,,60,84.0
2022,Insécurité alimentaire,Yukon,Both genders,65 ans et plus,,,,60,16.0
2022,Insécurité alimentaire modérée ou grave,Yukon,Both genders,65 ans et plus,,,,60,11.7
2022,Insécurité alimentaire modérée,Yukon,Both genders,65 ans et plus,,,,60,10.1
2022,Sécurité alimentaire,Yukon,Man+,,Toutes les personnes,,,60,80.0
2022,Insécurité alimentaire,Yukon,Man+,,Toutes les personnes,,,60,20.0
2022,Insécurité alimentaire marginale,Yukon,Man+,,Toutes les personnes,,,60,4.7
2022,Insécurité alimentaire modérée ou grave,Yukon,Man+,,Toutes les personnes,,,60,15.3
2022,Insécurité alimentaire modérée,Yukon,Man+,,Toutes les personnes,,,60,11.4
2022,Sécurité alimentaire,Yukon,Man+,"Hommes+, moins de 18 ans",,,,60,65.8
2022,Insécurité alimentaire,Yukon,Man+,"Hommes+, moins de 18 ans",,,,60,34.2
2022,Insécurité alimentaire modérée ou grave,Yukon,Man+,"Hommes+, moins de 18 ans",,,,60,27.4
2022,Sécurité alimentaire,Yukon,Man+,"Hommes+, 18 à 64 ans",,,,60,83.2
2022,Insécurité alimentaire,Yukon,Man+,"Hommes+, 18 à 64 ans",,,,60,16.8
2022,Insécurité alimentaire modérée ou grave,Yukon,Man+,"Hommes+, 18 à 64 ans",,,,60,13.0
2022,Insécurité alimentaire modérée,Yukon,Man+,"Hommes+, 18 à 64 ans",,,,60,11.0
2022,Sécurité alimentaire,Yukon,Man+,"Hommes+, 65 ans et plus",,,,60,84.4
2022,Insécurité alimentaire,Yukon,Man+,"Hommes+, 65 ans et plus",,,,60,15.6
2022,Sécurité alimentaire,Yukon,Woman+,,Toutes les personnes,,,60,78.5
2022,Insécurité alimentaire,Yukon,Woman+,,Toutes les personnes,,,60,21.5
2022,Insécurité alimentaire modérée ou grave,Yukon,Woman+,,Toutes les personnes,,,60,15.6
2022,Insécurité alimentaire modérée,Yukon,Woman+,,Toutes les personnes,,,60,11.5
2022,Sécurité alimentaire,Yukon,Woman+,"Femmes+, moins de 18 ans",,,,60,68.3
2022,Insécurité alimentaire,Yukon,Woman+,"Femmes+, moins de 18 ans",,,,60,31.7
2022,Sécurité alimentaire,Yukon,Woman+,"Femmes+, 18 à 64 ans",,,,60,80.5
2022,Insécurité alimentaire,Yukon,Woman+,"Femmes+, 18 à 64 ans",,,,60,19.5
2022,Insécurité alimentaire modérée ou grave,Yukon,Woman+,"Femmes+, 18 à 64 ans",,,,60,14.9
2022,Insécurité alimentaire modérée,Yukon,Woman+,"Femmes+, 18 à 64 ans",,,,60,9.8
2022,Sécurité alimentaire,Yukon,Woman+,"Femmes+, 65 ans et plus",,,,60,83.6
2022,Insécurité alimentaire,Yukon,Woman+,"Femmes+, 65 ans et plus",,,,60,16.4
2022,Insécurité alimentaire modérée ou grave,Yukon,Woman+,"Femmes+, 65 ans et plus",,,,60,14.0
2022,Sécurité alimentaire,Territoires du Nord-Ouest,Both genders,Moins de 18 ans,,,,61,68.2
2022,Insécurité alimentaire,Territoires du Nord-Ouest,Both genders,Moins de 18 ans,,,,61,31.8
2022,Insécurité alimentaire modérée ou grave,Territoires du Nord-Ouest,Both genders,Moins de 18 ans,,,,61,23.4
2022,Insécurité alimentaire modérée,Territoires du Nord-Ouest,Both genders,Moins de 18 ans,,,,61,17.7
2022,Sécurité alimentaire,Territoires du Nord-Ouest,Both genders,18 à 64 ans,,,,61,72.0
2022,Insécurité alimentaire,Territoires du Nord-Ouest,Both genders,18 à 64 ans,,,,61,28.0
2022,Insécurité alimentaire modérée ou grave,Territoires du Nord-Ouest,Both genders,18 à 64 ans,,,,61,24.2
2022,Insécurité alimentaire modérée,Territoires du Nord-Ouest,Both genders,18 à 64 ans,,,,61,14.2
2022,Insécurité alimentaire grave,Territoires du Nord-Ouest,Both genders,18 à 64 ans,,,,61,10.0
2022,Sécurité alimentaire,Territoires du Nord-Ouest,Both genders,18 à 24 ans,,,,61,70.1
2022,Insécurité alimentaire,Territoires du Nord-Ouest,Both genders,18 à 24 ans,,,,61,29.9
2022,Insécurité alimentaire modérée ou grave,Territoires du Nord-Ouest,Both genders,18 à 24 ans,,,,61,29.9
2022,Sécurité alimentaire,Territoires du Nord-Ouest,Both genders,25 à 34 ans,,,,61,72.7
2022,Insécurité alimentaire,Territoires du Nord-Ouest,Both genders,25 à 34 ans,,,,61,27.3
2022,Insécurité alimentaire modérée ou grave,Territoires du Nord-Ouest,Both genders,25 à 34 ans,,,,61,22.7
2022,Insécurité alimentaire modérée,Territoires du Nord-Ouest,Both genders,25 à 34 ans,,,,61,16.2
2022,Sécurité alimentaire,Territoires du Nord-Ouest,Both genders,35 à 44 ans,,,,61,70.8
2022,Insécurité alimentaire,Territoires du Nord-Ouest,Both genders,35 à 44 ans,,,,61,29.2
2022,Insécurité alimentaire modérée ou grave,Territoires du Nord-Ouest,Both genders,35 à 44 ans,,,,61,23.6
2022,Insécurité alimentaire modérée,Territoires du Nord-Ouest,Both genders,35 à 44 ans,,,,61,17.8
2022,Sécurité alimentaire,Territoires du Nord-Ouest,Both genders,45 à 54 ans,,,,61,67.9
2022,Insécurité alimentaire,Territoires du Nord-Ouest,Both genders,45 à 54 ans,,,,61,32.1
2022,Sécurité alimentaire,Territoires du Nord-Ouest,Both genders,55 à 64 ans,,,,61,77.5
2022,Insécurité alimentaire,Territoires du Nord-Ouest,Both genders,55 à 64 ans,,,,61,22.5
2022,Insécurité alimentaire modérée ou grave,Territoires du Nord-Ouest,Both genders,55 à 64 ans,,,,61,20.5
2022,Insécurité alimentaire modérée,Territoires du Nord-Ouest,Both genders,55 à 64 ans,,,,61,11.6
2022,Sécurité alimentaire,Territoires du Nord-Ouest,Both genders,65 ans et plus,,,,61,71.2
2022,Insécurité alimentaire,Territoires du Nord-Ouest,Both genders,65 ans et plus,,,,61,28.8
2022,Insécurité alimentaire modérée ou grave,Territoires du Nord-Ouest,Both genders,65 ans et plus,,,,61,28.8
2022,Insécurité alimentaire modérée,Territoires du Nord-Ouest,Both genders,65 ans et plus,,,,61,17.6
2022,Sécurité alimentaire,Territoires du Nord-Ouest,Man+,,Toutes les personnes,,,61,68.3
2022,Insécurité alimentaire,Territoires du Nord-Ouest,Man+,,Toutes les personnes,,,61,31.7
2022,Insécurité alimentaire modérée ou grave,Territoires du Nord-Ouest,Man+,,Toutes les personnes,,,61,26.9
2022,Insécurité alimentaire modérée,Territoires du Nord-Ouest,Man+,,Toutes les personnes,,,61,15.2
2022,Insécurité alimentaire grave,Territoires du Nord-Ouest,Man+,,Toutes les personnes,,,61,11.8
2022,Sécurité alimentaire,Territoires du Nord-Ouest,Man+,"Hommes+, moins de 18 ans",,,,61,64.9
2022,Insécurité alimentaire,Territoires du Nord-Ouest,Man+,"Hommes+, moins de 18 ans",,,,61,35.1
2022,Insécurité alimentaire modérée ou grave,Territoires du Nord-Ouest,Man+,"Hommes+, moins de 18 ans",,,,61,26.9
2022,Insécurité alimentaire modérée,Territoires du Nord-Ouest,Man+,"Hommes+, moins de 18 ans",,,,61,18.3
2022,Sécurité alimentaire,Territoires du Nord-Ouest,Man+,"Hommes+, 18 à 64 ans",,,,61,70.2
2022,Insécurité alimentaire,Territoires du Nord-Ouest,Man+,"Hommes+, 18 à 64 ans",,,,61,29.8
2022,Insécurité alimentaire modérée ou grave,Territoires du Nord-Ouest,Man+,"Hommes+, 18 à 64 ans",,,,61,25.5
2022,Insécurité alimentaire modérée,Territoires du Nord-Ouest,Man+,"Hommes+, 18 à 64 ans",,,,61,12.7
2022,Insécurité alimentaire grave,Territoires du Nord-Ouest,Man+,"Hommes+, 18 à 64 ans",,,,61,12.9
2022,Sécurité alimentaire,Territoires du Nord-Ouest,Man+,"Hommes+, 65 ans et plus",,,,61,64.2
2022,Insécurité alimentaire,Territoires du Nord-Ouest,Man+,"Hommes+, 65 ans et plus",,,,61,35.8
2022,Insécurité alimentaire modérée ou grave,Territoires du Nord-Ouest,Man+,"Hommes+, 65 ans et plus",,,,61,35.8
2022,Sécurité alimentaire,Territoires du Nord-Ouest,Woman+,,Toutes les personnes,,,61,73.8
2022,Insécurité alimentaire,Territoires du Nord-Ouest,Woman+,,Toutes les personnes,,,61,26.2
2022,Insécurité alimentaire modérée ou grave,Territoires du Nord-Ouest,Woman+,,Toutes les personnes,,,61,21.9
2022,Insécurité alimentaire modérée,Territoires du Nord-Ouest,Woman+,,Toutes les personnes,,,61,15.6
2022,Insécurité alimentaire grave,Territoires du Nord-Ouest,Woman+,,Toutes les personnes,,,61,6.3
2022,Sécurité alimentaire,Territoires du Nord-Ouest,Woman+,"Femmes+, moins de 18 ans",,,,61,71.9
2022,Insécurité alimentaire,Territoires du Nord-Ouest,Woman+,"Femmes+, moins de 18 ans",,,,61,28.1
2022,Insécurité alimentaire modérée ou grave,Territoires du Nord-Ouest,Woman+,"Femmes+, moins de 18 ans",,,,61,19.6
2022,Sécurité alimentaire,Territoires du Nord-Ouest,Woman+,"Femmes+, 18 à 64 ans",,,,61,73.8
2022,Insécurité alimentaire,Territoires du Nord-Ouest,Woman+,"Femmes+, 18 à 64 ans",,,,61,26.2
2022,Insécurité alimentaire modérée ou grave,Territoires du Nord-Ouest,Woman+,"Femmes+, 18 à 64 ans",,,,61,22.8
2022,Insécurité alimentaire modérée,Territoires du Nord-Ouest,Woman+,"Femmes+, 18 à 64 ans",,,,61,15.8
2022,Sécurité alimentaire,Territoires du Nord-Ouest,Woman+,"Femmes+, 65 ans et plus",,,,61,78.5
2022,Sécurité alimentaire,Territoires du Nord-Ouest,,,,,,61,31.7
2022,Insécurité alimentaire,Territoires du Nord-Ouest,,,,,,61,68.3
2022,Insécurité alimentaire modérée ou grave,Territoires du Nord-Ouest,,,,,,61,63.6
2022,Insécurité alimentaire modérée,Territoires du Nord-Ouest,,,,,,61,34.5
2022,Insécurité alimentaire grave,Territoires du Nord-Ouest,,,,,,61,29.1
2022,Sécurité alimentaire,Nunavut,Both genders,Moins de 18 ans,,,,62,25.1
2022,Insécurité alimentaire,Nunavut,Both genders,Moins de 18 ans,,,,62,74.9
2022,Insécurité alimentaire modérée ou grave,Nunavut,Both genders,Moins de 18 ans,,,,62,67.1
2022,Insécurité alimentaire modérée,Nunavut,Both genders,Moins de 18 ans,,,,62,29.5
2022,Insécurité alimentaire grave,Nunavut,Both genders,Moins de 18 ans,,,,62,37.6
2022,Sécurité alimentaire,Nunavut,Both genders,18 à 64 ans,,,,62,40.4
2022,Insécurité alimentaire,Nunavut,Both genders,18 à 64 ans,,,,62,59.6
2022,Insécurité alimentaire modérée ou grave,Nunavut,Both genders,18 à 64 ans,,,,62,54.5
2022,Insécurité alimentaire modérée,Nunavut,Both genders,18 à 64 ans,,,,62,21.0
2022,Insécurité alimentaire grave,Nunavut,Both genders,18 à 64 ans,,,,62,33.5
2022,Sécurité alimentaire,Nunavut,Both genders,18 à 24 ans,,,,62,31.4
2022,Insécurité alimentaire,Nunavut,Both genders,18 à 24 ans,,,,62,68.6
2022,Insécurité alimentaire modérée ou grave,Nunavut,Both genders,18 à 24 ans,,,,62,64.3
2022,Insécurité alimentaire modérée,Nunavut,Both genders,18 à 24 ans,,,,62,20.3
2022,Insécurité alimentaire grave,Nunavut,Both genders,18 à 24 ans,,,,62,44.0
2022,Sécurité alimentaire,Nunavut,Both genders,25 à 34 ans,,,,62,43.6
2022,Insécurité alimentaire,Nunavut,Both genders,25 à 34 ans,,,,62,56.4
2022,Insécurité alimentaire modérée ou grave,Nunavut,Both genders,25 à 34 ans,,,,62,48.5
2022,Insécurité alimentaire modérée,Nunavut,Both genders,25 à 34 ans,,,,62,22.0
2022,Insécurité alimentaire grave,Nunavut,Both genders,25 à 34 ans,,,,62,26.5
2022,Sécurité alimentaire,Nunavut,Both genders,35 à 44 ans,,,,62,44.0
2022,Insécurité alimentaire,Nunavut,Both genders,35 à 44 ans,,,,62,56.0
2022,Insécurité alimentaire modérée ou grave,Nunavut,Both genders,35 à 44 ans,,,,62,51.8
2022,Insécurité alimentaire modérée,Nunavut,Both genders,35 à 44 ans,,,,62,21.2
2022,Insécurité alimentaire grave,Nunavut,Both genders,35 à 44 ans,,,,62,30.7
2022,Sécurité alimentaire,Nunavut,Both genders,45 à 54 ans,,,,62,43.3
2022,Insécurité alimentaire,Nunavut,Both genders,45 à 54 ans,,,,62,56.7
2022,Insécurité alimentaire modérée ou grave,Nunavut,Both genders,45 à 54 ans,,,,62,54.7
2022,Insécurité alimentaire grave,Nunavut,Both genders,45 à 54 ans,,,,62,37.2
2022,Sécurité alimentaire,Nunavut,Both genders,55 à 64 ans,,,,62,38.5
2022,Insécurité alimentaire,Nunavut,Both genders,55 à 64 ans,,,,62,61.5
2022,Insécurité alimentaire modérée ou grave,Nunavut,Both genders,55 à 64 ans,,,,62,56.2
2022,Insécurité alimentaire modérée,Nunavut,Both genders,55 à 64 ans,,,,62,24.5
2022,Insécurité alimentaire grave,Nunavut,Both genders,55 à 64 ans,,,,62,31.7
2022,Sécurité alimentaire,Nunavut,Both genders,65 ans et plus,,,,62,52.6
